sloc1	scate2	platform	clks	clks_one_day
9357	36011	pc	10	1
9389	37981	m	1	0
9389	8523	m	157	22
9409	8719	m	172	24
9422	26523	app	9	1
9422	710	m	25	3
9422	8659	app	8	1
9422	95	pc	32	4
9422	97	m	19	2
944	310	pc	235	33
9444	23065	m	11	1
9449	234	m	104	14
946	130	m	4	0
946	156	app	275	39
946	35828	pc	5	0
9499	798	m	2	0
952	186	pc	60	8
9530	8442	pc	2	0
9530	8444	m	67	9
9539	133	app	42	6
9539	14455	app	123	17
9551	311	m	28	4
961	168	app	1257	179
961	212	app	228	32
9646	22431	m	3	0
9646	26516	app	4	0
9646	611	app	8	1
968	14502	pc	155	22
968	22431	app	223	31
968	8444	pc	12	1
968	8516	app	1206	172
968	8608	m	23	3
9687	14000	pc	25	3
9688	309	app	5	0
9688	8493	pc	24	3
9704	34323	pc	3	0
9709	710	app	39	5
9709	97	app	49	7
9717	38118	app	3	0
9749	196	m	14	2
9749	310	app	310	44
9749	356	pc	1	0
9749	35828	pc	5	0
977	22431	pc	78	11
977	26518	app	2	0
977	35691	m	32	4
977	8516	pc	173	24
9799	36011	app	413	59
9811	130	app	24	3
9811	14001	app	74	10
9811	35981	pc	7	1
9832	128	pc	5	0
9832	8546	pc	4	0
9837	35136	app	2	0
9837	35721	pc	56	8
984	35691	app	912	130
984	8608	pc	26	3
9854	199	m	3	0
9902	111	app	89	12
9902	203	m	242	34
993	343	app	12	1
993	35691	pc	32	4
993	8761	app	6	0
9993	34323	pc	9	1
1	26517	app	375	53
10015	15520	m	1	0
10015	171	app	2	0
10015	36011	pc	8	1
10039	8719	pc	13	1
1005	34807	m	3	0
10097	14286	app	286	40
10106	152	app	4	0
10106	314	app	6	0
10120	310	m	146	20
10120	36014	pc	17	2
10134	14286	m	27	3
1016	26516	m	47	6
1016	611	m	74	10
1016	8442	app	140	20
10171	35136	app	299	42
10171	35721	pc	96	13
10175	8493	app	7	1
10184	26521	m	1	0
10198	14419	pc	7	1
102	234	pc	3268	466
10229	35828	m	27	3
10229	36014	app	6	0
10285	118	pc	4	0
1029	8855	m	13	1
10291	102	pc	5	0
10304	22431	m	35	5
10304	26516	app	6	0
10304	611	app	42	6
10362	26523	m	3	0
10362	8659	m	5	0
10434	130	pc	13	1
10434	14001	pc	35	5
10461	8442	m	4	0
10461	8558	pc	11	1
10524	26523	m	11	1
10524	8659	m	3	0
10536	8537	pc	11	1
10536	8609	app	65	9
10564	8752	pc	8	1
1057	8645	app	24	3
1057	8735	pc	75	10
1067	14379	m	18	2
1067	14539	pc	3	0
1067	460	app	183	26
1067	712	pc	21	3
1078	23087	app	628	89
1078	350	app	44	6
1086	29389	pc	37	5
1086	360	pc	246	35
1086	8445	pc	66	9
1086	8609	m	3	0
1096	36012	m	21	3
11077	460	app	6	0
11226	798	pc	1	0
11296	96	app	106	15
12291	8645	app	6	0
12291	8735	pc	147	21
12804	8537	app	59	8
13950	8516	pc	47	6
13951	36488	app	2	0
14357	35136	pc	6	0
147	145	app	150	21
147	8493	m	354	50
158	125	pc	2027	289
158	460	m	11721	1674
158	8543	pc	912	130
16	102	app	389	55
16	148	pc	36	5
16	36008	pc	18	2
172	309	pc	1089	155
1734	26517	pc	1	0
1734	29389	app	4	0
1734	360	app	209	29
1734	8445	app	138	19
18	128	pc	631	90
18	26520	pc	120	17
18	26522	m	8	1
18	8546	pc	213	30
188	14419	pc	892	127
188	186	app	146	20
188	771	pc	167	23
202	125	pc	885	126
202	460	m	9484	1354
202	8543	pc	301	43
2037	156	pc	372	53
2039	14502	pc	36	5
2039	22431	app	75	10
2042	152	m	9	1
2043	168	app	270	38
2043	212	app	82	11
2044	130	pc	88	12
2044	14001	pc	55	7
2045	148	app	9	1
2045	26520	pc	13	1
2045	8658	m	11	1
2047	102	m	181	25
2047	128	app	43	6
2047	8546	app	2	0
2048	118	app	4	0
2048	22431	pc	46	6
2048	35691	m	29	4
2050	234	m	219	31
2052	168	pc	385	55
2052	212	pc	39	5
2052	26522	app	4	0
2052	8658	app	18	2
2052	96	m	2749	392
2053	14526	m	215	30
2054	102	app	744	106
2054	14354	m	157	22
2054	148	pc	27	3
2055	35691	app	29	4
2055	8558	m	14	2
2192	156	m	678	96
2192	34807	app	5	0
2247	171	pc	12	1
2247	199	app	2	0
228	156	m	2317	331
228	36014	pc	85	12
2284	125	pc	50	7
2284	460	m	158	22
2284	8543	pc	31	4
2292	207	pc	16	2
2299	310	m	428	61
2299	36014	pc	3	0
2302	133	app	50	7
2302	14455	app	356	50
2302	35984	pc	3	0
2302	38116	app	2	0
2303	26523	app	200	28
2303	710	m	9	1
2303	8659	app	43	6
2303	95	pc	146	20
2303	97	m	108	15
2323	41588	app	6	0
2325	23065	m	126	18
2329	152	app	4	0
2329	314	app	54	7
2337	234	app	587	83
2342	37861	pc	4	0
2342	37863	m	9	1
2342	8692	pc	25	3
2346	234	pc	110	15
2347	38117	app	2	0
2350	196	m	19	2
2350	310	app	456	65
2350	35828	pc	4	0
2354	156	m	1444	206
2354	34807	app	13	1
2360	8746	app	15	2
2363	14502	app	96	13
2363	34807	pc	24	3
2364	14286	app	267	38
2372	14502	pc	78	11
2372	22431	app	189	27
2373	128	m	8	1
2373	14286	pc	11	1
2373	8546	m	8	1
2378	35721	m	5	0
2378	8855	app	14	2
2380	102	m	215	30
2380	128	app	17	2
2380	8546	app	4	0
2381	118	app	10	1
2381	22431	pc	36	5
2381	26518	app	28	4
2381	35691	m	2	0
2390	118	pc	23	3
2390	26518	pc	6	0
2390	8608	app	28	4
2392	8516	pc	28	4
2393	36011	m	41	5
2394	35136	app	14	2
2395	311	app	65	9
2397	14000	app	228	32
2398	8493	app	71	10
2404	14326	app	232	33
241	186	pc	89	12
2422	35721	m	8	1
2422	37862	app	20	2
2422	8855	app	6	0
2429	133	pc	5	0
2429	14455	pc	79	11
2501	23087	m	73	10
2501	350	m	16	2
276	171	m	113	16
291	14326	m	899	128
291	343	pc	32	4
296	133	m	10	1
296	203	app	148	21
297	8659	m	43	6
3	14419	app	1501	214
3	29389	m	685	97
3	771	app	175	25
304	609	pc	1354	193
3157	710	app	51	7
3157	97	app	212	30
3163	14000	m	604	86
3163	8735	app	72	10
3177	8523	pc	114	16
319	14000	m	4527	646
319	207	app	761	108
319	8717	m	100	14
3198	186	m	3	0
3209	190	pc	13	1
3209	36012	app	6	0
3237	234	pc	55	7
3251	36008	m	10	1
3251	8746	app	25	3
3328	125	app	196	28
3328	710	pc	48	6
3328	8543	app	61	8
3328	97	pc	54	7
3350	111	app	68	9
3350	14363	m	3	0
3350	203	m	866	123
3359	196	m	5	0
3359	310	app	373	53
3359	35828	pc	13	1
342	111	pc	1011	144
342	113	m	4	0
342	26531	app	1431	204
342	35984	m	199	28
342	8719	app	677	96
3434	118	app	14	2
3434	22431	pc	21	3
3434	26518	app	18	2
3434	35691	m	54	7
3439	609	pc	33	4
3445	8516	pc	18	2
3453	36011	app	59	8
3479	8537	app	198	28
3489	190	app	259	37
357	29389	pc	2	0
362	8609	pc	50	7
369	130	pc	10	1
37	343	app	751	107
37	35691	pc	28	4
37	8761	app	133	19
375	234	m	638	91
397	14354	app	66	9
4	196	m	1348	192
4	23087	m	5124	732
4	310	app	2668	381
4	356	pc	149	21
403	186	pc	31	4
409	128	m	3	0
413	130	pc	550	78
414	148	app	735	105
414	36008	app	421	60
414	8658	m	22	3
424	14001	pc	93	13
424	38115	m	5	0
424	8558	m	123	17
428	22431	pc	1	0
428	26518	app	10	1
428	8516	pc	32	4
450	14354	pc	126	18
463	15520	app	63	9
463	199	pc	65	9
463	34323	m	614	87
469	14455	m	76	10
469	26531	pc	6	0
469	8719	pc	11	1
483	207	m	329	47
483	34806	app	179	25
497	356	m	6	0
497	41588	app	43	6
5	186	m	56	8
500	36011	pc	4	0
502	133	m	6	0
502	203	app	298	42
505	26521	app	24	3
520	14455	app	24	3
531	26513	pc	4	0
531	26515	m	27	3
5333	8752	app	6	0
536	152	app	6	0
537	234	m	63	9
541	356	m	21	3
541	41588	app	4	0
5632	23087	app	303	43
5632	350	app	125	17
5633	14419	pc	22	3
5653	186	pc	23	3
5653	36008	app	81	11
5669	8516	app	437	62
5695	171	app	29	4
5695	36011	pc	43	6
5709	34323	pc	24	3
572	34807	app	32	4
572	611	app	205	29
5722	8516	pc	82	11
5733	35136	pc	68	9
5756	8537	app	182	26
577	609	m	34	4
5772	35694	m	2	0
5845	35691	pc	1	0
5898	41588	app	2	0
592	26516	pc	25	3
592	26518	m	4	0
5928	190	app	159	22
5936	8609	pc	5	0
5942	41588	app	2	0
5958	96	app	95	13
5959	14526	app	11	1
606	343	app	283	40
606	35691	pc	31	4
606	8761	app	80	11
615	14326	m	1	0
618	36011	pc	1	0
629	113	app	2	0
629	203	pc	506	72
629	35984	app	49	7
637	125	m	798	114
637	8543	m	38	5
637	8659	pc	87	12
645	207	m	4	0
645	34806	app	29	4
648	26523	pc	15	2
652	14000	m	1633	233
652	207	app	95	13
652	8717	m	17	2
669	37861	app	23	3
6700	8537	pc	32	4
6700	8609	app	35	5
6729	118	pc	1	0
6729	26518	pc	18	2
6729	8608	app	9	1
6745	14326	m	307	43
6752	14326	app	216	30
6770	37862	app	5	0
6770	8855	app	6	0
6776	710	app	102	14
6776	97	app	650	92
6788	14255	app	2	0
6788	24056	app	6	0
6788	35694	app	25	3
679	156	m	1113	159
6793	207	app	107	15
6805	14363	app	4	0
6805	14455	m	13	1
6805	203	app	161	23
6805	26531	pc	13	1
686	130	m	53	7
686	156	app	1885	269
686	35828	pc	65	9
6921	8442	pc	16	2
6921	8444	m	51	7
693	130	app	38	5
6964	207	pc	11	1
6964	26517	app	29	4
698	128	m	6	0
698	8546	m	2	0
699	118	m	2	0
699	14502	app	9	1
699	611	pc	42	6
699	8444	app	16	2
700	26515	app	58	8
710	356	app	88	12
722	37861	pc	28	4
722	37863	m	50	7
722	8746	m	1	0
7289	8444	pc	22	3
7289	8516	app	111	15
740	148	m	99	14
740	23442	app	20	2
740	36008	m	72	10
7453	168	pc	294	42
7453	212	pc	18	2
7453	8658	app	11	1
7453	96	m	1657	236
7468	36011	app	62	8
7576	234	app	110	15
7620	234	app	1734	247
771	171	m	111	15
776	8493	pc	9	1
783	35136	pc	73	10
783	95	m	1820	260
79	26523	pc	505	72
791	133	m	32	4
791	203	app	625	89
7921	186	app	3	0
7921	37863	pc	1	0
7951	35691	app	52	7
7951	8558	m	42	6
801	311	m	24	3
811	35136	m	707	101
811	8493	app	238	34
821	111	m	262	37
821	14000	app	721	103
821	8645	pc	3	0
821	8717	app	19	2
831	460	pc	38	5
836	14419	app	29	4
837	196	m	302	43
837	23087	m	1536	219
837	310	app	2386	340
837	356	pc	24	3
8398	125	m	174	24
8398	8543	m	5	0
8398	8659	pc	23	3
845	14419	pc	1352	193
845	186	app	93	13
845	771	pc	40	5
858	36008	m	92	13
8582	111	m	93	13
8582	8645	pc	20	2
8582	8717	app	31	4
8601	8735	m	11	1
8694	171	m	31	4
8694	36488	pc	49	7
8716	798	m	5	0
872	168	pc	480	68
872	212	pc	54	7
872	8658	app	3	0
872	96	m	722	103
8760	111	pc	47	6
8760	8719	app	34	4
882	38115	app	6	0
882	8558	app	168	24
8854	36011	app	52	7
891	14526	app	213	30
891	38117	m	4	0
891	8442	m	52	7
891	8558	pc	86	12
8973	96	pc	166	23
901	156	pc	351	50
901	35981	app	11	1
910	14001	app	46	6
910	35981	pc	29	4
914	14502	pc	87	12
914	22431	app	228	32
914	8516	app	828	118
914	8608	m	21	3
9146	95	m	420	60
927	35721	app	3	0
927	798	pc	61	8
93	14539	app	21	3
933	171	m	21	3
9363	8692	pc	2	0
944	36488	pc	21	3
9444	34323	pc	22	3
9449	145	m	3	0
9449	710	app	2	0
9449	97	app	41	5
946	203	m	107	15
9472	309	app	9	1
9472	8493	pc	12	1
9481	14379	app	46	6
9481	309	pc	32	4
9499	23442	app	2	0
9499	8746	app	8	1
9517	35828	m	27	3
952	37866	app	6	0
952	95	app	6477	925
9529	234	pc	2	0
9530	14419	pc	19	2
9539	14502	m	25	3
9551	130	app	8	1
9551	14001	app	100	14
9551	35981	pc	2	0
961	710	m	15	2
961	8659	app	62	8
961	95	pc	219	31
961	97	m	241	34
9617	14000	m	621	88
9617	8735	app	55	7
9646	360	app	2	0
9646	8445	app	5	0
9656	190	m	29	4
9656	23087	pc	3	0
9656	350	pc	12	1
967	14379	pc	5	0
967	190	app	21	3
9688	102	app	162	23
9688	14354	m	8	1
9688	148	pc	1	0
9704	310	pc	28	4
9704	35981	app	103	14
9706	130	m	8	1
9706	156	app	196	28
9709	14286	app	44	6
9717	14502	pc	19	2
9717	22431	app	177	25
9749	311	pc	28	4
9799	36014	m	30	4
9799	8752	app	2	0
9811	133	m	17	2
9811	14363	app	4	0
9811	14455	m	177	25
9811	203	app	289	41
9811	26531	pc	12	1
984	24056	m	15	2
984	35694	m	528	75
984	8692	m	7	1
9854	152	pc	4	0
9902	8558	app	8	1
9976	8692	pc	1	0
9993	310	pc	12	1
9993	35981	app	8	1
1	26518	pc	85	12
1	343	m	630	90
1	8761	m	294	42
10015	8752	pc	2	0
10039	14326	app	84	12
1005	207	app	45	6
1005	8717	m	1	0
10088	14539	pc	7	1
10088	460	app	252	36
10088	712	pc	25	3
10097	460	pc	27	3
10106	8735	m	10	1
10115	34806	pc	147	21
10115	8645	m	5	0
10120	14000	app	270	38
1016	14419	app	52	7
1016	29389	m	3	0
1016	360	m	257	36
1016	8445	m	81	11
10175	148	app	5	0
10198	343	m	9	1
102	145	pc	360	51
102	309	m	312	44
102	712	app	81	11
10266	14379	pc	12	1
10285	8609	pc	5	0
10304	29389	app	2	0
10304	360	app	45	6
10304	8445	app	40	5
10304	8537	m	5	0
10362	14354	pc	1	0
1039	130	m	127	18
1039	14001	m	22	3
1039	156	app	1858	265
10417	26521	app	4	0
10417	95	m	813	116
10434	14363	pc	4	0
10434	203	pc	30	4
10434	26513	app	12	1
10448	190	pc	23	3
10461	14419	m	1	0
10461	24056	pc	7	1
10461	35694	pc	16	2
10467	234	app	280	40
10506	168	pc	72	10
10506	212	pc	9	1
10506	96	m	2170	310
10513	96	app	383	54
10524	14354	pc	19	2
10539	171	pc	5	0
10539	199	app	2	0
10552	35721	m	2	0
10564	14000	m	548	78
10564	8735	app	38	5
1067	128	pc	3	0
1067	8546	pc	18	2
1078	36011	app	371	53
1086	343	app	53	7
1096	171	pc	58	8
1096	199	app	39	5
11226	168	app	13	1
11226	36008	pc	2	0
11296	125	app	9	1
122	14379	m	310	44
122	14539	pc	53	7
122	350	app	188	26
12804	14326	m	84	12
135	310	pc	824	117
14357	234	m	7	1
147	148	m	11	1
147	23442	app	14	2
147	36008	m	313	44
16	26523	app	444	63
16	8523	m	257	36
172	102	pc	554	79
172	26522	app	29	4
1734	8608	pc	5	0
2	171	m	864	123
2015	171	m	156	22
2015	36488	pc	29	4
2037	111	pc	92	13
2037	113	m	3	0
2037	26513	m	24	3
2037	8719	app	60	8
2038	14379	pc	21	3
2039	8537	app	88	12
2040	199	pc	2	0
2042	133	app	6	0
2042	14455	app	60	8
2043	26523	app	59	8
2043	710	m	5	0
2043	8659	app	17	2
2043	95	pc	2	0
2043	97	m	8	1
2044	113	app	2	0
2044	14363	pc	2	0
2044	203	pc	447	63
2044	26513	app	102	14
2046	8719	pc	11	1
2048	8537	pc	2	0
2049	190	app	236	33
2050	145	m	12	1
2050	97	app	18	2
2052	125	m	510	72
2052	26523	pc	54	7
2052	8543	m	40	5
2052	8659	pc	83	11
2053	113	pc	40	5
2053	26513	pc	182	26
2053	26515	m	123	17
2054	37981	m	22	3
2054	8523	m	1299	185
2055	24056	m	4	0
2055	35694	m	20	2
2192	111	m	107	15
2192	8645	pc	12	1
2192	8717	app	2	0
222	171	m	96	13
2248	234	pc	94	13
228	111	m	666	95
228	14000	app	1292	184
228	8645	pc	17	2
228	8717	app	61	8
2292	118	pc	9	1
2292	26518	pc	5	0
2292	8608	app	12	1
2296	35136	app	83	11
2299	14000	app	226	32
2302	14502	m	5	0
2303	14286	m	82	11
2315	14326	pc	24	3
2323	609	app	339	48
2325	34323	pc	38	5
2329	34806	app	59	8
2329	8735	m	7	1
2337	145	app	16	2
2337	8493	m	39	5
2342	798	pc	75	10
2344	8493	app	32	4
2346	145	pc	10	1
2346	14539	app	6	0
2346	309	m	1	0
2346	712	app	22	3
2347	207	app	41	5
2347	8717	m	2	0
2350	311	pc	49	7
2354	111	m	651	93
2354	8645	pc	10	1
2354	8717	app	29	4
2360	26521	app	26	3
2360	95	m	765	109
2363	8717	pc	78	11
2363	8719	m	15	2
2364	460	pc	34	4
2371	14379	pc	5	0
2372	8537	app	193	27
2381	8537	pc	4	0
2381	8609	app	30	4
2389	168	m	724	103
2389	212	m	395	56
2389	8746	pc	18	2
2390	8609	pc	5	0
2394	37865	pc	1	0
2395	152	m	7	1
2395	314	m	14	2
2397	130	pc	24	3
2397	14001	pc	14	2
2398	148	app	23	3
2398	8658	m	6	0
241	37866	app	14	2
241	95	app	8945	1277
2422	186	app	54	7
2422	37863	pc	17	2
2422	771	pc	2	0
2429	22431	m	227	32
2429	26516	app	55	7
2429	611	app	133	19
2501	36011	m	9	1
265	190	pc	1028	146
276	152	app	78	11
276	314	app	192	27
276	36012	app	83	11
291	37861	app	14	2
293	234	pc	26	3
304	196	pc	279	39
304	23087	pc	489	69
3157	14286	app	234	33
3163	156	pc	255	36
319	118	app	656	93
3209	15520	pc	4	0
3237	145	pc	4	0
3237	14539	app	4	0
3251	26521	app	2	0
3251	95	m	1741	248
3266	190	m	93	13
3266	23087	pc	28	4
3266	350	pc	37	5
330	96	app	3545	506
3328	128	m	30	4
3328	14286	pc	110	15
3328	8546	m	5	0
3350	8558	app	56	8
3359	311	pc	40	5
342	14526	app	468	66
342	38115	pc	14	2
342	8442	m	554	79
342	8558	pc	676	96
3434	8537	pc	12	1
3434	8609	app	16	2
3439	196	pc	2	0
3479	14326	m	518	74
3489	15520	app	76	10
3489	34323	m	14	2
355	14326	m	667	95
355	343	pc	7	1
362	14326	app	1398	199
362	8855	m	19	2
367	133	app	17	2
369	113	app	2	0
369	203	pc	15	2
369	35984	app	6	0
375	145	m	2	0
375	710	app	98	14
375	97	app	1341	191
385	207	m	46	6
385	34806	app	66	9
394	34806	pc	75	10
394	38118	app	8	1
397	37981	app	18	2
399	41588	app	10	1
4	311	pc	2615	373
4	36011	m	169	24
4	36488	app	146	20
400	199	app	6	0
403	95	app	3370	481
408	8537	app	70	10
409	14379	app	2	0
413	113	app	26	3
413	203	pc	758	108
413	35984	app	65	9
424	14363	pc	49	7
424	26513	app	278	39
450	356	app	125	17
455	234	pc	5	0
463	156	m	2055	293
463	36014	pc	21	3
469	14526	pc	1	0
483	118	m	235	33
483	14502	app	520	74
483	34807	pc	129	18
483	611	pc	1311	187
483	8444	app	836	119
497	311	m	53	7
5	35136	app	2055	293
5	35721	pc	352	50
5	37864	app	31	4
505	14354	app	609	87
518	171	pc	29	4
518	199	app	108	15
520	8442	pc	1	0
520	8444	m	1	0
523	609	m	864	123
531	8855	app	22	3
536	15520	pc	13	1
536	8735	m	2	0
537	710	app	2	0
537	97	app	90	12
541	311	m	416	59
556	34806	pc	44	6
556	38118	app	6	0
5632	36011	app	165	23
5653	95	app	1692	241
5695	8752	pc	5	0
5709	310	pc	172	24
5709	35981	app	38	5
572	360	app	663	94
572	8445	app	325	46
572	8537	m	613	87
5733	234	m	209	29
5756	14326	m	453	64
577	196	m	3	0
577	23087	m	14	2
577	310	app	36	5
5772	14326	pc	6	0
5853	23065	app	275	39
5853	41588	pc	1	0
5898	609	app	890	127
592	29389	pc	24	3
5928	15520	app	43	6
5928	34323	m	11	1
5942	609	app	370	52
5958	125	app	17	2
5958	8543	app	4	0
5958	97	pc	1	0
613	14255	pc	66	9
613	14419	m	17	2
613	24056	pc	31	4
613	35694	pc	101	14
613	8692	pc	4	0
623	23065	pc	6	0
623	35828	app	66	9
629	34807	m	2	0
629	38117	app	18	2
629	611	m	53	7
629	8442	app	249	35
645	118	m	19	2
645	14502	app	29	4
645	34807	pc	17	2
645	611	pc	94	13
645	8444	app	43	6
648	609	app	198	28
652	118	app	137	19
656	26516	pc	1	0
669	35136	m	191	27
669	37862	pc	4	0
669	37864	m	127	18
669	8493	app	307	43
6718	8719	pc	12	1
6729	8609	pc	9	1
6770	37863	pc	1	0
6770	771	pc	1	0
6776	14286	app	359	51
6788	8516	m	42	6
679	111	m	111	15
679	14000	app	356	50
679	8645	pc	51	7
679	8717	app	12	1
6793	118	app	13	1
6793	22431	pc	8	1
6793	35691	m	6	0
6805	14526	pc	5	0
686	111	app	198	28
686	203	m	1955	279
6921	14419	pc	27	3
693	133	m	8	1
693	203	app	410	58
6964	118	pc	35	5
6964	8608	app	102	14
697	8537	app	73	10
698	14379	app	2	0
699	360	pc	12	1
699	8445	pc	1	0
699	8609	m	8	1
700	26516	pc	5	0
700	26518	m	5	0
710	311	app	84	12
7133	8645	app	10	1
7133	8735	pc	80	11
7154	23087	app	159	22
7154	350	app	5	0
722	309	app	56	8
722	8493	pc	71	10
726	14539	app	7	1
728	350	m	5	0
7303	309	app	18	2
7303	8493	pc	20	2
740	26521	app	41	5
7452	14455	pc	15	2
7453	125	m	602	86
7453	26523	pc	48	6
7453	8543	m	35	5
7453	8659	pc	122	17
7468	36014	m	8	1
7468	8752	app	10	1
751	14379	pc	22	3
751	190	app	92	13
7576	8493	m	6	0
7620	145	app	12	1
7620	8493	m	32	4
771	152	app	24	3
771	314	app	10	1
771	36012	app	59	8
772	234	m	2167	309
776	102	app	46	6
776	36008	pc	8	1
783	8658	pc	40	5
79	609	app	7913	1130
7951	14255	m	10	1
7951	35694	m	20	2
801	130	app	107	15
811	148	app	163	23
811	36008	app	148	21
811	8658	m	14	2
821	14001	pc	75	10
821	8558	m	36	5
834	26518	pc	7	1
837	311	pc	1077	153
837	36011	m	46	6
837	36488	app	89	12
858	26521	app	2	0
8582	35691	app	260	37
8582	8558	m	11	1
8601	14502	app	39	5
8694	152	app	2	0
8694	314	app	66	9
8716	8746	app	2	0
872	125	m	875	125
872	8543	m	50	7
872	8659	pc	116	16
8760	8442	m	12	1
8760	8558	pc	14	2
882	14455	pc	142	20
882	38116	pc	7	1
8854	36012	pc	1	0
8854	8752	app	18	2
891	26515	app	10	1
8973	125	pc	37	5
8973	460	m	393	56
8973	8543	pc	14	2
901	111	pc	42	6
901	26531	app	20	2
901	35984	m	13	1
901	8719	app	14	2
910	14363	app	12	1
910	14455	m	708	101
910	26531	pc	87	12
910	38116	m	37	5
910	8719	pc	149	21
9123	190	pc	1	0
9146	14354	app	2	0
927	168	app	888	126
927	212	app	62	8
927	37865	app	6	0
933	314	app	10	1
933	36012	app	20	2
9357	14000	m	744	106
9357	8735	app	61	8
9363	798	pc	34	4
9444	310	pc	1	0
9444	35981	app	28	4
9449	14286	app	12	1
946	8558	app	2	0
9472	102	app	175	25
9472	148	pc	3	0
9481	102	pc	13	1
9499	26521	app	21	3
9499	95	m	620	88
9517	311	m	1	0
952	96	pc	853	121
9529	14539	app	2	0
9551	133	m	38	5
9551	14363	app	4	0
9551	14455	m	185	26
9551	203	app	332	47
9551	26531	pc	5	0
9617	156	pc	112	16
9656	171	app	25	3
9656	36011	pc	6	0
968	14326	m	566	80
968	343	pc	5	0
9687	26513	pc	3	0
9688	37981	m	5	0
9688	8523	m	197	28
9704	26531	app	7	1
9704	35984	m	4	0
9706	111	app	44	6
9706	203	m	37	5
9709	460	pc	10	1
9717	8537	app	106	15
9736	190	pc	4	0
9736	36012	app	117	16
9832	34323	app	7	1
9832	609	m	185	26
984	14326	pc	869	124
984	798	m	154	22
9854	8645	m	4	0
9871	14379	m	7	1
9871	460	app	72	10
9902	24056	app	22	3
9902	35694	app	88	12
9976	798	pc	12	1
9993	26531	app	37	5
10015	14000	m	488	69
10015	8735	app	47	6
1005	118	app	35	5
1005	22431	pc	9	1
1005	26518	app	8	1
1005	35691	m	8	1
10070	190	pc	96	13
10088	128	pc	2	0
10106	14502	app	19	2
10115	14502	pc	38	5
10115	22431	app	298	42
10120	130	pc	56	8
10120	14001	pc	65	9
10159	14379	app	13	1
1016	8516	pc	149	21
10184	8523	m	8	1
102	102	m	2484	354
102	128	app	859	122
102	23442	pc	11	1
102	26520	app	65	9
102	8546	app	163	23
10229	130	app	2	0
10229	14001	app	18	2
10229	35981	pc	2	0
10260	234	pc	5	0
10285	8855	m	2	0
10291	609	app	375	53
10362	8523	pc	11	1
1039	111	app	392	56
1039	14363	m	2	0
1039	203	m	1094	156
10417	14354	app	221	31
10417	8658	pc	24	3
10434	26516	m	3	0
10434	611	m	10	1
10434	8442	app	79	11
10448	15520	pc	1	0
10454	35721	m	3	0
10454	8855	app	4	0
10467	145	app	16	2
10467	8493	m	24	3
10485	14539	pc	1	0
10485	460	app	46	6
10485	712	pc	8	1
10492	14379	app	15	2
10506	125	m	409	58
10506	26523	pc	40	5
10506	8543	m	24	3
10506	8659	pc	49	7
10513	125	app	108	15
10513	710	pc	29	4
10513	97	pc	11	1
10524	8523	pc	6	0
10536	8692	pc	2	0
10564	156	pc	182	26
1057	8719	pc	68	9
1078	36012	pc	1	0
1078	8752	app	36	5
11226	26523	app	26	3
11226	95	pc	22	3
11296	128	m	1	0
11296	14286	pc	1	0
12291	8719	pc	29	4
12804	37861	app	27	3
12804	8692	app	3	0
135	36488	pc	37	5
13951	199	pc	6	0
14357	710	app	9	1
14357	97	app	44	6
147	26521	app	34	4
158	14379	pc	487	69
158	190	app	1798	256
16	14286	m	65	9
172	26523	pc	297	42
18	609	m	7001	1000
188	96	app	9661	1380
2	152	app	121	17
2	314	app	134	19
2	36012	app	241	34
2015	152	app	95	13
2015	314	app	162	23
202	14379	pc	346	49
202	190	app	1262	180
2032	234	pc	86	12
2037	8442	m	102	14
2037	8558	pc	16	2
2039	14326	m	279	39
2040	156	m	472	67
2043	14286	m	35	5
2044	26516	m	15	2
2044	611	m	12	1
2044	8442	app	234	33
2046	14326	app	103	14
2049	15520	app	198	28
2049	34323	m	133	19
2050	14286	app	4	0
2053	8442	pc	175	25
2053	8444	m	78	11
2055	14326	pc	4	0
2192	35691	app	65	9
2192	8558	m	59	8
222	152	app	20	2
222	314	app	60	8
222	36012	app	122	17
2247	8645	app	8	1
2247	8735	pc	15	2
2248	145	pc	4	0
2248	14539	app	4	0
228	14001	pc	149	21
228	38115	m	5	0
228	8558	m	308	44
2284	190	app	97	13
2292	8609	pc	2	0
2299	130	pc	20	2
2299	14001	pc	47	6
2302	207	pc	17	2
2307	23065	pc	45	6
2307	356	app	14	2
2307	35828	app	52	7
2315	37863	app	24	3
2315	771	app	17	2
2319	8746	m	3	0
2323	196	app	24	3
2325	310	pc	244	34
2325	35981	app	30	4
2329	14502	app	24	3
2329	34807	pc	2	0
2337	148	m	42	6
2342	168	app	1587	226
2342	212	app	228	32
2342	36008	pc	22	3
2344	148	app	8	1
2346	102	m	198	28
2346	128	app	48	6
2347	118	app	31	4
2347	22431	pc	90	12
2347	35691	m	15	2
2354	35691	app	398	56
2354	8558	m	56	8
2360	14354	app	320	45
2360	8658	pc	13	1
2372	14326	m	224	32
2389	26521	pc	1	0
2389	26523	m	744	106
2389	8659	m	17	2
2390	8855	m	346	49
2393	199	pc	1	0
2395	133	app	16	2
2395	14455	app	91	13
2397	113	app	8	1
2397	203	pc	25	3
2397	26513	app	34	4
2404	35136	app	65	9
2404	35721	pc	70	10
2404	37864	app	3	0
2408	8493	app	10	1
241	96	pc	2793	399
2429	29389	app	103	14
2429	360	app	291	41
2429	8445	app	174	24
2429	8537	m	56	8
276	15520	pc	50	7
276	8735	m	34	4
291	35136	m	70	10
