sloc1	scate2	platform	clks	clks_one_day
291	37862	pc	2	0
291	8493	app	130	18
293	145	pc	13	1
297	8523	pc	136	19
3	234	m	7906	1129
304	15520	m	348	49
304	36011	pc	141	20
3157	460	pc	11	1
3163	111	pc	28	4
3163	8719	app	87	12
3184	190	pc	59	8
3184	36012	app	10	1
319	26513	m	109	15
319	8537	pc	484	69
319	8609	app	363	51
3198	168	pc	14	2
3198	212	pc	4	0
3198	96	m	503	71
3237	102	m	167	23
3237	128	app	12	1
3251	14354	app	86	12
3251	8658	pc	5	0
3266	171	app	15	2
3266	36011	pc	23	3
330	125	app	319	45
330	710	pc	56	8
330	712	m	42	6
330	8543	app	77	11
330	97	pc	103	14
3350	14255	app	6	0
3350	35694	app	101	14
342	26515	app	403	57
3439	35984	app	2	0
3470	8493	app	39	5
3479	8692	app	4	0
3489	310	m	81	11
3489	36014	pc	17	2
355	37861	app	28	4
357	234	pc	20	2
362	186	m	5	0
369	38117	app	2	0
369	611	m	14	2
369	8442	app	20	2
37	35721	m	46	6
37	37862	app	29	4
385	118	m	64	9
385	14502	app	139	19
385	34807	pc	18	2
385	611	pc	154	22
385	8444	app	199	28
394	14502	pc	139	19
394	22431	app	246	35
394	8444	pc	5	0
394	8516	app	1176	168
394	8608	m	22	3
397	609	pc	14	2
400	35828	m	1	0
400	36014	app	6	0
403	96	pc	499	71
407	14354	app	25	3
413	34807	m	60	8
413	38117	app	128	18
413	611	m	1129	161
413	8442	app	719	102
424	26516	m	65	9
450	311	app	351	50
463	111	m	454	64
463	14000	app	1277	182
463	8645	pc	56	8
463	8717	app	57	8
471	309	pc	104	14
483	360	pc	1329	189
483	8445	pc	368	52
483	8609	m	70	10
497	130	app	27	3
5	168	pc	4885	697
5	212	pc	862	123
5	37865	pc	7	1
5	8658	app	57	8
5	96	m	24391	3484
500	14000	m	59	8
500	207	app	9	1
502	34806	pc	2	0
502	38118	app	4	0
505	37981	app	33	4
518	35828	m	43	6
518	36014	app	33	4
523	196	m	26	3
523	23087	m	217	31
523	310	app	798	114
523	356	pc	5	0
531	14419	pc	272	38
531	186	app	11	1
531	771	pc	22	3
5333	156	app	281	40
541	130	app	473	67
556	14502	pc	299	42
556	22431	app	1053	150
556	8444	pc	16	2
556	8516	app	1385	197
556	8608	m	121	17
5632	36012	pc	18	2
5632	8752	app	4	0
5653	96	pc	201	28
5669	343	pc	9	1
5695	14000	m	711	101
5695	8735	app	81	11
5709	26531	app	29	4
5709	35984	m	19	2
572	35691	app	370	52
572	8608	pc	5	0
5733	145	m	1	0
5733	710	app	46	6
5733	97	app	194	27
5756	8692	app	2	0
577	311	pc	1	0
5772	37863	app	39	5
5853	36488	m	4	0
5853	609	pc	248	35
5898	196	app	68	9
5928	310	m	140	20
5928	36014	pc	11	1
5942	196	app	23	3
5958	128	m	5	0
5959	26516	pc	2	0
5959	611	pc	11	1
5959	8444	app	10	1
606	35721	m	54	7
606	37862	app	24	3
613	35721	app	4	0
613	798	pc	25	3
615	8493	app	17	2
618	14000	m	24	3
618	207	app	4	0
629	360	m	369	52
629	38118	pc	1	0
629	8445	m	124	17
637	14379	m	67	9
637	14539	pc	2	0
637	350	app	116	16
645	360	pc	65	9
645	8445	pc	16	2
645	8609	m	57	8
648	196	app	15	2
648	23087	app	38	5
652	26513	m	22	3
652	8537	pc	51	7
652	8609	app	78	11
669	148	app	131	18
669	36008	app	198	28
669	8658	m	4	0
6700	37861	pc	20	2
6700	37863	m	15	2
6700	771	m	1	0
6700	8692	pc	12	1
6718	14326	app	288	41
6729	8855	m	3	0
6745	35136	m	59	8
6745	798	app	51	7
6745	8855	pc	5	0
6752	35136	app	114	16
6760	171	m	88	12
6760	36488	pc	1	0
6776	460	pc	26	3
679	14001	pc	47	6
679	8558	m	8	1
6793	8537	pc	6	0
6793	8609	app	8	1
6803	207	app	11	1
686	8558	app	136	19
696	14354	app	48	6
6964	8609	pc	8	1
699	343	app	5	0
700	29389	pc	6	0
710	152	m	49	7
710	36012	m	16	2
7154	36011	app	57	8
722	102	app	319	45
722	148	pc	42	6
722	36008	pc	58	8
725	118	pc	9	1
7289	343	pc	7	1
7303	102	app	126	18
7303	14354	m	55	7
7303	148	pc	14	2
740	14354	app	1136	162
740	26522	pc	29	4
7452	22431	m	8	1
7452	26516	app	31	4
7452	611	app	13	1
7620	148	m	23	3
771	15520	pc	24	3
771	8735	m	44	6
772	145	m	10	1
772	710	app	137	19
772	97	app	584	83
776	26523	app	30	4
776	8523	m	49	7
783	8523	app	907	129
79	196	app	597	85
79	23087	app	1386	198
791	34806	pc	29	4
791	38118	app	2	0
7921	96	app	1145	163
7951	14326	pc	10	1
801	133	m	94	13
801	203	app	997	142
821	14363	pc	5	0
821	26513	app	187	26
836	234	m	5	0
8398	23087	app	44	6
8398	350	app	29	4
845	96	app	6209	887
8481	168	pc	62	8
8481	212	pc	39	5
8481	8658	app	2	0
8481	96	m	565	80
858	14354	app	306	43
8582	35694	m	4	0
8601	8717	pc	3	0
8601	8719	m	16	2
8694	34806	app	76	10
8694	8735	m	35	5
8716	26521	app	15	2
8716	95	m	52	7
8760	14255	pc	2	0
8760	14419	m	3	0
8760	24056	pc	7	1
8760	35694	pc	14	2
882	22431	m	286	40
882	26516	app	97	13
882	8516	m	1108	158
891	26516	pc	8	1
891	26518	m	2	0
901	14526	app	21	3
901	38115	pc	2	0
901	38117	m	9	1
901	8442	m	26	3
901	8558	pc	121	17
910	14526	pc	35	5
9123	15520	pc	13	1
914	14326	m	570	81
914	343	pc	9	1
914	8761	pc	3	0
9146	37981	app	26	3
9146	8523	app	462	66
927	710	m	9	1
927	8659	app	41	5
927	95	pc	192	27
927	97	m	107	15
93	190	pc	2428	346
9326	23087	m	70	10
9326	350	m	29	4
933	15520	pc	25	3
933	8735	m	4	0
9357	156	pc	244	34
9363	168	app	456	65
9363	212	app	150	21
9363	36008	pc	10	1
9389	171	m	4	0
9409	35721	m	230	32
9409	8855	app	4	0
944	207	m	32	4
944	34806	app	12	1
9444	26531	app	4	0
9444	35984	m	6	0
9449	460	pc	9	1
9472	8523	m	146	20
9481	41588	app	21	3
9499	14354	app	186	26
9499	8658	pc	15	2
9517	130	app	2	0
9517	14001	app	1	0
952	125	pc	648	92
952	460	m	1110	158
952	8543	pc	218	31
9529	102	m	20	2
9539	8608	app	12	1
9551	14526	pc	2	0
961	14539	app	2	0
9617	111	pc	32	4
9617	26513	m	9	1
9617	8719	app	42	6
967	23065	app	38	5
967	310	m	11	1
9687	8442	pc	16	2
9687	8444	m	6	0
9704	14526	app	10	1
9704	38115	pc	1	0
9706	8558	app	37	5
9717	14326	m	97	13
9749	133	pc	2	0
9749	14455	pc	30	4
977	37861	pc	2	0
977	37863	m	18	2
9799	130	m	11	1
9799	14001	m	11	1
9799	156	app	1035	147
9832	196	m	1	0
9832	310	app	41	5
9832	35828	pc	11	1
984	37863	app	412	58
984	8746	app	80	11
9854	14502	pc	12	1
9854	22431	app	150	21
9871	128	pc	4	0
9902	8516	m	15	2
993	168	m	862	123
993	212	m	266	38
993	37863	pc	34	4
993	37865	m	4	0
993	8746	pc	28	4
9976	168	app	871	124
9976	212	app	118	16
9976	36008	pc	15	2
9993	14526	app	25	3
1	37862	m	70	10
10015	156	pc	132	18
10039	35136	app	85	12
1005	8537	pc	14	2
1005	8609	app	59	8
10070	15520	pc	1	0
10097	23065	m	29	4
10106	8717	pc	12	1
10115	8537	app	13	1
10120	113	app	4	0
10120	14363	pc	6	0
10120	203	pc	85	12
10120	26513	app	40	5
10134	190	pc	9	1
10134	36012	app	22	3
10159	102	pc	11	1
102	26521	pc	131	18
102	26523	m	1787	255
10229	133	m	11	1
10229	14455	m	77	11
10229	203	app	146	20
10260	309	m	1	0
10266	23065	app	6	0
1029	168	pc	134	19
1029	212	pc	96	13
1029	96	m	1699	242
10291	196	app	6	0
10387	460	app	129	18
10387	712	pc	5	0
1039	8558	app	342	48
10417	37981	app	17	2
10417	8523	app	184	26
10434	14419	app	24	3
10434	29389	m	6	0
10434	360	m	67	9
10434	8445	m	8	1
10448	35981	m	37	5
10485	128	pc	10	1
10485	8546	pc	17	2
10492	102	pc	6	0
10513	128	m	18	2
10513	14286	pc	71	10
10513	8546	m	6	0
10536	798	pc	15	2
10539	8645	app	4	0
10539	8735	pc	2	0
10564	111	pc	21	3
10564	113	m	9	1
10564	8719	app	65	9
1057	14326	app	1292	184
1067	34323	app	79	11
1067	609	m	405	57
1096	8645	app	29	4
1096	8735	pc	36	5
11077	609	m	102	14
11226	14286	m	2	0
122	41588	m	62	8
122	8752	app	86	12
12291	14326	app	711	101
12804	35136	m	18	2
12804	798	app	223	31
13951	156	m	628	89
13951	34807	app	4	0
14357	14286	app	8	1
147	14354	app	1290	184
172	609	app	5485	783
1734	798	m	20	2
18	196	m	1016	145
18	23087	m	3922	560
18	310	app	1742	248
18	356	pc	20	2
188	125	app	1712	244
188	710	pc	451	64
188	712	m	39	5
188	8543	app	380	54
188	97	pc	150	21
2	15520	pc	370	52
2	8735	m	528	75
2015	34806	app	31	4
2015	8735	m	203	29
2032	145	pc	19	2
2032	14539	app	2	0
2032	309	m	1	0
2037	14255	pc	30	4
2037	14419	m	22	3
2037	24056	pc	10	1
2037	35694	pc	24	3
2038	23065	app	184	26
2040	111	m	585	83
2040	8645	pc	7	1
2040	8717	app	6	0
2041	14379	m	5	0
2041	14539	pc	6	0
2041	460	app	272	38
2041	712	pc	7	1
2044	14419	app	218	31
2044	29389	m	29	4
2044	360	m	146	20
2044	8445	m	138	19
2045	23087	m	172	24
2045	350	m	18	2
2047	23065	pc	39	5
2047	356	app	74	10
2047	35828	app	218	31
2048	37863	m	1	0
2048	8692	pc	7	1
2049	310	m	385	55
2049	36014	pc	17	2
2050	460	pc	6	0
2052	23087	app	313	44
2052	350	app	118	16
2053	14419	pc	38	5
2055	37863	app	25	3
2192	35694	m	30	4
222	15520	pc	58	8
222	8735	m	97	13
2248	102	m	71	10
2248	128	app	4	0
228	14363	pc	26	3
228	26513	app	203	29
2284	15520	app	2	0
2292	8855	m	2	0
2299	113	app	2	0
2299	203	pc	120	17
2299	26513	app	48	6
2302	118	pc	2	0
2302	26518	pc	6	0
2302	8608	app	8	1
2307	311	app	82	11
2315	35136	pc	24	3
2319	309	app	63	9
2319	8493	pc	17	2
2325	26531	app	171	24
2325	35984	m	40	5
2328	14379	app	2	0
2328	309	pc	10	1
2329	8717	pc	12	1
2329	8719	m	5	0
2337	14379	pc	29	4
2342	26523	app	137	19
2342	710	m	91	13
2342	8659	app	6	0
2342	95	pc	152	21
2342	97	m	205	29
2347	8537	pc	21	3
2347	8609	app	7	1
2350	133	pc	2	0
2350	14455	pc	37	5
2354	35694	m	229	32
2360	37981	app	36	5
2360	8523	app	139	19
2364	23065	m	43	6
2371	23065	app	43	6
2372	37861	app	2	0
2372	8692	app	4	0
2373	35828	m	6	0
2373	36014	app	67	9
2378	96	app	624	89
2380	23065	pc	7	1
2380	356	app	26	3
2380	35828	app	49	7
2381	37863	m	2	0
2389	14354	pc	63	9
2390	186	m	144	20
2393	156	m	402	57
2393	34807	app	2	0
2395	14502	m	491	70
2395	38117	pc	1	0
2397	26516	m	8	1
2397	611	m	218	31
2397	8442	app	31	4
2408	148	app	2	0
2408	26520	pc	3	0
241	125	pc	1135	162
241	460	m	5767	823
241	8543	pc	621	88
2422	96	app	1992	284
2429	8608	pc	3	0
2501	199	pc	3	0
265	23065	pc	285	40
265	35828	app	673	96
276	35981	m	180	25
291	148	app	14	2
291	36008	app	65	9
291	8658	m	1	0
293	102	m	9	1
293	128	app	2	0
296	14502	pc	16	2
296	22431	app	114	16
296	8444	pc	9	1
296	8516	app	159	22
296	8608	m	2	0
297	14286	pc	47	6
3	145	m	271	38
3	710	app	652	93
3	97	app	4332	618
3163	8442	m	23	3
3163	8558	pc	16	2
3177	171	pc	91	13
3177	199	app	44	6
3184	15520	pc	48	6
3198	125	m	878	125
3198	26523	pc	11	1
3198	8543	m	2	0
3198	8659	pc	21	3
3209	14000	pc	14	2
3209	26531	m	8	1
3251	37981	app	62	8
3251	8523	app	230	32
3266	8752	pc	11	1
330	128	m	73	10
330	8546	m	28	4
3350	8516	m	673	96
3359	133	pc	8	1
3359	14455	pc	71	10
342	26516	pc	165	23
342	26518	m	45	6
3434	37861	pc	7	1
3439	38117	app	8	1
3453	130	m	13	1
3453	14001	m	2	0
3453	156	app	310	44
3470	148	app	60	8
3470	26520	pc	10	1
3470	8658	m	11	1
3479	35136	m	36	5
3479	798	app	453	64
3479	8855	pc	19	2
3489	14000	app	736	105
355	35136	m	63	9
355	8493	app	105	15
357	309	m	7	1
362	35136	app	1227	175
362	35721	pc	127	18
369	360	m	47	6
369	8445	m	1	0
37	168	m	10775	1539
37	212	m	3676	525
37	37863	pc	358	51
37	37865	m	130	18
37	8746	pc	845	120
375	460	pc	67	9
385	360	pc	190	27
385	8445	pc	21	3
385	8609	m	34	4
397	196	pc	7	1
397	23087	pc	20	2
399	130	app	2	0
4	133	pc	564	80
400	8645	app	4	0
403	125	pc	475	67
403	460	m	259	37
403	8543	pc	93	13
407	37981	app	8	1
408	24056	app	2	0
408	35694	app	31	4
413	360	m	4860	694
413	38118	pc	3	0
413	8445	m	947	135
414	350	m	77	11
424	14419	app	254	36
424	29389	m	350	50
424	771	app	48	6
450	152	m	39	5
450	314	m	21	3
450	36012	m	14	2
455	102	m	18	2
455	128	app	10	1
455	8546	app	2	0
463	14001	pc	133	19
463	8558	m	251	35
471	102	pc	40	5
471	26522	app	6	0
483	343	app	827	118
483	35691	pc	221	31
483	8761	app	84	12
497	133	m	51	7
497	203	app	536	76
5	125	m	14009	2001
5	8543	m	155	22
5	8659	pc	982	140
500	118	app	2	0
502	14502	pc	4	0
502	22431	app	117	16
502	8444	pc	11	1
502	8516	app	185	26
505	609	pc	488	69
518	8645	app	6	0
518	8735	pc	19	2
523	311	pc	210	30
523	36011	m	112	16
523	36488	app	59	8
5333	111	app	36	5
5333	203	m	145	20
5334	14379	app	24	3
536	14000	pc	10	1
537	460	pc	10	1
541	133	m	149	21
541	203	app	1762	251
5653	125	pc	111	15
5653	460	m	258	36
5653	8543	pc	26	3
5695	156	pc	254	36
5709	14526	app	50	7
572	14255	m	4	0
572	35694	m	296	42
572	8692	m	21	3
5722	8746	m	10	1
5733	14286	app	609	87
5756	35136	m	91	13
5756	798	app	249	35
5756	8855	pc	7	1
5772	35136	pc	2	0
5845	186	app	8	1
5853	196	pc	64	9
5898	199	m	9	1
592	234	pc	219	31
5928	14000	app	202	28
5942	199	m	5	0
5959	360	pc	20	2
5959	8445	pc	4	0
5959	8609	m	8	1
606	168	m	2328	332
606	212	m	997	142
606	37863	pc	78	11
606	8746	pc	2888	412
613	168	app	1042	148
613	212	app	292	41
615	148	app	10	1
629	22431	pc	91	13
629	26518	app	2	0
629	35691	m	21	3
629	8516	pc	159	22
645	35691	pc	1	0
648	199	m	7	1
6700	798	pc	46	6
6745	186	pc	3	0
6745	36008	app	75	10
6760	152	app	35	5
6760	314	app	78	11
6770	96	app	5464	780
679	26513	app	38	5
6803	118	app	12	1
6803	22431	pc	14	2
6803	26518	app	2	0
6805	8516	app	19	2
686	14455	pc	118	16
686	38118	m	3	0
693	34806	pc	8	1
696	37981	app	18	2
6964	8855	m	2	0
697	35694	app	42	6
698	41588	app	2	0
710	133	app	41	5
7133	8719	pc	127	18
7154	36012	pc	1	0
722	26523	app	672	96
722	8523	m	645	92
725	8609	pc	5	0
726	190	pc	3	0
7303	8523	m	834	119
740	37981	app	267	38
7452	29389	app	17	2
7452	360	app	67	9
7452	8445	app	41	5
7452	8537	m	69	9
7453	23087	app	289	41
7453	350	app	30	4
7468	130	m	8	1
7468	14001	m	15	2
7468	156	app	1443	206
751	23065	app	208	29
751	310	m	412	58
7576	14379	pc	1	0
7620	14379	pc	28	4
771	35981	m	76	10
776	14286	m	2	0
783	14286	app	416	59
79	199	m	134	19
79	36011	app	263	37
791	14502	pc	130	18
791	22431	app	280	40
791	8516	app	479	68
791	8608	m	31	4
7921	125	app	91	13
7921	710	pc	11	1
7921	8543	app	10	1
7921	97	pc	12	1
7951	37863	app	55	7
821	26516	m	27	3
836	97	app	7	1
837	133	pc	212	30
8398	36011	app	4	0
845	125	app	1061	151
845	710	pc	173	24
845	712	m	24	3
845	8543	app	352	50
845	97	pc	155	22
8481	125	m	344	49
8481	26523	pc	6	0
8481	8659	pc	62	8
858	37981	app	367	52
8582	14326	pc	49	7
8601	35691	pc	2	0
8694	14502	app	14	2
8694	34807	pc	7	1
8716	14354	app	6	0
8716	8658	pc	7	1
872	14379	m	69	9
872	14539	pc	6	0
872	350	app	44	6
8760	35721	app	2	0
882	29389	app	143	20
8854	130	m	14	2
8854	14001	m	6	0
8854	156	app	985	140
891	29389	pc	1	0
8973	190	app	6	0
901	26515	app	2	0
910	26515	pc	22	3
910	26517	m	2	0
933	35981	m	127	18
9357	111	pc	26	3
9357	113	m	1	0
9357	26513	m	16	2
9357	8719	app	54	7
9363	26523	app	248	35
9363	710	m	12	1
9363	8659	app	35	5
9363	95	pc	55	7
9363	97	m	21	3
9389	152	app	3	0
9389	314	app	10	1
9409	37865	m	60	8
9422	190	pc	3	0
9422	36012	app	21	3
944	118	m	34	4
944	14502	app	78	11
944	34807	pc	9	1
944	611	pc	46	6
944	8444	app	69	9
946	22431	m	2	0
946	26516	app	5	0
946	8516	m	21	3
9481	609	app	657	93
9499	37981	app	87	12
9499	8523	app	253	36
9517	133	m	25	3
9517	14455	m	54	7
9517	203	app	53	7
9551	26517	m	158	22
9617	8442	m	6	0
9617	8558	pc	20	2
9656	14000	m	491	70
9656	8735	app	22	3
967	36488	m	2	0
968	35136	m	78	11
968	37864	m	4	0
968	8493	app	119	17
9687	14419	pc	32	4
9704	207	m	2	0
9706	24056	app	4	0
9706	35694	app	8	1
9709	23065	m	85	12
9717	37861	app	14	2
9749	22431	m	48	6
9749	26516	app	69	9
9749	611	app	33	4
977	309	app	24	3
977	8493	pc	17	2
979	460	app	30	4
9799	111	app	79	11
9799	203	m	1355	193
9811	8444	pc	2	0
9811	8516	app	185	26
9832	311	pc	2	0
9837	460	app	81	11
984	35136	pc	180	25
984	95	m	3492	498
9854	8537	app	8	1
993	8659	m	29	4
9976	26523	app	65	9
9976	8659	app	8	1
9976	95	pc	28	4
9976	97	m	35	5
9993	207	m	7	1
10015	111	pc	33	4
10015	113	m	2	0
10015	26513	m	7	1
10015	8719	app	90	12
10070	35981	m	5	0
10088	34323	app	36	5
10088	609	m	300	42
10097	34323	pc	1	0
10115	14326	m	157	22
10120	26516	m	39	5
10120	611	m	65	9
10120	8442	app	67	9
10134	15520	pc	10	1
10171	14379	m	4	0
10171	14539	pc	14	2
10171	460	app	285	40
10171	712	pc	2	0
10175	23087	m	21	3
102	14354	pc	1038	148
10229	14526	pc	4	0
10260	102	m	17	2
10260	128	app	8	1
10260	8546	app	4	0
10266	36488	m	4	0
10266	609	pc	115	16
1029	125	m	564	80
1029	26523	pc	55	7
1029	8543	m	68	9
1029	8659	pc	122	17
10291	199	m	6	0
10304	798	m	68	9
10387	128	pc	10	1
10387	8546	pc	10	1
1039	14255	app	2	0
1039	24056	app	4	0
1039	35694	app	219	31
10394	102	pc	7	1
10434	8516	pc	18	2
10448	14000	pc	15	2
10448	26531	m	1	0
10467	14379	pc	10	1
10506	23087	app	262	37
10506	350	app	28	4
10536	168	app	702	100
10536	212	app	202	28
10536	36008	pc	2	0
10552	96	app	197	28
10564	8442	m	22	3
10564	8558	pc	12	1
1067	196	m	60	8
1067	310	app	738	105
1067	356	pc	8	1
1067	35828	pc	52	7
1078	130	m	18	2
1078	14001	m	444	63
1078	156	app	15093	2156
1086	168	m	727	103
1086	212	m	281	40
1086	26520	app	2	0
1086	8746	pc	24	3
11077	310	app	6	0
11077	35828	pc	3	0
122	34323	app	1981	283
12804	36008	app	2	0
135	207	m	76	10
135	34806	app	40	5
13950	309	app	21	3
13950	8493	pc	13	1
13951	111	m	77	11
13951	8645	pc	2	0
13951	8717	app	6	0
14357	460	pc	5	0
147	37981	app	524	74
158	23065	app	1709	244
158	310	m	2997	428
158	41588	pc	26	3
16	171	m	26	3
172	196	app	547	78
172	23087	app	1138	162
1734	36008	m	17	2
1734	8746	app	5	0
18	311	pc	930	132
18	36011	m	261	37
18	36488	app	166	23
188	128	m	801	114
188	26520	m	16	2
188	8546	m	90	12
2	35981	m	307	43
2015	14502	app	334	47
2015	34807	pc	13	1
202	23065	app	1136	162
202	310	m	1293	184
202	41588	pc	14	2
2032	102	m	63	9
2032	128	app	36	5
2032	8546	app	2	0
2037	35721	app	12	1
2038	609	pc	44	6
2039	35136	m	20	2
2039	798	app	67	9
2039	8855	pc	5	0
2040	35691	app	20	2
2040	8558	m	36	5
2041	128	pc	9	1
2041	8546	pc	10	1
2042	8608	app	4	0
2044	8516	pc	111	15
2045	36011	m	136	19
2045	36488	app	29	4
2046	35136	app	33	4
2046	35721	pc	35	5
2047	311	app	134	19
2048	798	pc	20	2
2049	14000	app	772	110
2052	36011	app	381	54
2053	343	m	119	17
2054	171	m	226	32
2054	36488	pc	10	1
2055	35136	pc	18	2
2192	14326	pc	100	14
222	35981	m	29	4
2247	8719	pc	43	6
228	26516	m	37	5
2284	310	m	113	16
2284	36014	pc	3	0
2299	26516	m	10	1
2299	611	m	14	2
2299	8442	app	21	3
2302	8609	pc	30	4
2303	190	pc	23	3
2303	36012	app	24	3
2307	152	m	2	0
2307	314	m	10	1
2315	234	m	95	13
2319	102	app	398	56
2319	14354	m	27	3
2319	148	pc	3	0
2323	314	pc	3	0
2325	14526	app	148	21
2328	102	pc	30	4
2342	14286	m	161	23
2350	22431	m	33	4
2350	26516	app	58	8
2350	611	app	35	5
2354	14326	pc	76	10
2363	37862	app	4	0
2363	8855	app	10	1
2364	34323	pc	26	3
2371	36488	m	1	0
2371	609	pc	95	13
2372	35136	m	57	8
2372	798	app	112	16
2372	8855	pc	4	0
2373	311	m	46	6
2378	125	app	239	34
2378	710	pc	34	4
2378	8543	app	43	6
2378	97	pc	29	4
2380	311	app	136	19
2381	798	pc	15	2
2389	37981	pc	22	3
2389	8523	pc	140	20
2392	26521	m	336	48
2392	309	app	21	3
2392	8493	pc	7	1
2393	111	m	31	4
2393	8645	pc	17	2
2394	14379	m	5	0
2394	460	app	79	11
2394	712	pc	31	4
2395	207	pc	2	0
2395	26517	app	4	0
2397	14419	app	74	10
2397	360	m	24	3
2397	8445	m	46	6
2398	23087	m	301	43
2398	350	m	1	0
2422	125	app	349	49
2422	14539	m	4	0
2422	710	pc	45	6
2422	712	m	24	3
2422	8543	app	56	8
2422	97	pc	67	9
2429	37861	m	1	0
2501	156	m	193	27
276	14000	pc	97	13
276	26531	m	117	16
276	8717	pc	40	5
276	8719	m	34	4
293	26523	m	7	1
3	23442	m	370	52
304	14000	m	7164	1023
304	207	app	615	87
304	8717	m	26	3
3157	23065	m	54	7
3163	14255	pc	6	0
3163	14419	m	1	0
3163	24056	pc	14	2
3163	35694	pc	5	0
319	14255	pc	200	28
319	14419	m	534	76
319	24056	pc	22	3
319	35694	pc	808	115
319	771	m	27	3
319	8692	pc	196	28
3209	14526	m	4	0
3266	14000	m	818	116
3266	8735	app	47	6
330	14379	app	136	19
3328	356	m	5	0
3328	35828	m	104	14
3328	36014	app	21	3
3359	22431	m	137	19
3359	26516	app	35	5
3359	611	app	48	6
342	29389	pc	205	29
3434	798	pc	30	4
3445	309	app	27	3
3445	8493	pc	30	4
3453	111	app	128	18
3453	14363	m	2	0
3453	203	m	509	72
3479	186	pc	8	1
3479	36008	app	189	27
3489	130	pc	37	5
3489	14001	pc	29	4
355	148	app	43	6
355	36008	app	43	6
355	8658	m	1	0
357	102	m	107	15
357	128	app	8	1
362	168	pc	883	126
362	212	pc	211	30
362	37865	pc	7	1
362	8658	app	11	1
362	96	m	5029	718
367	8608	app	2	0
369	22431	pc	4	0
369	35691	m	1	0
369	8516	pc	8	1
37	8659	m	1386	198
375	14354	m	140	20
385	343	app	84	12
385	35691	pc	2	0
385	8761	app	10	1
394	14326	m	979	139
394	343	pc	6	0
397	15520	m	15	2
397	36011	pc	2	0
399	133	m	8	1
399	203	app	102	14
4	34807	app	652	93
4	611	app	2842	406
400	14001	app	11	1
407	609	pc	49	7
408	798	app	26	3
409	311	m	1	0
413	22431	pc	597	85
413	26518	app	127	18
413	35691	m	34	4
413	8516	pc	474	67
428	309	app	9	1
450	133	app	155	22
455	26523	m	4	0
463	14363	pc	31	4
463	26513	app	67	9
471	26523	pc	131	18
500	8537	pc	5	0
500	8609	app	13	1
505	196	pc	58	8
505	23087	pc	487	69
518	14001	app	140	20
518	35981	pc	515	73
531	96	app	1016	145
5333	8558	app	26	3
5334	102	pc	43	6
536	14526	m	4	0
556	14326	m	1318	188
556	343	pc	11	1
5632	130	m	55	7
5632	14001	m	4	0
5632	156	app	2581	368
5669	8493	app	24	3
5695	111	pc	77	11
5695	26513	m	102	14
5695	8719	app	18	2
5709	207	m	25	3
572	14326	pc	152	21
572	798	m	136	19
5722	309	app	16	2
5722	8493	pc	14	2
5733	460	pc	22	3
5756	186	pc	7	1
5756	36008	app	49	7
5772	234	m	115	16
5853	35984	app	117	16
5898	152	pc	10	1
5898	314	pc	4	0
592	145	pc	59	8
592	712	app	8	1
5928	130	pc	78	11
5928	14001	pc	6	0
5936	168	pc	9	1
5936	212	pc	5	0
5936	96	m	63	9
5942	152	pc	26	3
606	8659	m	335	47
613	710	m	69	9
613	8659	app	49	7
613	95	pc	305	43
613	97	m	124	17
618	8537	pc	8	1
618	8609	app	2	0
623	113	pc	21	3
623	14455	app	686	98
623	35984	pc	20	2
637	41588	m	31	4
637	8752	app	4	0
648	152	pc	5	0
652	14255	pc	107	15
652	14419	m	87	12
652	24056	pc	26	3
652	35694	pc	223	31
652	8692	pc	37	5
656	234	pc	7	1
6700	168	app	1056	150
6700	212	app	320	45
6700	36008	pc	22	3
6718	35136	app	233	33
6718	35721	pc	103	14
6745	95	app	3426	489
6760	34806	app	18	2
6760	8735	m	36	5
6770	125	app	49	7
6770	710	pc	17	2
6770	8543	app	8	1
6770	97	pc	21	3
6776	23065	m	65	9
6788	234	app	122	17
679	26516	m	35	5
6793	37861	pc	6	0
6793	8692	pc	4	0
6803	8537	pc	7	1
686	22431	m	808	115
686	26516	app	56	8
686	8516	m	1275	182
693	14502	pc	37	5
693	22431	app	188	26
693	8516	app	677	96
693	8608	m	10	1
696	609	pc	60	8
6964	186	m	9	1
697	798	app	46	6
697	8855	pc	3	0
698	311	m	3	0
700	234	pc	156	22
7133	14326	app	1538	219
722	14286	m	147	21
725	14326	app	104	14
728	15520	app	105	15
728	199	pc	38	5
728	34323	m	79	11
7289	8493	app	18	2
740	609	pc	988	141
7452	8608	pc	4	0
7453	36011	app	97	13
7468	111	app	38	5
7468	203	m	796	113
751	36488	m	7	1
771	14000	pc	221	31
771	26531	m	219	31
771	8717	pc	41	5
771	8719	m	42	6
772	26521	m	1	0
772	460	pc	53	7
783	190	m	144	20
783	350	pc	68	9
79	152	pc	94	13
79	314	pc	193	27
79	36012	pc	1	0
79	36014	m	774	110
7921	128	m	4	0
7921	14286	pc	47	6
7951	35136	pc	31	4
801	34806	pc	13	1
801	38118	app	89	12
811	350	m	31	4
821	14419	app	56	8
821	29389	m	17	2
821	771	app	4	0
831	310	pc	123	17
837	34807	app	152	21
837	611	app	1334	190
845	128	m	534	76
845	26520	m	9	1
845	8546	m	80	11
858	609	pc	391	55
8582	37863	app	26	3
8694	8717	pc	8	1
8694	8719	m	11	1
8716	37981	app	2	0
8716	8523	app	71	10
8854	111	app	145	20
8854	203	m	673	96
8973	15520	app	2	0
