sloc1	scate2	platform	clks_one_day
606	37861	pc	0
623	156	pc	11
637	14286	pc	0
645	8516	pc	0
652	356	app	0
652	8608	pc	0
669	309	pc	3
686	14286	app	1
6964	310	app	3
6964	38115	m	0
698	190	pc	0
7133	36488	m	0
7289	14000	app	0
7453	8523	pc	6
7468	8523	m	5
772	96	pc	19
79	234	app	66
791	190	app	0
7921	22431	app	2
7951	34806	m	0
811	102	pc	2
831	96	m	14
834	156	app	0
834	8558	m	0
845	95	pc	45
872	35691	app	0
872	8523	pc	2
882	8735	m	0
8854	8523	m	7
910	15520	m	0
9389	196	pc	0
9517	14000	pc	0
9530	156	app	11
967	168	app	16
9704	203	pc	1
9749	14526	pc	0
9799	8735	pc	0
9811	190	app	0
984	14502	m	1
984	8444	m	2
993	8493	pc	0
993	8516	m	18
1	111	app	181
1	234	pc	133
10097	186	app	0
10171	35691	app	0
10198	234	pc	0
10198	35694	m	0
10506	8523	pc	0
10536	14455	app	0
1078	8523	m	28
1086	14363	app	0
1086	203	app	17
1096	34807	pc	0
122	8746	app	1
12804	35984	app	0
135	203	pc	25
14357	125	pc	0
14357	8543	pc	0
158	35721	app	3
158	8659	m	15
16	609	pc	21
172	145	m	0
188	14255	m	0
188	35694	m	26
188	8537	app	10
188	8692	m	4
2015	14379	app	2
202	35721	app	0
202	8659	m	5
2049	168	app	21
2049	212	app	4
2053	156	m	44
2054	609	pc	9
2248	460	pc	1
2302	360	pc	0
2303	23087	pc	0
2307	310	pc	0
2315	34806	app	0
2325	125	app	5
2325	130	pc	1
2328	35694	app	2
2329	22431	pc	0
2337	8546	pc	1
2350	14526	pc	1
2364	96	m	0
2373	15520	pc	0
2378	22431	app	1
2378	95	pc	0
2380	34323	pc	0
2389	8516	app	2
2394	710	pc	0
2422	22431	app	2
2422	95	pc	6
2429	26531	m	0
265	34323	pc	10
276	609	m	32
291	309	pc	0
293	460	pc	0
297	8493	m	0
3	96	pc	271
304	128	app	5
304	133	pc	5
304	8546	app	0
3177	8493	app	1
319	133	m	15
319	311	app	11
3350	8735	m	0
3359	14526	pc	0
342	199	app	9
342	8645	m	1
3439	14455	pc	0
3470	309	pc	1
362	360	m	3
367	310	m	0
367	611	pc	0
37	22431	m	87
37	8493	pc	29
37	8516	m	638
375	186	m	0
385	130	m	2
385	22431	pc	0
385	8516	pc	12
413	35828	m	6
450	36488	pc	0
455	460	pc	0
469	14000	m	0
483	203	m	191
497	190	m	0
5	360	app	44
5	8445	app	25
500	311	m	0
523	97	app	0
5333	8523	app	5
541	190	m	8
5632	8523	m	11
5633	234	pc	0
5633	35694	m	0
5709	203	pc	1
5733	125	pc	2
5733	8543	pc	0
5756	35984	app	0
5853	128	m	0
5928	26523	app	0
606	22431	m	18
606	8493	pc	12
606	8516	m	161
623	111	pc	2
645	203	m	22
652	133	m	1
669	102	pc	3
6700	14455	app	5
6745	118	m	0
6770	95	pc	0
6793	14455	m	0
6805	15520	app	0
6921	156	app	7
693	190	app	0
710	460	app	13
7133	35691	pc	0
728	102	m	1
751	168	app	27
751	212	app	0
7576	8546	pc	0
7620	128	pc	0
7620	8546	pc	0
771	609	m	22
772	125	pc	22
772	8543	pc	3
79	145	app	5
811	26523	pc	3
831	125	m	5
831	8543	m	0
836	96	pc	0
845	35694	m	8
845	8537	app	1
8481	360	app	0
8481	8445	app	0
8601	609	app	2
8601	8537	pc	0
8694	609	m	13
872	14286	pc	0
872	37863	m	0
8973	168	m	7
8973	212	m	0
93	35136	app	2
9530	111	app	4
9530	234	pc	0
9530	35694	m	0
9688	609	pc	1
9709	96	m	5
977	14455	app	1
9811	14000	m	5
984	34806	app	0
1	145	pc	30
1	26516	m	6
1	38115	app	0
1	8558	app	93
1005	14455	m	5
1005	311	app	0
10088	97	m	0
10106	609	app	1
10171	14286	pc	0
10198	8558	app	0
10285	360	m	0
1029	360	app	1
10467	8546	pc	0
10492	234	m	0
10564	199	m	0
1067	14286	m	0
1078	8735	pc	1
1086	8493	pc	0
1086	8516	m	7
122	8523	m	131
135	41588	m	0
158	168	app	376
158	212	app	45
16	196	pc	2
16	23087	pc	3
172	234	app	48
18	710	app	11
18	97	app	1
2	609	m	391
2015	38118	pc	0
2015	609	m	33
202	168	app	183
202	212	app	37
2032	14326	app	1
2032	460	pc	0
2042	360	pc	0
2045	309	m	0
2046	37863	pc	0
2047	310	pc	4
2047	460	m	12
2048	14455	app	1
2049	26523	app	0
2052	26521	m	0
2053	111	m	14
2054	14379	m	3
2054	196	pc	1
222	609	m	72
2284	168	app	1
2284	212	app	0
2296	35691	app	0
2302	310	app	0
2315	14502	app	0
2325	203	pc	4
2329	8537	pc	0
2347	14455	m	3
2354	34806	m	0
2364	125	m	2
2373	95	app	20
2378	8537	app	1
2380	310	pc	0
2380	460	m	15
2381	14455	app	4
2390	360	m	0
2394	14286	pc	0
2395	611	pc	0
241	35721	m	1
2422	8537	app	0
2429	14526	m	0
265	156	pc	86
265	350	m	0
276	196	m	0
291	102	pc	1
3	125	pc	160
3	8543	pc	28
3157	96	m	6
3163	14326	pc	0
319	14326	pc	31
3209	111	pc	0
330	35694	app	7
3328	15520	pc	0
3434	14455	app	3
3453	8523	app	1
355	309	pc	1
362	35691	m	0
362	611	app	3
37	36008	pc	3
385	203	m	35
4	34806	pc	10
400	14000	pc	0
409	95	app	0
414	309	m	8
424	186	pc	0
428	14455	app	0
450	460	app	32
468	102	m	0
471	234	m	9
483	130	app	12
5	35691	app	7
5	8523	pc	33
505	128	m	1
505	311	pc	5
505	8546	m	0
518	14000	pc	7
520	156	app	1
531	95	pc	5
536	609	app	1
541	35984	pc	0
556	35984	m	0
5632	8735	pc	0
5633	8558	app	0
5733	186	m	0
592	14363	app	0
5958	190	pc	0
5959	203	m	0
606	36008	pc	1
623	8558	pc	1
652	14326	pc	2
669	26523	pc	9
6729	360	m	1
6745	168	pc	5
6776	96	m	16
686	8735	m	0
6921	111	app	0
6964	26516	m	0
6964	611	m	0
7154	8523	m	0
728	26523	m	0
728	309	app	0
7468	8523	app	17
771	196	m	3
771	23087	m	9
772	186	m	0
776	609	pc	2
79	14354	m	3
7951	34806	app	0
801	23065	m	0
831	96	app	19
834	8558	app	0
836	8543	pc	0
837	34806	pc	2
8481	8523	pc	1
8694	196	m	0
882	8735	app	0
8854	8523	app	9
901	199	app	0
910	14000	m	24
910	14419	pc	1
9123	156	pc	0
914	35984	app	0
93	34323	pc	4
933	196	m	0
933	23087	m	1
944	130	m	0
944	8516	pc	3
9472	609	pc	5
9481	234	app	0
952	168	m	49
952	212	m	0
9551	14000	m	1
9688	14379	m	0
9688	196	pc	0
9709	125	m	1
9736	156	pc	0
984	14502	app	1
984	8444	app	5
993	8516	app	22
1	23442	pc	1
1	29389	m	6
10070	156	pc	0
10184	196	pc	0
10198	35694	app	0
10266	128	m	0
10266	311	pc	0
1029	8523	pc	2
10394	234	m	0
10513	190	pc	0
10564	14326	pc	2
1057	37863	pc	0
1078	37981	app	0
1078	8523	app	38
122	14286	m	3
122	8735	pc	5
12804	168	pc	1
12804	207	app	0
12804	212	pc	0
147	356	pc	0
158	35828	pc	11
158	8659	app	6
172	145	app	1
188	14255	app	1
188	35694	app	20
188	8692	app	13
2	196	m	36
2	23087	m	149
2015	196	m	2
2015	22431	pc	11
202	35828	pc	6
202	8659	app	4
2045	102	m	1
2050	96	m	2
2053	156	app	69
2053	8558	m	7
222	196	m	8
222	23087	m	53
2247	36488	app	0
2284	26523	app	0
2292	360	m	0
2315	96	pc	5
2328	234	m	0
2346	34323	pc	0
2354	14502	m	0
2364	96	app	0
2372	118	m	0
2373	14000	pc	0
2390	26516	app	0
2395	360	pc	0
241	168	m	405
241	212	m	38
2501	14502	pc	0
265	111	pc	54
276	609	app	35
291	26523	pc	1
3	186	m	6
304	311	m	4
3157	125	m	2
3184	156	pc	2
319	133	app	14
330	190	pc	2
330	95	m	18
342	14363	m	0
342	8645	app	0
3445	14379	pc	0
3479	168	pc	6
3479	212	pc	1
362	360	app	3
367	310	app	0
37	22431	app	77
37	8516	app	199
375	96	m	76
385	130	app	3
4	14502	pc	47
403	168	m	8
403	212	m	15
413	35828	app	13
414	102	m	35
469	14000	app	1
483	203	app	173
483	37861	pc	1
497	190	app	2
5	14286	pc	10
5	37863	m	0
500	133	m	0
520	234	pc	0
531	35694	m	1
537	96	m	4
541	190	app	19
541	23065	m	22
541	8442	pc	0
5632	8523	app	10
5633	35694	app	0
5653	168	m	14
5653	212	m	0
572	14502	m	0
5756	168	pc	4
5756	212	pc	1
5772	96	pc	3
5853	128	app	0
5853	14455	pc	4
606	22431	app	16
606	8516	app	92
613	14326	m	0
613	8608	app	0
629	14455	m	10
637	8523	m	23
645	203	app	21
652	133	app	0
6745	118	app	0
6745	26523	pc	0
6745	8659	pc	0
6752	35691	app	0
6760	609	m	1
6776	125	m	2
6776	8543	m	0
6793	14455	app	1
6803	133	m	0
6803	14455	m	2
6805	14000	app	0
6964	360	m	0
6964	8445	m	0
710	310	m	0
710	611	pc	0
722	609	pc	8
728	102	app	3
7303	609	pc	0
740	128	m	21
740	311	pc	11
740	8546	m	0
771	609	app	32
771	8537	pc	0
772	14379	pc	0
776	196	pc	0
776	23087	pc	0
811	309	m	2
821	186	pc	0
831	125	app	3
831	130	pc	0
831	8543	app	0
837	14502	pc	7
837	8444	pc	0
845	35694	app	9
845	8692	app	0
858	311	pc	0
8601	8692	pc	0
8694	609	app	12
872	171	pc	0
8973	168	app	4
8973	212	app	0
9123	111	pc	0
93	156	pc	46
9326	152	pc	0
933	8537	pc	0
9389	609	m	0
944	203	m	21
9449	125	m	0
9517	190	app	0
952	35721	app	0
9530	35694	app	0
9617	199	app	0
9687	156	app	0
9687	8558	m	0
9704	130	m	0
9709	96	app	3
9736	111	pc	0
9811	14000	app	2
1	26516	app	13
1	26521	pc	3
10015	14326	pc	0
1005	14455	app	1
10097	130	pc	0
10171	37863	app	0
102	310	pc	78
102	460	m	388
10229	14000	m	3
10285	360	app	0
10513	15520	pc	0
10564	199	app	0
1057	35691	m	0
1067	14286	app	0
1086	8516	app	19
122	8523	app	96
12804	26523	pc	0
135	130	m	1
135	22431	pc	4
135	41588	app	1
135	8516	pc	22
14357	96	m	0
147	128	m	10
147	311	pc	15
147	8546	m	0
188	190	pc	20
188	95	m	230
2	36011	m	1
2	609	app	153
2	8537	pc	12
2015	609	app	48
2015	8537	pc	0
2039	168	pc	9
2039	212	pc	0
2045	309	app	1
2047	460	app	7
2052	8523	m	33
2053	111	app	26
2053	234	pc	9
2053	35694	m	4
2054	14379	app	3
2055	96	pc	5
2192	186	pc	0
222	36011	m	0
222	609	app	39
222	8537	pc	0
228	186	pc	1
2302	611	m	0
2315	125	pc	0
2323	207	pc	0
2346	310	pc	0
2346	460	m	18
2347	14455	app	3
2364	125	app	1
2364	130	pc	0
2372	168	pc	5
2372	212	pc	0
2373	190	m	1
2380	460	app	14
2389	36488	pc	0
2390	360	app	0
241	35721	app	0
241	8659	m	0
2422	36008	m	1
2422	8692	app	0
265	350	app	0
265	8558	pc	10
276	196	app	0
3	14379	pc	7
3	8855	app	0
304	8608	pc	4
3157	96	app	6
3184	111	pc	1
319	35136	pc	0
319	8608	m	4
3237	310	pc	0
3237	460	m	15
3328	14000	pc	1
3479	26523	pc	0
355	26523	pc	0
362	35691	app	1
362	8523	pc	19
369	14455	m	0
37	37861	m	0
375	125	m	22
375	8543	m	0
385	203	app	28
399	190	app	0
408	168	pc	0
408	212	pc	0
409	190	m	0
413	14455	m	220
414	26523	m	53
414	309	app	9
414	314	pc	3
424	96	pc	36
450	310	m	14
450	34807	pc	0
450	611	pc	2
463	8855	pc	0
471	234	app	6
483	22431	m	19
483	8493	pc	13
483	8516	m	164
505	128	app	0
505	133	pc	0
505	8546	app	0
518	15520	m	8
523	34806	pc	0
5333	8735	m	0
536	35694	pc	0
537	125	m	1
556	35984	app	0
5733	96	m	19
5958	95	app	0
5959	203	app	1
623	156	m	27
637	14286	m	0
637	8735	pc	2
645	8493	pc	0
645	8516	m	6
652	8608	m	0
656	460	pc	0
669	309	m	0
6729	360	app	0
6752	14286	pc	0
6760	22431	pc	1
6776	96	app	13
686	8735	app	0
6921	35694	app	0
6964	26516	app	0
6964	611	app	0
697	168	pc	0
698	190	m	0
700	460	pc	1
710	360	pc	0
710	8445	pc	0
7133	37863	pc	0
7154	8523	app	0
722	23087	pc	0
728	26523	app	0
7453	8523	m	13
771	196	app	4
771	23087	app	7
772	186	app	0
772	96	m	293
783	199	pc	0
79	14354	app	3
79	207	pc	29
7951	96	pc	6
811	102	m	6
831	203	pc	3
845	190	pc	12
845	95	m	153
872	8523	m	6
910	14000	app	16
93	111	pc	27
933	23087	app	0
9389	196	m	0
944	130	app	0
9444	130	m	0
9449	96	app	0
9517	14000	m	2
952	168	app	68
952	212	app	0
9551	14000	app	1
961	34323	pc	0
9687	111	app	0
9687	35694	m	0
9688	14379	app	0
9704	203	m	10
9709	125	app	0
9709	8543	app	0
9717	168	pc	1
9799	8735	m	0
993	8493	m	0
9993	203	m	0
1	14354	pc	33
1	234	m	381
1	29389	app	11
10198	234	m	0
102	36488	pc	0
10266	14455	pc	0
10285	8523	pc	0
10291	207	pc	0
10394	234	app	0
10506	8523	m	3
122	14286	app	7
122	26531	pc	11
135	203	m	51
14357	125	m	0
16	609	m	52
172	26521	app	0
18	34806	pc	7
2	196	app	22
2	23087	app	44
2015	196	app	4
2037	14326	m	1
2038	14455	pc	1
2039	26523	pc	0
2045	102	app	0
2045	34806	pc	0
2046	35691	app	0
2046	710	pc	0
2046	97	pc	0
2050	96	app	0
2053	8558	app	8
2054	609	m	13
2055	125	pc	7
2055	8543	pc	1
222	196	app	5
222	23087	app	13
2248	310	pc	1
2248	460	m	13
2292	360	app	0
2302	360	m	0
2303	156	pc	4
2303	23087	m	1
2307	310	m	1
2307	611	pc	1
2319	609	pc	6
2325	8516	pc	2
2328	234	app	0
2329	22431	m	0
2337	128	m	0
2337	311	pc	0
2337	8546	m	0
2342	36011	pc	0
2346	460	NULL	0
2350	14526	m	0
2354	14502	app	0
2363	95	pc	13
2364	14363	pc	0
2364	203	pc	2
2371	14455	pc	2
2372	118	app	0
2373	15520	m	0
2378	190	pc	0
2378	95	m	1
241	168	app	153
241	212	app	16
2422	190	pc	3
2422	95	m	14
265	34323	m	14
276	35694	pc	3
276	8692	pc	0
293	460	m	3
3	186	app	3
3	96	m	1085
304	133	m	8
304	311	app	9
3157	125	app	0
3157	130	pc	0
319	8658	pc	0
330	23065	pc	0
330	95	app	29
3359	14526	m	0
342	14363	app	1
3439	14455	m	0
3470	309	m	0
362	14286	pc	1
367	611	m	0
37	8493	m	44
375	96	app	108
385	22431	m	3
385	8493	pc	0
385	8516	m	42
394	309	pc	0
403	168	app	20
403	212	app	6
407	128	app	0
414	102	app	34
424	125	pc	31
424	8543	pc	4
450	360	pc	1
455	310	pc	0
455	460	m	1
463	186	pc	0
483	36008	pc	2
5	37863	app	4
523	14502	pc	1
531	35694	app	3
537	96	app	16
541	23065	app	16
556	309	pc	2
5633	234	m	0
5653	168	app	12
5709	203	m	5
572	14502	app	0
5733	125	m	9
5733	8543	m	0
606	8493	m	9
613	14326	app	1
623	111	m	6
629	14455	app	6
637	8523	app	22
645	36008	pc	0
669	102	m	7
6718	35691	app	0
6760	609	app	1
6760	8537	pc	0
6770	190	pc	0
6770	95	m	8
6776	125	app	0
6776	130	pc	0
6776	8543	app	0
6788	8546	pc	0
6803	133	app	0
6803	14455	app	0
6964	14354	pc	1
6964	360	app	0
710	310	app	0
710	35691	pc	0
7133	35691	m	1
725	611	app	0
726	111	pc	0
740	128	app	7
740	133	pc	1
740	8546	app	0
7453	8735	pc	0
751	14455	pc	1
7620	128	m	0
7620	311	pc	0
7620	8546	m	0
771	35694	pc	3
772	125	m	99
772	8543	m	0
7951	125	pc	2
7951	8543	pc	0
811	152	pc	1
811	26523	m	8
811	309	app	9
821	96	pc	12
836	96	m	0
837	343	pc	0
858	128	app	0
858	133	pc	0
8582	96	pc	5
872	14286	m	0
8854	8735	m	0
891	460	pc	2
914	26523	pc	0
93	8558	pc	7
933	35694	pc	0
9389	609	app	0
944	203	app	7
9449	125	app	0
9449	8543	app	0
9530	234	m	0
961	156	pc	7
9688	609	m	1
9704	130	app	1
9709	203	pc	0
977	609	pc	8
1	145	m	18
1	37981	pc	6
10115	168	pc	0
10115	212	pc	0
10171	14286	m	0
102	460	app	179
10229	14000	app	1
10260	310	pc	1
10448	156	m	1
10513	14000	pc	2
10552	190	pc	0
1057	35691	app	3
1057	97	pc	0
1078	8735	m	0
1086	8493	m	0
122	14526	pc	13
12291	710	pc	0
12291	97	pc	0
135	130	app	2
14357	96	app	0
147	128	app	6
147	133	pc	5
147	8546	app	1
158	14455	pc	42
16	196	m	1
16	23087	m	2
172	207	pc	22
18	14502	pc	39
188	23065	pc	20
188	95	app	247
2	14255	pc	6
2	24056	pc	6
2	35694	pc	30
2	36011	app	1
2	8692	pc	1
2015	37861	pc	1
2015	38118	m	0
202	14455	pc	27
2032	310	pc	5
2032	460	m	4
2042	360	m	0
2047	310	m	3
2047	611	pc	0
2052	8523	app	56
2053	35694	app	9
2054	196	m	0
2192	96	pc	12
222	35694	pc	5
222	36011	app	0
228	96	pc	47
2303	111	pc	2
2307	360	pc	1
2325	203	m	24
2329	8537	m	0
2346	460	app	4
2354	96	pc	11
2373	190	app	2
2380	310	m	1
2380	611	pc	0
2394	14286	m	0
2395	611	m	0
2398	102	app	0
241	35828	pc	5
2422	36008	app	0
265	156	m	275
265	26516	pc	3
291	102	m	5
297	14000	pc	1
3	125	m	1371
3	41588	pc	0
3	8543	m	8
304	14326	pc	24
3157	203	pc	0
3163	14326	m	1
3184	35694	pc	0
319	14326	m	84
319	8608	app	8
3209	111	m	1
3237	460	app	8
3266	14326	pc	0
3328	15520	m	0
342	460	pc	33
3445	609	pc	3
355	309	m	0
369	14455	app	1
37	36008	m	3
375	125	app	8
375	130	pc	1
375	8543	app	1
394	102	pc	1
4	34806	m	3
400	14000	m	1
403	35828	pc	1
413	14455	app	50
413	38116	app	0
414	26523	app	14
424	186	m	0
428	609	pc	2
450	310	app	12
483	22431	app	23
483	8516	app	156
5	8523	m	103
505	311	m	0
518	14000	m	31
518	14419	pc	3
518	15520	app	7
531	190	pc	2
531	95	m	16
537	125	app	2
537	130	pc	0
5632	8735	m	0
5709	130	app	0
5722	609	pc	7
5733	96	app	6
5942	8609	pc	0
606	36008	m	0
623	156	app	26
623	8558	m	0
637	14286	app	0
645	8516	app	3
652	14326	m	3
669	152	pc	0
669	26523	m	5
669	309	app	3
669	314	pc	0
6718	14286	pc	1
6745	168	m	22
6745	212	m	1
6770	15520	pc	0
679	96	pc	14
6964	37981	pc	0
6964	8523	pc	0
698	190	app	0
726	8558	pc	0
7453	8523	app	13
771	798	pc	0
772	96	app	77
776	609	m	1
7951	186	m	0
811	102	app	12
821	125	pc	9
821	8543	pc	1
836	125	m	0
837	34806	m	2
845	95	app	114
8481	8523	m	2
8582	125	pc	0
8601	95	pc	0
872	8523	app	7
882	8546	pc	0
910	14419	m	0
9123	156	m	1
93	34323	m	5
944	8493	pc	1
944	8516	m	17
9449	203	pc	0
9472	609	m	6
9481	207	pc	0
9517	14000	app	3
961	111	pc	0
9617	14326	m	0
9688	22431	pc	0
9704	203	app	8
9736	156	m	0
977	23087	pc	0
9799	8735	app	0
993	8493	app	0
9993	203	app	0
1	234	app	150
1	23442	m	0
10070	156	m	0
10134	35694	pc	0
10175	14502	pc	0
10198	234	app	0
1029	8523	m	5
10387	14286	app	0
10454	190	pc	0
10506	8523	app	14
10564	14326	m	6
1057	14286	pc	1
1057	37863	m	0
1078	35721	pc	0
1096	35691	m	0
122	8735	m	0
12291	14286	pc	0
12804	168	m	1
12804	212	m	0
135	203	app	76
14357	125	app	0
14357	130	pc	0
147	356	m	0
158	35828	m	7
16	609	app	24
2015	22431	m	11
202	35828	m	3
2037	14326	app	2
2041	14286	app	0
2043	111	pc	1
2047	360	pc	2
2048	23087	pc	0
2054	609	app	24
2054	8537	pc	0
2192	125	pc	0
2248	460	app	7
228	125	pc	17
228	8543	pc	1
2296	14286	m	0
2302	360	app	0
2303	23087	app	0
2303	8558	pc	0
2307	310	app	2
2315	96	m	46
2325	130	app	0
2329	22431	app	0
2329	95	pc	0
2337	128	app	0
2337	14455	pc	0
2350	14526	app	0
2354	125	pc	3
2354	8543	pc	0
2373	14000	m	6
2373	14419	pc	0
2373	15520	app	0
2378	95	app	1
2381	350	pc	0
2422	95	app	36
265	111	m	110
265	34323	app	8
291	26523	m	0
291	309	app	0
293	460	app	1
3	96	app	518
304	133	app	3
3184	156	m	6
3237	34323	m	0
330	190	m	1
3350	8546	pc	0
3359	14526	app	0
3439	14455	app	0
3445	14379	m	0
3445	196	pc	0
3470	309	app	1
3479	168	m	20
3479	212	m	5
37	8493	app	30
375	203	pc	7
385	22431	app	1
385	8516	app	25
394	26523	pc	0
397	311	app	0
4	14502	m	8
424	14379	pc	0
450	36488	app	0
455	460	app	1
463	96	pc	49
5	14286	m	5
5	8735	pc	22
520	234	m	0
536	95	pc	0
537	203	pc	2
541	8442	m	0
556	26523	pc	1
5633	234	app	0
5709	203	app	3
5722	14379	m	0
5733	125	app	1
5733	130	pc	1
5733	8543	app	0
5756	168	m	14
5756	212	m	11
5772	96	m	18
5853	14455	m	5
592	310	pc	7
606	8493	app	10
623	111	app	3
623	234	pc	0
637	14526	pc	3
669	102	app	4
6745	8659	m	0
6770	95	app	4
679	125	pc	3
7133	35691	app	0
7133	710	pc	0
722	609	m	10
725	8523	pc	0
7303	609	m	1
740	311	m	7
7576	14455	pc	0
7620	128	app	0
7620	14455	pc	3
7620	8546	app	0
771	8537	m	0
772	125	app	18
772	130	pc	1
772	14379	m	0
772	8543	app	1
776	23087	m	0
7921	14000	pc	0
801	35984	app	0
811	26523	app	18
831	8516	pc	1
836	96	app	0
837	14502	m	2
837	8444	m	0
872	14286	app	0
872	171	m	0
8854	8735	app	0
901	460	pc	0
9123	111	m	0
927	156	pc	0
93	156	m	121
93	26516	pc	1
933	8537	m	0
9530	234	app	0
961	8558	pc	0
9688	609	app	2
9704	8516	m	0
9736	111	m	1
984	199	pc	4
9909	36008	pc	0
993	15520	pc	0
9993	8493	pc	0
1	145	app	22
1	26521	m	0
10097	130	m	0
1016	609	pc	3
10171	14286	app	0
102	310	m	43
102	34807	pc	5
102	611	pc	64
1029	8735	pc	0
10448	156	app	0
10467	14455	pc	0
10492	207	pc	0
1078	8735	app	1
12804	26523	m	0
135	22431	m	13
135	8493	pc	5
135	8516	m	24
14357	203	pc	0
147	311	m	3
16	196	app	2
16	23087	app	7
172	8609	pc	0
18	8761	pc	0
188	190	m	33
2	8537	m	6
2015	36008	pc	0
2015	38118	app	0
2015	8537	m	0
2032	460	app	1
2039	168	m	16
2039	212	m	1
2040	96	pc	5
2041	14526	pc	0
2042	360	app	0
2047	310	app	6
2053	234	m	9
2054	196	app	1
2055	186	app	0
2055	96	m	12
222	8537	m	0
2247	35691	app	0
2247	97	pc	0
2302	8523	pc	1
2303	35694	pc	0
2315	125	m	3
2323	207	m	0
2325	203	app	13
2329	8537	app	0
2342	156	pc	7
2342	23087	m	1
2344	14502	pc	0
2346	310	m	0
2372	168	m	32
2372	212	m	3
2378	14000	pc	4
2380	310	app	1
2394	14286	app	1
2395	611	app	0
2422	14000	pc	1
2501	34806	app	0
265	156	app	138
265	8558	m	15
276	95	pc	21
291	102	app	6
3	125	app	78
3	130	pc	65
3	14379	m	10
3	8543	app	15
304	8608	m	3
3163	14326	app	0
3163	460	pc	0
3184	111	m	2
319	14326	app	77
319	35136	m	1
3209	111	app	0
3237	26516	pc	0
3237	310	m	0
3237	611	pc	0
330	35984	pc	0
3328	14000	m	125
3328	15520	app	0
3470	102	app	0
355	26523	m	0
355	309	app	0
362	8523	m	46
37	15520	pc	1
37	36008	app	2
375	41588	m	0
4	34806	app	3
400	14000	app	1
408	168	m	0
408	212	m	0
414	314	m	0
424	96	m	161
450	611	m	1
463	125	pc	23
463	8543	pc	2
471	207	pc	7
483	8493	m	9
5	8523	app	89
505	133	m	2
505	311	app	1
518	14000	app	15
523	34806	m	0
531	95	app	19
536	8537	app	0
541	35984	app	0
5632	8735	app	0
5695	14326	m	0
5709	8493	pc	1
5733	203	pc	1
5772	125	m	0
5845	15520	pc	0
592	36488	pc	0
5936	8523	m	0
606	36008	app	1
623	8558	app	0
637	8735	m	0
645	8493	m	1
652	14326	app	2
656	460	m	3
669	26523	app	6
6718	37863	app	0
6745	168	app	24
6745	212	app	1
6760	22431	m	3
6770	14000	pc	0
6788	35828	pc	0
686	128	pc	1
686	8546	pc	0
697	168	m	0
697	212	m	0
700	310	pc	3
700	460	m	8
710	360	m	0
710	8445	m	0
7133	14286	pc	1
722	196	m	0
722	23087	m	2
726	156	m	0
7289	102	m	0
740	8608	pc	1
771	95	pc	18
772	203	pc	11
776	609	app	1
783	199	m	0
79	207	m	11
791	26523	pc	0
7951	96	m	23
801	309	pc	1
831	203	m	9
836	125	app	1
837	34806	app	1
845	190	m	7
8481	8523	app	3
858	8608	pc	0
8694	95	pc	12
872	14526	pc	0
910	14419	app	0
9123	156	app	1
93	111	m	36
93	29389	pc	0
93	34323	app	1
933	95	pc	2
9363	156	pc	0
944	8516	app	13
9472	609	app	8
9472	8537	pc	0
952	14455	pc	2
9617	460	pc	0
967	14455	m	1
9687	234	m	0
9709	130	m	0
9717	168	m	6
9717	212	m	0
9736	156	app	0
1	14354	m	11
1	23442	app	2
1005	23087	pc	0
10070	156	app	2
10120	14379	pc	0
1016	196	pc	0
10171	14526	pc	0
102	360	pc	68
102	36488	m	2
102	8445	pc	18
10266	14455	m	1
10285	8523	m	4
1029	8523	app	10
10291	207	m	0
1039	128	pc	0
1039	8546	pc	0
10552	14000	pc	0
10564	14326	app	3
1057	37863	app	0
1067	14526	m	0
1096	35691	app	0
1096	97	pc	0
11296	14000	m	1
122	26531	m	6
122	8735	app	3
12804	168	app	18
12804	212	app	3
13951	96	pc	4
147	356	app	0
147	8608	pc	5
158	35828	app	13
16	35694	pc	0
18	34806	m	14
188	35984	pc	1
2	95	pc	130
2015	22431	app	26
2015	95	pc	31
202	35828	app	4
2038	14455	m	2
2038	311	app	0
2039	26523	m	0
2042	8523	pc	0
2045	34806	m	0
2053	23065	pc	4
2055	125	m	6
2055	8543	m	0
222	95	pc	36
2247	14286	pc	0
2248	310	m	2
2248	611	pc	1
228	14379	pc	1
2296	14286	app	0
2299	14379	pc	0
2303	156	m	16
2307	611	m	0
2315	96	app	29
2319	609	m	8
2325	8493	pc	0
2325	8516	m	8
2328	207	pc	0
2337	311	m	0
2342	111	pc	0
2346	360	pc	0
2347	23087	pc	0
2363	95	m	40
2364	203	m	5
2371	133	m	0
2371	14455	m	2
2372	26523	m	0
2373	14000	app	5
2378	190	m	0
2393	96	pc	2
241	14455	pc	12
2422	190	m	3
265	111	app	38
265	234	pc	28
276	35694	m	5
276	8692	m	0
291	26523	app	0
293	310	m	0
3	203	pc	111
3157	8516	pc	0
3177	35691	m	0
3184	156	app	5
3237	360	pc	0
330	190	app	1
330	23065	m	0
3445	14379	app	0
3479	168	app	24
3479	212	app	3
362	14286	m	2
362	8735	pc	1
367	8523	pc	0
375	38118	pc	0
385	8493	m	0
394	309	m	0
4	14502	app	17
403	14455	pc	1
424	125	m	41
424	8543	m	3
450	360	m	3
455	310	m	0
463	186	m	0
468	8855	pc	0
471	118	pc	0
483	36008	m	1
483	37861	app	0
497	309	pc	0
5	14286	app	5
5	26531	pc	8
505	14326	pc	2
518	710	pc	0
518	97	pc	0
520	234	app	0
523	14502	m	0
541	309	pc	6
