sloc1	scate2	sloc-scate	online_price	member_price
362	14326	362-14326	36	27
2015	207	2015-207	36	27
122	8442	122-8442	36	27
304	207	304-207	36	27
2	15520	2-15520	36	27
3	35721	3-35721	36	27
413	8445	413-8445	36	27
202	36008	202-36008	36	27
102	14001	102-14001	36	27
319	35828	319-35828	36	27
1	8719	1-8719	36	27
5	8735	5-8735	36	27
3	15520	3-15520	36	27
1	14363	1-14363	36	27
3	8692	3-8692	36	27
342	148	342-148	36	27
342	199	342-199	36	27
4	356	4-356	36	27
845	14526	845-14526	36	27
1	350	1-350	36	27
414	14502	414-14502	36	27
5	145	5-145	36	27
342	26516	342-26516	36	27
188	26516	188-26516	36	27
37	199	37-199	36	27
2	35984	2-35984	36	27
122	8445	122-8445	36	27
845	8558	845-8558	36.24	27.18
79	35721	79-35721	36.24	27.18
102	14379	102-14379	36.24	27.18
5	102	5-102	36.24	27.18
276	14326	276-14326	36.24	27.18
740	14526	740-14526	36.24	27.18
845	8445	845-8445	36.24	27.18
1078	14326	1078-14326	36.24	27.18
783	168	783-168	36.48	27.36
12291	234	12291-234	36.48	27.36
7453	95	7453-95	36.48	27.36
1039	125	1039-125	36.48	27.36
700	168	700-168	36.48	27.36
2045	203	2045-203	36.48	27.36
901	168	901-168	36.48	27.36
2015	196	2015-196	36.48	27.36
276	125	276-125	36.48	27.36
891	125	891-125	36.48	27.36
7453	609	7453-609	36.48	27.36
497	96	497-96	36.48	27.36
2032	125	2032-125	36.48	27.36
523	203	523-203	36.48	27.36
7620	96	7620-96	36.48	27.36
2325	609	2325-609	36.48	27.36
2015	35694	2015-35694	36.48	27.36
10039	156	10039-156	36.48	27.36
10454	8523	10454-8523	36.48	27.36
9704	156	9704-156	36.48	27.36
629	96	629-96	36.48	27.36
330	128	330-128	36.48	27.36
2052	234	2052-234	36.48	27.36
984	196	984-196	36.48	27.36
2046	96	2046-96	36.48	27.36
623	125	623-125	36.48	27.36
483	190	483-190	36.72	27.54
5653	95	5653-95	36.72	27.54
7133	14455	7133-14455	36.72	27.54
18	8537	18-8537	36.96	27.72
122	8558	122-8558	36.96	27.72
188	14526	188-14526	36.96	27.72
37	8537	37-8537	36.96	27.72
1	8717	1-8717	36.96	27.72
2	145	2-145	36.96	27.72
147	8537	147-8537	36.96	27.72
342	309	342-309	36.96	27.72
5	14286	5-14286	36.96	27.72
135	8523	135-8523	36.96	27.72
158	14286	158-14286	36.96	27.72
147	8543	147-8543	36.96	27.72
172	26531	172-26531	36.96	27.72
772	14326	772-14326	36.96	27.72
319	8442	319-8442	36.96	27.72
342	8608	342-8608	36.96	27.72
102	8645	102-8645	36.96	27.72
413	8558	413-8558	36.96	27.72
342	14379	342-14379	36.96	27.72
188	8645	188-8645	36.96	27.72
505	611	505-611	36.96	27.72
304	128	304-128	36.96	27.72
265	8442	265-8442	36.96	27.72
188	8692	188-8692	36.96	27.72
93	311	93-311	36.96	27.72
375	168	375-168	37.2	27.9
304	97	304-97	37.2	27.9
188	8537	188-8537	37.44	28.08
102	8537	102-8537	37.44	28.08
319	311	319-311	37.44	28.08
188	8442	188-8442	37.44	28.08
5	8537	5-8537	37.44	28.08
606	14455	606-14455	37.44	28.08
172	26523	172-26523	37.44	28.08
265	8659	265-8659	37.44	28.08
122	8543	122-8543	37.44	28.08
18	8735	18-8735	37.44	28.08
188	8445	188-8445	37.44	28.08
93	207	93-207	37.44	28.08
414	8735	414-8735	37.44	28.08
5	133	5-133	37.44	28.08
3	35984	3-35984	37.44	28.08
172	8445	172-8445	37.44	28.08
541	8659	541-8659	37.44	28.08
102	36008	102-36008	37.44	28.08
375	14455	375-14455	37.44	28.08
202	309	202-309	37.44	28.08
740	23065	740-23065	37.44	28.08
10434	96	10434-96	37.44	28.08
202	14419	202-14419	37.44	28.08
740	8543	740-8543	37.44	28.08
79	199	79-199	37.44	28.08
18	145	18-145	37.68	28.26
291	95	291-95	37.68	28.26
541	8543	541-8543	37.68	28.26
722	360	722-360	37.68	28.26
3251	156	3251-156	37.92	28.44
541	23065	541-23065	37.92	28.44
652	203	652-203	38.4	28.8
2053	26523	2053-26523	38.4	28.8
771	26523	771-26523	38.4	28.8
652	168	652-168	38.64	28.98
222	207	222-207	38.64	28.98
362	23087	362-23087	38.64	28.98
93	460	93-460	38.64	28.98
12291	168	12291-168	38.64	28.98
722	26523	722-26523	38.64	28.98
276	22431	276-22431	38.64	28.98
1016	168	1016-168	38.64	28.98
394	611	394-611	38.64	28.98
968	168	968-168	38.64	28.98
944	168	944-168	38.64	28.98
5709	14455	5709-14455	38.64	28.98
471	611	471-611	38.64	28.98
222	310	222-310	38.64	28.98
1096	168	1096-168	38.64	28.98
7303	168	7303-168	38.64	28.98
3470	168	3470-168	38.64	28.98
652	611	652-611	38.64	28.98
1067	168	1067-168	38.64	28.98
6760	203	6760-203	38.64	28.98
783	212	783-212	38.64	28.98
2032	203	2032-203	38.64	28.98
222	14326	222-14326	38.88	29.16
541	35721	541-35721	38.88	29.16
6700	95	6700-95	38.88	29.16
837	14419	837-14419	38.88	29.16
531	95	531-95	38.88	29.16
952	611	952-611	39.12	29.34
541	309	541-309	39.12	29.34
944	96	944-96	44.4	33.3
984	26531	984-26531	39.36	29.52
1086	95	1086-95	39.36	29.52
9704	95	9704-95	39.36	29.52
330	8523	330-8523	39.36	29.52
2054	460	2054-460	39.36	29.52
811	8523	811-8523	39.6	29.7
518	168	518-168	39.6	29.7
424	8523	424-8523	39.6	29.7
669	310	669-310	39.6	29.7
669	14326	669-14326	39.84	29.88
669	212	669-212	39.84	29.88
93	212	93-212	54	40.5
483	130	483-130	40.08	30.06
483	311	483-311	40.08	30.06
483	26531	483-26531	40.08	30.06
3177	95	3177-95	40.08	30.06
984	8543	984-8543	40.08	30.06
483	14526	483-14526	40.08	30.06
2045	234	2045-234	40.08	30.06
2363	156	2363-156	40.32	30.24
2054	203	2054-203	40.32	30.24
910	26523	910-26523	40.32	30.24
722	168	722-168	40.32	30.24
1057	168	1057-168	40.32	30.24
2422	168	2422-168	40.32	30.24
450	203	450-203	40.32	30.24
12291	14455	12291-14455	40.32	30.24
629	14455	629-14455	40.32	30.24
1078	203	1078-203	40.32	30.24
637	234	637-234	40.32	30.24
572	14000	572-14000	40.32	30.24
2053	212	2053-212	40.32	30.24
944	156	944-156	40.32	30.24
7133	611	7133-611	40.32	30.24
9799	203	9799-203	40.32	30.24
623	156	623-156	40.32	30.24
882	168	882-168	40.32	30.24
413	460	413-460	40.32	30.24
2347	156	2347-156	40.32	30.24
968	14455	968-14455	40.32	30.24
728	168	728-168	40.32	30.24
3434	156	3434-156	40.32	30.24
1039	203	1039-203	40.32	30.24
531	611	531-611	40.32	30.24
147	22431	147-22431	40.32	30.24
740	212	740-212	40.32	30.24
652	14000	652-14000	40.32	30.24
3470	14000	3470-14000	40.32	30.24
933	14455	933-14455	40.32	30.24
2048	14455	2048-14455	40.32	30.24
276	26523	276-26523	40.32	30.24
222	22431	222-22431	40.32	30.24
531	96	531-96	40.32	30.24
1086	168	1086-168	40.32	30.24
2422	14000	2422-14000	40.32	30.24
977	14000	977-14000	40.32	30.24
891	14000	891-14000	40.32	30.24
135	710	135-710	40.32	30.24
645	609	645-609	40.32	30.24
2052	611	2052-611	40.32	30.24
172	34806	172-34806	40.32	30.24
693	168	693-168	40.32	30.24
791	14000	791-14000	40.32	30.24
3157	14000	3157-14000	40.32	30.24
858	14455	858-14455	40.56	30.42
222	360	222-360	40.56	30.42
18	710	18-710	40.56	30.42
700	609	700-609	40.56	30.42
1029	8523	1029-8523	40.56	30.42
228	14455	228-14455	40.56	30.42
483	8543	483-8543	40.8	30.6
483	34323	483-34323	40.8	30.6
241	8659	241-8659	40.8	30.6
483	35694	483-35694	40.8	30.6
2015	710	2015-710	40.8	30.6
10564	125	10564-125	40.8	30.6
984	14419	984-14419	41.04	30.78
265	8609	265-8609	41.04	30.78
483	14455	483-14455	41.28	30.96
413	207	413-207	41.28	30.96
265	26531	265-26531	41.28	30.96
93	26523	93-26523	41.28	30.96
222	460	222-460	41.28	30.96
686	203	686-203	41.28	30.96
652	8523	652-8523	41.28	30.96
5	35694	5-35694	41.28	30.96
2045	95	2045-95	41.28	30.96
7133	8735	7133-8735	41.28	30.96
523	190	523-190	41.28	30.96
811	8493	811-8493	41.28	30.96
403	95	403-95	41.28	30.96
771	8558	771-8558	41.28	30.96
845	190	845-190	41.28	30.96
891	168	891-168	41.28	30.96
858	234	858-234	41.52	31.14
122	8608	122-8608	41.52	31.14
202	34806	202-34806	41.52	31.14
202	26531	202-26531	41.52	31.14
669	196	669-196	41.52	31.14
471	234	471-234	41.52	31.14
837	14286	837-14286	41.52	31.14
241	35828	241-35828	41.52	31.14
984	311	984-311	41.52	31.14
1	37981	1-37981	41.52	31.14
319	710	319-710	41.52	31.14
2032	234	2032-234	41.52	31.14
2363	23087	2363-23087	41.52	31.14
319	14526	319-14526	41.52	31.14
18	34806	18-34806	41.52	31.14
158	133	158-133	41.52	31.14
158	35691	158-35691	41.52	31.14
740	34323	740-34323	41.52	31.14
556	14455	556-14455	41.76	31.32
6700	156	6700-156	41.76	31.32
147	128	147-128	41.76	31.32
8694	156	8694-156	41.76	31.32
102	35136	102-35136	41.76	31.32
1039	156	1039-156	41.76	31.32
700	14326	700-14326	41.76	31.32
984	212	984-212	41.76	31.32
3434	14000	3434-14000	41.76	31.32
700	203	700-203	41.76	31.32
291	14000	291-14000	41.76	31.32
872	156	872-156	41.76	31.32
1057	14455	1057-14455	41.76	31.32
375	14326	375-14326	41.76	31.32
6793	156	6793-156	41.76	31.32
2054	14000	2054-14000	41.76	31.32
801	14455	801-14455	41.76	31.32
122	34323	122-34323	41.76	31.32
2	97	2-97	42	31.5
228	23087	228-23087	42	31.5
483	95	483-95	75.12	56.34
728	609	728-609	42.24	31.68
497	609	497-609	42.24	31.68
652	125	652-125	42.24	31.68
858	203	858-203	42.24	31.68
728	96	728-96	42.24	31.68
7620	156	7620-156	42.24	31.68
858	96	858-96	42.24	31.68
6921	95	6921-95	42.24	31.68
8582	95	8582-95	42.24	31.68
772	8523	772-8523	42.24	31.68
2429	609	2429-609	42.24	31.68
1057	156	1057-156	42.24	31.68
910	8516	910-8516	42.24	31.68
2354	14000	2354-14000	42.24	31.68
2015	102	2015-102	42.24	31.68
1067	609	1067-609	42.24	31.68
7303	125	7303-125	42.24	31.68
2015	97	2015-97	42.24	31.68
385	14455	385-14455	42.24	31.68
1096	96	1096-96	42.24	31.68
2346	95	2346-95	42.24	31.68
728	125	728-125	42.24	31.68
728	95	728-95	42.24	31.68
811	8543	811-8543	42.24	31.68
771	311	771-311	42.24	31.68
6776	156	6776-156	42.24	31.68
3328	125	3328-125	42.24	31.68
2055	609	2055-609	42.24	31.68
3328	156	3328-156	42.24	31.68
1005	14455	1005-14455	42.24	31.68
6760	234	6760-234	42.24	31.68
783	95	783-95	42.24	31.68
531	14455	531-14455	42.24	31.68
12291	125	12291-125	42.24	31.68
2299	95	2299-95	42.24	31.68
5695	156	5695-156	42.24	31.68
686	234	686-234	42.24	31.68
783	14455	783-14455	42.24	31.68
1086	156	1086-156	42.24	31.68
831	156	831-156	42.24	31.68
882	234	882-234	42.24	31.68
8694	234	8694-234	42.24	31.68
471	310	471-310	42.24	31.68
505	8516	505-8516	42.24	31.68
8854	125	8854-125	42.24	31.68
3177	125	3177-125	42.24	31.68
637	310	637-310	42.24	31.68
13950	234	13950-234	42.24	31.68
6921	125	6921-125	42.24	31.68
505	310	505-310	42.24	31.68
276	128	276-128	42.24	31.68
1067	125	1067-125	42.24	31.68
241	8546	241-8546	42.24	31.68
424	128	424-128	42.24	31.68
629	234	629-234	42.24	31.68
592	96	592-96	42.24	31.68
2372	212	2372-212	42.24	31.68
10454	14455	10454-14455	42.24	31.68
2319	609	2319-609	42.24	31.68
5653	156	5653-156	42.24	31.68
8582	14455	8582-14455	42.24	31.68
9499	212	9499-212	42.24	31.68
5669	95	5669-95	42.24	31.68
613	196	613-196	42.24	31.68
1078	14286	1078-14286	42.24	31.68
977	95	977-95	42.24	31.68
463	611	463-611	42.48	31.86
355	95	355-95	42.48	31.86
147	8558	147-8558	42.48	31.86
172	35721	172-35721	42.72	32.04
102	35721	102-35721	42.72	32.04
606	310	606-310	42.72	32.04
7620	95	7620-95	42.72	32.04
613	96	613-96	42.72	32.04
497	168	497-168	42.72	32.04
772	102	772-102	42.72	32.04
265	35694	265-35694	42.72	32.04
37	35721	37-35721	42.72	32.04
3	145	3-145	42.72	32.04
172	23087	172-23087	42.72	32.04
984	26523	984-26523	42.72	32.04
2363	203	2363-203	42.96	32.22
319	207	319-207	43.2	32.4
3	35828	3-35828	43.2	32.4
1	14001	1-14001	43.2	32.4
2	26516	2-26516	43.2	32.4
202	190	202-190	43.2	32.4
135	14326	135-14326	43.2	32.4
572	609	572-609	43.2	32.4
652	14326	652-14326	43.2	32.4
319	8445	319-8445	43.2	32.4
845	8659	845-8659	43.2	32.4
188	199	188-199	43.2	32.4
4	35828	4-35828	43.2	32.4
606	360	606-360	43.2	32.4
172	102	172-102	43.2	32.4
304	8537	304-8537	43.2	32.4
202	207	202-207	43.2	32.4
222	196	222-196	43.2	32.4
362	8523	362-8523	43.2	32.4
2	14354	2-14354	43.2	32.4
342	133	342-133	43.2	32.4
463	14326	463-14326	43.2	32.4
606	190	606-190	43.2	32.4
414	309	414-309	43.2	32.4
3	8445	3-8445	43.2	32.4
102	199	102-199	43.2	32.4
413	26531	413-26531	43.2	32.4
265	8445	265-8445	43.2	32.4
304	34323	304-34323	43.2	32.4
2047	156	2047-156	43.2	32.4
4	34807	4-34807	43.2	32.4
523	14326	523-14326	43.2	32.4
771	14326	771-14326	43.2	32.4
910	14326	910-14326	43.2	32.4
845	8493	845-8493	43.2	32.4
172	133	172-133	43.2	32.4
228	14326	228-14326	43.2	32.4
414	8645	414-8645	43.2	32.4
79	309	79-309	43.2	32.4
414	8445	414-8445	43.2	32.4
4	35721	4-35721	43.2	32.4
801	14326	801-14326	43.2	32.4
158	309	158-309	43.2	32.4
37	8442	37-8442	43.2	32.4
700	14000	700-14000	52.32	39.24
355	609	355-609	43.44	32.58
483	8558	483-8558	43.44	32.58
531	234	531-234	43.44	32.58
2378	96	2378-96	43.44	32.58
984	8537	984-8537	43.44	32.58
2053	14455	2053-14455	43.44	32.58
7620	609	7620-609	43.44	32.58
483	8493	483-8493	43.44	32.58
483	97	483-97	43.44	32.58
93	111	93-111	43.44	32.58
6964	95	6964-95	43.44	32.58
424	14326	424-14326	43.44	32.58
483	207	483-207	43.44	32.58
637	95	637-95	43.44	32.58
394	14326	394-14326	43.44	32.58
1086	609	1086-609	43.44	32.58
613	609	613-609	43.44	32.58
531	125	531-125	43.44	32.58
5	97	5-97	43.44	32.58
2422	234	2422-234	43.44	32.58
375	234	375-234	43.44	32.58
837	22431	837-22431	43.44	32.58
1	113	1-113	43.44	32.58
613	234	613-234	43.44	32.58
304	102	304-102	43.44	32.58
891	111	891-111	43.44	32.58
5928	234	5928-234	43.44	32.58
483	309	483-309	43.44	32.58
984	15520	984-15520	43.44	32.58
952	234	952-234	43.44	32.58
3	8537	3-8537	43.68	32.76
722	609	722-609	43.68	32.76
342	8537	342-8537	43.68	32.76
413	310	413-310	43.68	32.76
845	310	845-310	43.68	32.76
79	35828	79-35828	43.68	32.76
845	311	845-311	43.68	32.76
241	8537	241-8537	43.68	32.76
241	190	241-190	43.68	32.76
652	156	652-156	43.68	32.76
2	36008	2-36008	43.68	32.76
188	34323	188-34323	43.68	32.76
414	199	414-199	43.68	32.76
7133	234	7133-234	43.68	32.76
831	14000	831-14000	43.68	32.76
772	22431	772-22431	43.68	32.76
5733	156	5733-156	43.68	32.76
2392	156	2392-156	43.68	32.76
505	168	505-168	43.92	32.94
18	8442	18-8442	43.92	32.94
291	14455	291-14455	43.92	32.94
18	97	18-97	43.92	32.94
158	14502	158-14502	44.16	33.12
2015	128	2015-128	44.16	33.12
952	8493	952-8493	44.16	33.12
952	128	952-128	44.16	33.12
342	97	342-97	44.16	33.12
2015	611	2015-611	44.4	33.3
291	125	291-125	44.4	33.3
858	611	858-611	44.4	33.3
984	611	984-611	44.4	33.3
801	168	801-168	44.4	33.3
669	460	669-460	44.4	33.3
623	203	623-203	44.4	33.3
811	14000	811-14000	69.12	51.84
556	14326	556-14326	44.64	33.48
483	360	483-360	44.88	33.66
222	14455	222-14455	44.88	33.66
845	360	845-360	44.88	33.66
18	309	18-309	44.88	33.66
414	35721	414-35721	44.88	33.66
2	34807	2-34807	44.88	33.66
188	35721	188-35721	44.88	33.66
265	798	265-798	44.88	33.66
837	311	837-311	44.88	33.66
188	14379	188-14379	44.88	33.66
606	8735	606-8735	44.88	33.66
241	310	241-310	45.12	33.84
811	97	811-97	45.12	33.84
158	8523	158-8523	65.76	49.32
413	111	413-111	45.36	34.02
837	8558	837-8558	45.36	34.02
7453	125	7453-125	45.36	34.02
147	14255	147-14255	45.36	34.02
845	97	845-97	45.36	34.02
265	14502	265-14502	45.36	34.02
801	156	801-156	45.6	34.2
241	14286	241-14286	45.6	34.2
837	23065	837-23065	45.6	34.2
3	8546	3-8546	45.6	34.2
4	8546	4-8546	45.6	34.2
961	95	961-95	45.6	34.2
172	207	172-207	45.84	34.38
2422	96	2422-96	45.84	34.38
319	190	319-190	45.84	34.38
637	168	637-168	45.84	34.38
12291	611	12291-611	45.84	34.38
37	102	37-102	45.84	34.38
740	310	740-310	45.84	34.38
771	8523	771-8523	45.84	34.38
5	14502	5-14502	45.84	34.38
772	26523	772-26523	45.84	34.38
783	203	783-203	45.84	34.38
424	8516	424-8516	45.84	34.38
2342	168	2342-168	45.84	34.38
93	8523	93-8523	46.08	34.56
541	212	541-212	46.08	34.56
265	35136	265-35136	46.08	34.56
2015	8493	2015-8493	46.08	34.56
265	199	265-199	46.08	34.56
4	14354	4-14354	46.32	34.74
4	8537	4-8537	46.32	34.74
2	8558	2-8558	46.32	34.74
1	8537	1-8537	46.32	34.74
2	199	2-199	46.32	34.74
188	190	188-190	46.32	34.74
3	8608	3-8608	46.32	34.74
147	310	147-310	46.32	34.74
37	190	37-190	46.32	34.74
3	199	3-199	46.32	34.74
37	8543	37-8543	46.32	34.74
158	102	158-102	46.32	34.74
18	35136	18-35136	46.32	34.74
342	311	342-311	46.32	34.74
4	8608	4-8608	46.32	34.74
837	196	837-196	46.32	34.74
122	310	122-310	46.32	34.74
837	190	837-190	46.32	34.74
202	8558	202-8558	46.32	34.74
37	130	37-130	46.32	34.74
228	203	228-203	46.32	34.74
18	199	18-199	46.32	34.74
2	8537	2-8537	46.32	34.74
241	207	241-207	46.32	34.74
158	8735	158-8735	46.32	34.74
845	128	845-128	46.32	34.74
188	8558	188-8558	46.32	34.74
7133	168	7133-168	46.32	34.74
158	26531	158-26531	46.32	34.74
304	310	304-310	46.32	34.74
188	14502	188-14502	46.32	34.74
319	14419	319-14419	46.32	34.74
414	311	414-311	46.32	34.74
837	111	837-111	46.32	34.74
147	360	147-360	46.32	34.74
319	130	319-130	46.32	34.74
413	14326	413-14326	46.32	34.74
102	14419	102-14419	46.32	34.74
158	199	158-199	46.32	34.74
4	97	4-97	46.32	34.74
606	8558	606-8558	46.32	34.74
304	8558	304-8558	46.32	34.74
5	8558	5-8558	46.32	34.74
202	8543	202-8543	46.32	34.74
241	311	241-311	46.32	34.74
2	309	2-309	46.32	34.74
342	8445	342-8445	46.32	34.74
4	29389	4-29389	46.32	34.74
5	311	5-311	46.32	34.74
3	26516	3-26516	46.32	34.74
122	311	122-311	46.32	34.74
1	14379	1-14379	46.32	34.74
147	207	147-207	46.32	34.74
188	14419	188-14419	46.32	34.74
740	102	740-102	46.32	34.74
4	26516	4-26516	46.32	34.74
4	36008	4-36008	46.32	34.74
362	22431	362-22431	46.32	34.74
37	309	37-309	46.32	34.74
37	8735	37-8735	46.32	34.74
837	26531	837-26531	46.32	34.74
188	311	188-311	46.32	34.74
4	798	4-798	46.32	34.74
837	8735	837-8735	46.32	34.74
606	128	606-128	46.32	34.74
265	111	265-111	46.32	34.74
122	8735	122-8735	46.32	34.74
102	8445	102-8445	46.32	34.74
740	311	740-311	46.32	34.74
413	196	413-196	46.32	34.74
414	8537	414-8537	46.32	34.74
188	97	188-97	46.32	34.74
241	26531	241-26531	46.32	34.74
102	309	102-309	46.32	34.74
37	14526	37-14526	46.32	34.74
414	130	414-130	46.32	34.74
102	14354	102-14354	46.32	34.74
147	26531	147-26531	46.32	34.74
2	14379	2-14379	46.32	34.74
18	130	18-130	46.32	34.74
541	196	541-196	46.56	34.92
276	203	276-203	46.56	34.92
222	128	222-128	46.56	34.92
2045	14455	2045-14455	46.56	34.92
330	8516	330-8516	46.56	34.92
541	97	541-97	46.56	34.92
471	14455	471-14455	46.56	34.92
3470	14455	3470-14455	46.56	34.92
2015	311	2015-311	46.56	34.92
202	14502	202-14502	46.8	35.1
385	95	385-95	46.8	35.1
984	128	984-128	47.04	35.28
837	8493	837-8493	47.04	35.28
728	14455	728-14455	47.04	35.28
2015	22431	2015-22431	47.04	35.28
961	14455	961-14455	47.04	35.28
2395	14455	2395-14455	47.04	35.28
541	111	541-111	47.28	35.46
984	8516	984-8516	47.28	35.46
450	168	450-168	47.28	35.46
518	203	518-203	47.28	35.46
7133	26523	7133-26523	47.28	35.46
910	611	910-611	47.28	35.46
7620	168	7620-168	47.28	35.46
771	23087	771-23087	47.28	35.46
531	23087	531-23087	47.28	35.46
330	611	330-611	47.28	35.46
362	8516	362-8516	49.44	37.08
330	14326	330-14326	47.52	35.64
801	125	801-125	47.52	35.64
968	609	968-609	47.52	35.64
394	14455	394-14455	50.88	38.16
2	8608	2-8608	47.76	35.82
837	14455	837-14455	47.76	35.82
821	95	821-95	47.76	35.82
606	14326	606-14326	47.76	35.82
2049	14000	2049-14000	47.76	35.82
18	26531	18-26531	47.76	35.82
93	14326	93-14326	47.76	35.82
623	95	623-95	47.76	35.82
891	96	891-96	47.76	35.82
222	26523	222-26523	47.76	35.82
483	22431	483-22431	47.76	35.82
147	8493	147-8493	47.76	35.82
606	196	606-196	48	36
1039	95	1039-95	48	36
623	609	623-609	48	36
1005	156	1005-156	48	36
771	234	771-234	48	36
811	26523	811-26523	48	36
497	234	497-234	48	36
623	96	623-96	76.08	57.06
265	196	265-196	48.24	36.18
771	14455	771-14455	48.24	36.18
463	14455	463-14455	48.24	36.18
102	118	102-118	48.24	36.18
135	212	135-212	48.24	36.18
872	14455	872-14455	48.24	36.18
7133	609	7133-609	48.48	36.36
984	8493	984-8493	48.48	36.36
385	156	385-156	48.48	36.36
2389	156	2389-156	48.48	36.36
135	8516	135-8516	48.72	36.54
222	8516	222-8516	48.72	36.54
265	8543	265-8543	48.72	36.54
471	203	471-203	48.72	36.54
158	130	158-130	48.72	36.54
837	35694	837-35694	48.72	36.54
3445	156	3445-156	48.72	36.54
241	35694	241-35694	48.72	36.54
265	14286	265-14286	48.72	36.54
606	168	606-168	48.96	36.72
172	8558	172-8558	48.96	36.72
342	207	342-207	48.96	36.72
740	8493	740-8493	48.96	36.72
4	14526	4-14526	48.96	36.72
37	14502	37-14502	48.96	36.72
342	14286	342-14286	48.96	36.72
2	35721	2-35721	49.2	36.9
319	360	319-360	49.2	36.9
3	35694	3-35694	49.2	36.9
172	34323	172-34323	49.2	36.9
342	8645	342-8645	49.2	36.9
122	130	122-130	49.2	36.9
637	125	637-125	49.44	37.08
1078	234	1078-234	49.44	37.08
8582	609	8582-609	49.44	37.08
355	156	355-156	49.44	37.08
2049	609	2049-609	49.44	37.08
811	196	811-196	49.44	37.08
3470	156	3470-156	49.44	37.08
497	125	497-125	49.44	37.08
629	609	629-609	49.44	37.08
811	310	811-310	49.44	37.08
7303	156	7303-156	49.44	37.08
637	203	637-203	49.44	37.08
2307	156	2307-156	49.44	37.08
652	14455	652-14455	49.44	37.08
6964	156	6964-156	49.44	37.08
5669	156	5669-156	49.44	37.08
1067	156	1067-156	49.44	37.08
891	609	891-609	49.44	37.08
471	95	471-95	49.44	37.08
652	128	652-128	49.44	37.08
9481	156	9481-156	49.44	37.08
2247	125	2247-125	49.44	37.08
8582	14000	8582-14000	49.44	37.08
3470	234	3470-234	49.44	37.08
2247	14455	2247-14455	49.44	37.08
1067	14455	1067-14455	49.44	37.08
362	310	362-310	49.44	37.08
531	14000	531-14000	49.44	37.08
6921	156	6921-156	49.44	37.08
2055	125	2055-125	49.44	37.08
872	14000	872-14000	49.44	37.08
375	203	375-203	49.44	37.08
3237	609	3237-609	49.44	37.08
2363	234	2363-234	49.44	37.08
933	156	933-156	49.44	37.08
497	14000	497-14000	49.44	37.08
2389	14455	2389-14455	49.44	37.08
811	111	811-111	49.44	37.08
483	611	483-611	49.68	37.26
37	22431	37-22431	49.68	37.26
414	34323	414-34323	49.68	37.26
319	34323	319-34323	49.68	37.26
2049	125	2049-125	49.68	37.26
483	23087	483-23087	49.68	37.26
319	8659	319-8659	49.68	37.26
304	8523	304-8523	49.68	37.26
771	168	771-168	49.68	37.26
172	710	172-710	49.68	37.26
556	234	556-234	49.68	37.26
79	35694	79-35694	49.68	37.26
265	710	265-710	49.68	37.26
771	611	771-611	49.68	37.26
2	35691	2-35691	49.68	37.26
102	311	102-311	49.92	37.44
319	196	319-196	49.92	37.44
37	8493	37-8493	49.92	37.44
291	156	291-156	49.92	37.44
93	125	93-125	147.84	110.88
265	96	265-96	138.96	104.22
122	96	122-96	138.96	104.22
79	14000	79-14000	132.96	99.72
837	125	837-125	130.32	97.74
122	125	122-125	125.76	94.32
2015	609	2015-609	127.44	95.58
4	611	4-611	123.6	92.7
265	14000	265-14000	120	90
740	125	740-125	118.32	88.74
1	460	1-460	114.72	86.04
2	611	2-611	113.76	85.32
2	460	2-460	113.04	84.78
483	125	483-125	108	81
2	111	2-111	107.76	80.82
414	125	414-125	144.72	108.54
241	96	241-96	151.68	113.76
188	611	188-611	85.92	64.44
79	8516	79-8516	81.6	61.2
772	125	772-125	86.4	64.8
79	203	79-203	78.96	59.22
37	203	37-203	78.96	59.22
3	8523	3-8523	78.96	59.22
1	35136	1-35136	73.92	55.44
202	460	202-460	93.6	70.2
3	360	3-360	72.24	54.18
463	125	463-125	72.24	54.18
952	8516	952-8516	68.88	51.66
18	8523	18-8523	88.08	66.06
18	111	18-111	67.92	50.94
845	203	845-203	78.96	59.22
5	8516	5-8516	65.28	48.96
37	460	37-460	65.28	48.96
319	460	319-460	65.28	48.96
188	460	188-460	65.28	48.96
37	8523	37-8523	64.56	48.42
740	8523	740-8523	64.56	48.42
79	8523	79-8523	63.36	47.52
5853	96	5853-96	61.92	46.44
241	125	241-125	141.84	106.38
135	125	135-125	60	45
79	360	79-360	57.84	43.38
37	360	37-360	57.84	43.38
556	168	556-168	57.36	43.02
122	8523	122-8523	56.4	42.3
2052	168	2052-168	55.92	41.94
188	360	188-360	55.44	41.58
772	96	772-96	80.4	60.3
228	234	228-234	53.76	40.32
228	125	228-125	53.52	40.14
2015	360	2015-360	53.04	39.78
413	360	413-360	52.8	39.6
241	360	241-360	52.8	39.6
483	8523	483-8523	57.84	43.38
37	26531	37-26531	50.16	37.62
188	23087	188-23087	50.16	37.62
483	26523	483-26523	50.4	37.8
265	311	265-311	50.4	37.8
845	111	845-111	50.4	37.8
2053	234	2053-234	50.64	37.98
518	609	518-609	50.64	37.98
158	190	158-190	50.64	37.98
1	35984	1-35984	50.64	37.98
12291	609	12291-609	50.64	37.98
637	609	637-609	50.64	37.98
1039	609	1039-609	50.64	37.98
2047	96	2047-96	50.64	37.98
2422	609	2422-609	50.64	37.98
276	234	276-234	50.64	37.98
652	609	652-609	50.64	37.98
572	125	572-125	50.64	37.98
342	34323	342-34323	50.64	37.98
