sloc1	scate2	sloc-scate	online_price	member_price
304	8855	304-8855	14.4	10.8
505	35828	505-35828	14.4	10.8
993	360	993-360	14.4	10.8
3328	130	3328-130	14.4	10.8
944	360	944-360	14.4	10.8
8716	8516	8716-8516	14.4	10.8
6760	14502	6760-14502	14.4	10.8
2323	35721	2323-35721	14.4	10.8
9799	111	9799-111	14.4	10.8
728	360	728-360	14.4	10.8
652	14001	652-14001	14.4	10.8
2054	14001	2054-14001	14.4	10.8
623	130	623-130	14.4	10.8
304	15520	304-15520	14.4	10.8
740	8719	740-8719	14.4	10.8
202	14255	202-14255	14.4	10.8
2041	14286	2041-14286	14.4	10.8
722	24056	722-24056	14.4	10.8
821	8543	821-8543	14.4	10.8
2422	35721	2422-35721	14.4	10.8
1086	8543	1086-8543	14.4	10.8
2371	8523	2371-8523	14.4	10.8
8601	360	8601-360	14.4	10.8
536	8516	536-8516	14.4	10.8
1057	207	1057-207	14.4	10.8
5756	14526	5756-14526	14.4	10.8
629	14255	629-14255	14.4	10.8
4	38117	4-38117	14.4	10.8
961	8546	961-8546	14.4	10.8
541	26516	541-26516	14.4	10.8
2037	309	2037-309	14.4	10.8
408	35828	408-35828	14.4	10.8
606	8546	606-8546	14.4	10.8
79	8608	79-8608	21.84	16.38
4	8752	4-8752	14.64	10.98
330	95	330-95	43.44	32.58
147	15520	147-15520	15.12	11.34
2380	96	2380-96	15.12	11.34
2299	609	2299-609	15.12	11.34
2363	460	2363-460	15.12	11.34
2350	14000	2350-14000	15.12	11.34
93	14354	93-14354	15.12	11.34
122	8717	122-8717	15.12	11.34
241	118	241-118	15.12	11.34
147	710	147-710	15.12	11.34
5928	14000	5928-14000	15.12	11.34
2044	168	2044-168	15.12	11.34
2395	96	2395-96	15.12	11.34
342	35984	342-35984	15.36	11.52
483	8608	483-8608	15.6	11.7
606	14286	606-14286	15.6	11.7
483	35691	483-35691	15.6	11.7
483	29389	483-29389	15.6	11.7
483	343	483-343	15.6	11.7
330	196	330-196	26.88	20.16
505	203	505-203	31.68	23.76
5	611	5-611	109.68	82.26
606	35694	606-35694	16.08	12.06
5	8609	5-8609	16.08	12.06
319	14379	319-14379	16.08	12.06
845	23065	845-23065	16.08	12.06
3157	234	3157-234	16.56	12.42
3163	234	3163-234	16.56	12.42
6760	95	6760-95	33.6	25.2
7453	156	7453-156	16.8	12.6
265	309	265-309	16.8	12.6
645	203	645-203	18.72	14.04
811	102	811-102	26.88	20.16
10417	96	10417-96	18	13.5
5853	14000	5853-14000	18	13.5
3163	156	3163-156	18.24	13.68
147	133	147-133	18.24	13.68
158	14379	158-14379	18.48	13.86
858	8516	858-8516	18.72	14.04
858	26523	858-26523	18.72	14.04
722	26513	722-26513	18.72	14.04
791	203	791-203	18.72	14.04
7133	212	7133-212	18.72	14.04
2053	23065	2053-23065	18.72	14.04
403	234	403-234	18.72	14.04
135	14419	135-14419	18.72	14.04
518	14455	518-14455	18.72	14.04
2429	8516	2429-8516	18.72	14.04
2032	168	2032-168	18.72	14.04
910	14286	910-14286	18.72	14.04
355	22431	355-22431	18.72	14.04
2041	14326	2041-14326	18.72	14.04
3489	203	3489-203	18.72	14.04
2307	168	2307-168	18.72	14.04
228	14286	228-14286	18.72	14.04
10492	156	10492-156	18.72	14.04
6964	8523	6964-8523	18.72	14.04
2372	14455	2372-14455	18.72	14.04
968	14326	968-14326	18.72	14.04
2323	156	2323-156	18.72	14.04
7133	111	7133-111	18.72	14.04
6760	14326	6760-14326	18.72	14.04
7468	609	7468-609	18.72	14.04
385	22431	385-22431	18.72	14.04
801	611	801-611	18.72	14.04
637	23087	637-23087	18.72	14.04
276	34323	276-34323	18.72	14.04
993	111	993-111	18.72	14.04
2380	111	2380-111	18.72	14.04
505	125	505-125	35.04	26.28
413	34323	413-34323	18.96	14.22
8601	156	8601-156	19.2	14.4
837	14379	837-14379	19.2	14.4
394	14286	394-14286	19.2	14.4
2015	14379	2015-14379	19.2	14.4
669	34323	669-34323	19.2	14.4
450	14326	450-14326	19.2	14.4
9326	156	9326-156	19.2	14.4
914	22431	914-22431	19.2	14.4
772	196	772-196	19.2	14.4
722	311	722-311	19.2	14.4
330	14286	330-14286	19.2	14.4
2037	95	2037-95	19.2	14.4
710	8516	710-8516	19.2	14.4
7453	8516	7453-8516	19.2	14.4
2	35828	2-35828	19.44	14.58
414	8608	414-8608	19.44	14.58
79	145	79-145	19.44	14.58
93	22431	93-22431	19.44	14.58
606	34323	606-34323	19.44	14.58
1	24056	1-24056	19.44	14.58
837	34323	837-34323	19.44	14.58
188	8735	188-8735	19.44	14.58
413	8735	413-8735	19.44	14.58
7133	14326	7133-14326	20.4	15.3
2045	156	2045-156	54.96	41.22
1057	310	1057-310	19.68	14.76
556	310	556-310	42.48	31.86
2299	14455	2299-14455	19.92	14.94
471	609	471-609	49.44	37.08
12291	203	12291-203	47.28	35.46
722	95	722-95	46.56	34.92
414	460	414-460	69.6	52.2
837	14000	837-14000	122.4	91.8
811	125	811-125	112.56	84.42
914	609	914-609	42.24	31.68
450	125	450-125	42.24	31.68
613	125	613-125	42.24	31.68
7133	203	7133-203	40.32	30.24
952	460	952-460	49.2	36.9
172	460	172-460	80.88	60.66
2045	168	2045-168	44.4	33.3
355	96	355-96	35.04	26.28
2363	125	2363-125	35.04	26.28
291	23087	291-23087	34.8	26.1
2053	460	2053-460	34.32	25.74
7133	95	7133-95	36.48	27.36
613	95	613-95	33.6	25.2
710	125	710-125	33.6	25.2
968	96	968-96	33.6	25.2
613	156	613-156	33.36	25.02
523	23065	523-23065	31.68	23.76
228	102	228-102	31.44	23.58
2052	8523	2052-8523	30.24	22.68
228	212	228-212	30	22.5
700	96	700-96	63.6	47.7
172	203	172-203	186.72	140.04
2363	96	2363-96	28.08	21.06
2055	156	2055-156	79.92	59.94
375	156	375-156	55.92	41.94
16	96	16-96	26.88	20.16
5632	125	5632-125	26.88	20.16
572	8523	572-8523	26.88	20.16
2325	96	2325-96	26.88	20.16
984	360	984-360	26.88	20.16
5853	609	5853-609	26.88	20.16
471	360	471-360	26.88	20.16
5632	95	5632-95	26.88	20.16
463	128	463-128	26.88	20.16
3489	156	3489-156	26.64	19.98
5	8523	5-8523	65.52	49.14
147	8523	147-8523	64.32	48.24
2397	168	2397-168	23.52	17.64
147	125	147-125	118.32	88.74
413	8523	413-8523	46.08	34.56
483	203	483-203	74.4	55.8
728	203	728-203	22.08	16.56
2398	609	2398-609	22.08	16.56
710	212	710-212	21.6	16.2
2350	96	2350-96	26.88	20.16
914	95	914-95	39.36	29.52
5722	168	5722-168	20.4	15.3
79	111	79-111	60.24	45.18
968	234	968-234	20.16	15.12
2052	460	2052-460	20.16	15.12
471	35136	471-35136	20.16	15.12
463	102	463-102	20.16	15.12
669	8493	669-8493	20.16	15.12
394	8516	394-8516	26.88	20.16
122	14000	122-14000	138.24	103.68
858	310	858-310	20.16	15.12
845	8735	845-8735	20.16	15.12
858	460	858-460	20.16	15.12
2	8645	2-8645	20.16	15.12
7620	8523	7620-8523	20.16	15.12
188	14255	188-14255	20.16	15.12
2045	8516	2045-8516	20.16	15.12
463	14286	463-14286	20.16	15.12
102	152	102-152	20.16	15.12
172	8608	172-8608	20.16	15.12
385	14502	385-14502	20.16	15.12
858	29389	858-29389	20.16	15.12
771	133	771-133	20.16	15.12
541	14354	541-14354	20.16	15.12
2015	199	2015-199	20.16	15.12
606	14419	606-14419	20.16	15.12
2053	8445	2053-8445	20.16	15.12
2054	130	2054-130	20.16	15.12
2052	310	2052-310	20.16	15.12
7453	8523	7453-8523	20.16	15.12
669	14526	669-14526	20.16	15.12
910	130	910-130	20.16	15.12
483	350	483-350	20.16	15.12
265	14526	265-14526	20.16	15.12
12804	14326	12804-14326	20.16	15.12
3237	14286	3237-14286	20.16	15.12
413	199	413-199	20.16	15.12
740	35828	740-35828	20.16	15.12
5669	310	5669-310	20.16	15.12
228	130	228-130	20.16	15.12
1016	8516	1016-8516	20.16	15.12
483	8546	483-8546	20.16	15.12
531	102	531-102	20.16	15.12
952	8558	952-8558	20.16	15.12
414	29389	414-29389	20.16	15.12
3177	8516	3177-8516	20.16	15.12
541	130	541-130	20.16	15.12
700	310	700-310	20.16	15.12
10536	14326	10536-14326	20.16	15.12
2347	14326	2347-14326	20.16	15.12
2315	14326	2315-14326	20.16	15.12
188	36008	188-36008	20.16	15.12
3	8444	3-8444	20.16	15.12
413	26521	413-26521	20.16	15.12
355	14502	355-14502	20.16	15.12
791	14326	791-14326	20.16	15.12
722	14502	722-14502	20.16	15.12
276	14502	276-14502	20.16	15.12
5632	203	5632-203	20.16	15.12
1	36014	1-36014	20.16	15.12
18	8855	18-8855	20.16	15.12
2299	310	2299-310	20.16	15.12
771	14379	771-14379	20.16	15.12
2032	310	2032-310	20.16	15.12
4	37863	4-37863	20.16	15.12
342	186	342-186	20.16	15.12
202	186	202-186	20.16	15.12
330	311	330-311	20.16	15.12
10039	152	10039-152	20.16	15.12
3	8719	3-8719	20.16	15.12
172	145	172-145	20.16	15.12
10492	14326	10492-14326	20.16	15.12
12291	102	12291-102	20.16	15.12
102	35984	102-35984	20.16	15.12
18	8546	18-8546	20.16	15.12
93	14379	93-14379	20.16	15.12
172	35984	172-35984	20.16	15.12
523	310	523-310	20.16	15.12
3157	14326	3157-14326	20.16	15.12
629	14326	629-14326	20.16	15.12
2045	190	2045-190	20.16	15.12
3177	360	3177-360	20.16	15.12
9530	14326	9530-14326	20.16	15.12
710	460	710-460	20.16	15.12
613	8523	613-8523	20.16	15.12
772	190	772-190	20.16	15.12
637	14502	637-14502	20.16	15.12
910	14502	910-14502	20.16	15.12
2037	14455	2037-14455	20.16	15.12
7468	14326	7468-14326	20.16	15.12
952	130	952-130	20.16	15.12
914	190	914-190	20.16	15.12
952	311	952-311	20.16	15.12
910	14419	910-14419	20.16	15.12
2015	29389	2015-29389	20.16	15.12
400	14326	400-14326	20.16	15.12
319	186	319-186	20.16	15.12
5722	8516	5722-8516	20.16	15.12
9326	14326	9326-14326	20.16	15.12
135	8442	135-8442	20.16	15.12
606	8442	606-8442	20.16	15.12
304	314	304-314	20.16	15.12
2054	35694	2054-35694	20.16	15.12
375	8523	375-8523	20.16	15.12
172	26516	172-26516	20.16	15.12
413	29389	413-29389	20.16	15.12
1039	14286	1039-14286	20.16	15.12
8973	14326	8973-14326	20.16	15.12
592	111	592-111	20.16	15.12
541	133	541-133	20.16	15.12
222	14502	222-14502	20.16	15.12
102	15520	102-15520	20.16	15.12
222	14379	222-14379	20.16	15.12
10506	14326	10506-14326	20.16	15.12
37	152	37-152	20.16	15.12
645	360	645-360	20.16	15.12
891	8493	891-8493	20.16	15.12
424	311	424-311	20.16	15.12
424	14286	424-14286	20.16	15.12
637	8558	637-8558	20.16	15.12
572	190	572-190	20.16	15.12
2372	14286	2372-14286	20.16	15.12
291	102	291-102	20.16	15.12
16	14326	16-14326	20.16	15.12
7921	14326	7921-14326	20.16	15.12
1039	8516	1039-8516	20.16	15.12
2	26515	2-26515	20.16	15.12
158	8717	158-8717	20.16	15.12
135	190	135-190	20.16	15.12
5653	14286	5653-14286	20.16	15.12
304	186	304-186	20.16	15.12
2372	14326	2372-14326	20.16	15.12
505	111	505-111	20.16	15.12
8716	14326	8716-14326	20.16	15.12
483	8442	483-8442	20.16	15.12
845	26516	845-26516	20.16	15.12
952	8537	952-8537	20.16	15.12
2429	14286	2429-14286	20.16	15.12
228	8558	228-8558	20.16	15.12
2397	14326	2397-14326	20.16	15.12
147	199	147-199	20.16	15.12
102	113	102-113	20.16	15.12
228	8537	228-8537	20.16	15.12
9551	14286	9551-14286	20.16	15.12
10285	168	10285-168	20.16	15.12
6770	14326	6770-14326	20.16	15.12
6760	14286	6760-14286	20.16	15.12
342	15520	342-15520	20.16	15.12
413	8645	413-8645	20.16	15.12
122	8746	122-8746	20.16	15.12
623	8523	623-8523	20.16	15.12
362	8558	362-8558	20.16	15.12
414	8546	414-8546	20.16	15.12
172	309	172-309	20.4	15.3
3	14379	3-14379	20.4	15.3
2303	609	2303-609	20.4	15.3
5	8608	5-8608	20.64	15.48
93	8493	93-8493	20.64	15.48
362	26531	362-26531	20.64	15.48
172	35828	172-35828	20.88	15.66
202	34807	202-34807	20.88	15.66
606	199	606-199	20.88	15.66
202	199	202-199	20.88	15.66
1067	96	1067-96	21.12	15.84
7303	96	7303-96	21.12	15.84
10039	96	10039-96	21.12	15.84
518	125	518-125	21.12	15.84
7289	96	7289-96	21.12	15.84
3157	14455	3157-14455	21.12	15.84
1016	125	1016-125	21.12	15.84
751	125	751-125	21.12	15.84
2307	96	2307-96	21.12	15.84
2371	96	2371-96	21.12	15.84
5928	14326	5928-14326	21.12	15.84
9704	96	9704-96	21.12	15.84
5942	14326	5942-14326	21.12	15.84
5	14526	5-14526	21.36	16.02
342	14354	342-14354	21.36	16.02
304	14502	304-14502	21.36	16.02
79	8537	79-8537	21.36	16.02
102	26516	102-26516	21.36	16.02
172	8537	172-8537	21.36	16.02
202	35828	202-35828	21.36	16.02
37	35828	37-35828	21.36	16.02
1	8855	1-8855	21.36	16.02
158	8442	158-8442	21.36	16.02
93	14502	93-14502	21.36	16.02
414	152	414-152	21.36	16.02
4	8692	4-8692	21.36	16.02
4	35984	4-35984	21.36	16.02
1	8746	1-8746	21.36	16.02
845	199	845-199	21.36	16.02
3	8442	3-8442	21.36	16.02
3	36008	3-36008	21.36	16.02
188	152	188-152	21.36	16.02
5	14419	5-14419	21.36	16.02
961	310	961-310	21.36	16.02
3328	96	3328-96	21.36	16.02
413	14286	413-14286	21.36	16.02
837	309	837-309	21.36	16.02
202	14526	202-14526	21.36	16.02
122	152	122-152	21.36	16.02
102	145	102-145	21.36	16.02
606	798	606-798	21.36	16.02
606	14502	606-14502	21.36	16.02
93	8543	93-8543	21.36	16.02
2	36488	2-36488	21.36	16.02
342	8735	342-8735	21.36	16.02
319	29389	319-29389	21.36	16.02
2296	168	2296-168	21.36	16.02
414	14526	414-14526	21.36	16.02
147	35984	147-35984	21.36	16.02
1	26518	1-26518	21.36	16.02
4	8746	4-8746	21.36	16.02
93	8735	93-8735	21.36	16.02
2	8746	2-8746	21.36	16.02
2	29389	2-29389	21.36	16.02
5	14379	5-14379	21.36	16.02
202	8719	202-8719	21.36	16.02
3	14363	3-14363	21.36	16.02
241	710	241-710	21.6	16.2
222	14526	222-14526	21.6	16.2
637	102	637-102	21.6	16.2
202	8609	202-8609	21.84	16.38
2053	26513	2053-26513	22.08	16.56
2284	203	2284-203	22.08	16.56
3237	8516	3237-8516	22.08	16.56
2395	156	2395-156	22.08	16.56
1057	14326	1057-14326	22.08	16.56
1067	203	1067-203	22.08	16.56
403	8516	403-8516	22.08	16.56
355	14326	355-14326	22.08	16.56
2395	609	2395-609	22.08	16.56
783	22431	783-22431	22.08	16.56
783	460	783-460	22.08	16.56
5653	168	5653-168	22.08	16.56
1096	203	1096-203	22.08	16.56
2393	609	2393-609	22.08	16.56
2044	203	2044-203	22.08	16.56
2378	8516	2378-8516	22.08	16.56
291	14326	291-14326	22.08	16.56
9389	156	9389-156	22.08	16.56
2380	8516	2380-8516	22.08	16.56
6700	360	6700-360	22.08	16.56
1067	8523	1067-8523	22.08	16.56
497	23087	497-23087	22.08	16.56
961	22431	961-22431	22.08	16.56
728	8523	728-8523	22.08	16.56
424	130	424-130	22.08	16.56
8760	168	8760-168	22.08	16.56
2380	609	2380-609	22.08	16.56
7453	14326	7453-14326	22.32	16.74
375	23087	375-23087	24.96	18.72
362	190	362-190	23.04	17.28
3163	310	3163-310	23.04	17.28
783	8523	783-8523	23.28	17.46
135	130	135-130	23.28	17.46
471	130	471-130	23.28	17.46
375	8516	375-8516	23.28	17.46
811	8445	811-8445	23.28	17.46
16	168	16-168	23.52	17.64
16	611	16-611	23.52	17.64
16	203	16-203	23.52	17.64
355	611	355-611	23.52	17.64
783	611	783-611	23.52	17.64
12804	168	12804-168	23.52	17.64
837	8445	837-8445	23.52	17.64
18	118	18-118	23.52	17.64
9499	23087	9499-23087	23.52	17.64
5334	168	5334-168	23.52	17.64
2363	611	2363-611	23.52	17.64
2395	203	2395-203	23.52	17.64
7453	168	7453-168	23.52	17.64
10539	203	10539-203	23.52	17.64
8481	35694	8481-35694	23.52	17.64
147	35691	147-35691	23.52	17.64
9993	168	9993-168	23.52	17.64
1086	611	1086-611	23.52	17.64
979	168	979-168	23.52	17.64
2392	168	2392-168	23.52	17.64
3434	26523	3434-26523	23.52	17.64
3434	35694	3434-35694	23.52	17.64
2393	168	2393-168	23.52	17.64
2346	168	2346-168	23.52	17.64
10362	168	10362-168	23.52	17.64
656	203	656-203	23.52	17.64
2380	35694	2380-35694	23.52	17.64
977	611	977-611	23.52	17.64
556	23087	556-23087	23.52	17.64
369	168	369-168	23.52	17.64
502	611	502-611	23.52	17.64
771	35694	771-35694	23.52	17.64
276	611	276-611	23.52	17.64
6805	168	6805-168	23.52	17.64
12804	203	12804-203	23.52	17.64
9749	168	9749-168	23.52	17.64
9517	168	9517-168	23.52	17.64
2390	35691	2390-35691	23.52	17.64
369	203	369-203	23.52	17.64
5	35691	5-35691	23.52	17.64
3163	22431	3163-22431	23.52	17.64
6752	168	6752-168	23.52	17.64
2045	611	2045-611	23.52	17.64
2015	35691	2015-35691	23.52	17.64
6803	203	6803-203	23.52	17.64
7576	203	7576-203	23.52	17.64
722	35691	722-35691	23.52	17.64
606	118	606-118	23.52	17.64
728	26523	728-26523	23.52	17.64
696	168	696-168	23.52	17.64
11077	203	11077-203	23.52	17.64
858	35694	858-35694	23.52	17.64
16	22431	16-22431	23.52	17.64
783	35694	783-35694	23.52	17.64
16	23087	16-23087	23.52	17.64
2315	168	2315-168	23.52	17.64
858	34323	858-34323	23.52	17.64
9123	168	9123-168	23.52	17.64
2042	23087	2042-23087	23.52	17.64
967	203	967-203	23.52	17.64
6700	168	6700-168	23.52	17.64
2047	168	2047-168	23.52	17.64
6729	22431	6729-22431	23.52	17.64
831	168	831-168	23.52	17.64
500	203	500-203	23.52	17.64
3328	35694	3328-35694	23.52	17.64
10184	168	10184-168	23.52	17.64
2395	168	2395-168	23.52	17.64
330	22431	330-22431	23.52	17.64
537	23087	537-23087	23.52	17.64
7951	168	7951-168	23.52	17.64
872	203	872-203	23.52	17.64
2307	611	2307-611	23.52	17.64
3359	35694	3359-35694	23.52	17.64
362	35691	362-35691	23.52	17.64
2302	35694	2302-35694	23.52	17.64
967	168	967-168	23.52	17.64
5695	203	5695-203	23.52	17.64
5334	203	5334-203	23.52	17.64
1734	710	1734-710	23.52	17.64
901	118	901-118	23.52	17.64
2408	22431	2408-22431	23.52	17.64
2429	35691	2429-35691	23.52	17.64
8854	22431	8854-22431	23.52	17.64
9688	168	9688-168	23.52	17.64
304	35691	304-35691	23.52	17.64
700	34323	700-34323	23.52	17.64
6752	26523	6752-26523	23.52	17.64
202	118	202-118	23.52	17.64
3328	168	3328-168	23.52	17.64
6770	710	6770-710	23.52	17.64
8854	168	8854-168	23.52	17.64
656	168	656-168	23.52	17.64
2354	168	2354-168	23.52	17.64
2372	22431	2372-22431	23.52	17.64
13951	611	13951-611	23.52	17.64
2037	203	2037-203	23.52	17.64
537	168	537-168	23.52	17.64
2041	611	2041-611	23.52	17.64
556	35694	556-35694	23.52	17.64
9709	203	9709-203	23.52	17.64
12804	611	12804-611	23.52	17.64
618	203	618-203	23.52	17.64
872	35694	872-35694	23.52	17.64
5772	168	5772-168	23.52	17.64
3350	168	3350-168	23.52	17.64
961	26523	961-26523	23.52	17.64
10506	611	10506-611	23.52	17.64
6745	203	6745-203	23.52	17.64
2380	203	2380-203	23.52	17.64
1039	35694	1039-35694	23.52	17.64
12804	23065	12804-23065	23.52	17.64
623	611	623-611	23.52	17.64
428	26523	428-26523	23.52	17.64
5333	203	5333-203	23.52	17.64
606	35691	606-35691	23.52	17.64
10454	168	10454-168	23.52	17.64
424	35694	424-35694	23.52	17.64
2378	611	2378-611	23.52	17.64
3184	203	3184-203	23.52	17.64
2350	611	2350-611	23.52	17.64
2422	710	2422-710	23.52	17.64
3198	203	3198-203	23.52	17.64
2347	22431	2347-22431	23.52	17.64
993	710	993-710	23.52	17.64
9444	203	9444-203	23.52	17.64
771	35691	771-35691	23.52	17.64
3177	35691	3177-35691	23.52	17.64
7620	26523	7620-26523	23.52	17.64
10524	168	10524-168	23.52	17.64
122	118	122-118	23.52	17.64
914	35691	914-35691	23.52	17.64
821	26523	821-26523	23.52	17.64
12291	35694	12291-35694	23.52	17.64
319	35691	319-35691	23.52	17.64
5632	34323	5632-34323	23.52	17.64
2381	168	2381-168	23.52	17.64
135	35691	135-35691	23.52	17.64
2303	611	2303-611	23.52	17.64
3445	35694	3445-35694	23.52	17.64
5928	22431	5928-22431	23.52	17.64
2303	35694	2303-35694	23.52	17.64
613	35694	613-35694	23.52	17.64
228	35691	228-35691	23.52	17.64
537	611	537-611	23.52	17.64
222	35691	222-35691	23.52	17.64
2049	22431	2049-22431	23.52	17.64
375	22431	375-22431	23.52	17.64
8398	168	8398-168	23.52	17.64
9530	168	9530-168	23.52	17.64
3470	203	3470-203	23.52	17.64
811	35691	811-35691	23.52	17.64
984	35691	984-35691	23.52	17.64
2049	35694	2049-35694	23.52	17.64
291	8558	291-8558	23.52	17.64
2325	611	2325-611	23.52	17.64
531	35694	531-35694	23.52	17.64
304	8735	304-8735	23.76	17.82
837	199	837-199	24.24	18.18
2032	156	2032-156	50.88	38.16
858	22431	858-22431	24.96	18.72
669	35694	669-35694	24.96	18.72
319	37981	319-37981	24.96	18.72
342	36008	342-36008	24.96	18.72
413	14526	413-14526	24.96	18.72
5853	203	5853-203	24.96	18.72
1039	26523	1039-26523	24.96	18.72
7453	203	7453-203	24.96	18.72
222	14286	222-14286	24.96	18.72
2052	35694	2052-35694	24.96	18.72
6700	203	6700-203	24.96	18.72
541	22431	541-22431	24.96	18.72
952	26523	952-26523	24.96	18.72
669	22431	669-22431	24.96	18.72
2037	168	2037-168	24.96	18.72
2299	203	2299-203	24.96	18.72
2053	23087	2053-23087	24.96	18.72
845	207	845-207	24.96	18.72
330	35694	330-35694	24.96	18.72
37	34807	37-34807	24.96	18.72
772	611	772-611	24.96	18.72
1734	203	1734-203	24.96	18.72
2049	168	2049-168	24.96	18.72
135	26523	135-26523	24.96	18.72
497	22431	497-22431	24.96	18.72
613	203	613-203	24.96	18.72
222	14419	222-14419	24.96	18.72
993	203	993-203	24.96	18.72
2045	26523	2045-26523	24.96	18.72
645	611	645-611	24.96	18.72
102	37863	102-37863	24.96	18.72
37	35691	37-35691	24.96	18.72
637	710	637-710	24.96	18.72
1057	611	1057-611	24.96	18.72
375	26523	375-26523	24.96	18.72
952	35694	952-35694	24.96	18.72
463	35694	463-35694	24.96	18.72
10536	203	10536-203	24.96	18.72
463	8516	463-8516	36.48	27.36
837	35828	837-35828	25.68	19.26
79	34806	79-34806	25.68	19.26
414	34806	414-34806	25.68	19.26
1	36488	1-36488	25.68	19.26
319	199	319-199	25.68	19.26
158	34806	158-34806	25.68	19.26
241	8735	241-8735	25.68	19.26
606	102	606-102	25.68	19.26
147	35828	147-35828	25.68	19.26
740	29389	740-29389	25.68	19.26
740	14001	740-14001	25.68	19.26
4	148	4-148	25.68	19.26
837	35721	837-35721	25.68	19.26
837	26516	837-26516	25.68	19.26
79	14419	79-14419	25.68	19.26
414	14419	414-14419	25.68	19.26
606	26531	606-26531	25.68	19.26
3	34807	3-34807	25.68	19.26
910	8537	910-8537	25.92	19.44
222	8537	222-8537	25.92	19.44
135	460	135-460	25.92	19.44
858	8543	858-8543	25.92	19.44
801	460	801-460	25.92	19.44
342	14419	342-14419	25.92	19.44
669	190	669-190	25.92	19.44
518	460	518-460	25.92	19.44
228	133	228-133	25.92	19.44
222	8659	222-8659	25.92	19.44
3489	8523	3489-8523	25.92	19.44
531	360	531-360	25.92	19.44
2422	8523	2422-8523	25.92	19.44
222	34807	222-34807	25.92	19.44
12291	311	12291-311	25.92	19.44
637	460	637-460	25.92	19.44
135	35721	135-35721	25.92	19.44
463	8558	463-8558	25.92	19.44
722	8537	722-8537	25.92	19.44
7303	360	7303-360	25.92	19.44
505	130	505-130	25.92	19.44
2422	360	2422-360	25.92	19.44
241	133	241-133	25.92	19.44
385	8516	385-8516	25.92	19.44
471	8735	471-8735	25.92	19.44
304	130	304-130	25.92	19.44
2342	8523	2342-8523	25.92	19.44
276	35984	276-35984	25.92	19.44
385	460	385-460	25.92	19.44
1005	8523	1005-8523	25.92	19.44
811	26531	811-26531	25.92	19.44
2046	460	2046-460	25.92	19.44
801	14419	801-14419	25.92	19.44
1086	207	1086-207	25.92	19.44
10015	190	10015-190	25.92	19.44
811	8735	811-8735	25.92	19.44
518	14419	518-14419	25.92	19.44
751	8558	751-8558	25.92	19.44
2372	8523	2372-8523	25.92	19.44
2422	152	2422-152	25.92	19.44
7133	8558	7133-8558	25.92	19.44
637	190	637-190	25.92	19.44
572	460	572-460	25.92	19.44
330	102	330-102	25.92	19.44
10120	460	10120-460	25.92	19.44
394	14502	394-14502	25.92	19.44
771	34807	771-34807	25.92	19.44
424	8493	424-8493	25.92	19.44
3489	460	3489-460	25.92	19.44
2354	14502	2354-14502	25.92	19.44
135	35984	135-35984	25.92	19.44
669	8558	669-8558	25.92	19.44
2299	156	2299-156	25.92	19.44
330	14502	330-14502	25.92	19.44
572	14502	572-14502	25.92	19.44
613	8735	613-8735	25.92	19.44
228	14419	228-14419	25.92	19.44
497	8735	497-8735	25.92	19.44
891	14502	891-14502	25.92	19.44
1734	8442	1734-8442	25.92	19.44
265	35984	265-35984	25.92	19.44
686	8735	686-8735	25.92	19.44
414	314	414-314	25.92	19.44
606	207	606-207	26.16	19.62
483	133	483-133	26.16	19.62
845	130	845-130	26.16	19.62
722	611	722-611	26.16	19.62
276	14286	276-14286	26.16	19.62
505	14286	505-14286	26.16	19.62
122	8537	122-8537	26.4	19.8
4	145	4-145	26.4	19.8
158	35828	158-35828	26.4	19.8
541	8537	541-8537	26.4	19.8
637	14326	637-14326	26.4	19.8
355	168	355-168	26.4	19.8
241	8608	241-8608	26.4	19.8
541	8445	541-8445	26.4	19.8
385	310	385-310	26.4	19.8
202	35721	202-35721	26.4	19.8
541	26531	541-26531	26.4	19.8
3184	156	3184-156	26.4	19.8
93	8442	93-8442	26.4	19.8
3184	96	3184-96	26.4	19.8
811	309	811-309	26.4	19.8
355	203	355-203	26.4	19.8
3	35691	3-35691	26.4	19.8
79	35691	79-35691	26.4	19.8
18	14526	18-14526	26.4	19.8
228	8659	228-8659	26.4	19.8
188	37981	188-37981	26.4	19.8
202	8608	202-8608	26.4	19.8
3	26517	3-26517	26.4	19.8
102	360	102-360	51.12	38.34
2346	96	2346-96	26.64	19.98
9902	156	9902-156	26.64	19.98
8694	609	8694-609	26.64	19.98
652	8516	652-8516	26.64	19.98
531	14326	531-14326	26.64	19.98
2373	14000	2373-14000	26.64	19.98
772	14354	772-14354	26.64	19.98
6964	609	6964-609	26.64	19.98
1039	111	1039-111	26.64	19.98
811	360	811-360	26.64	19.98
12291	14326	12291-14326	26.64	19.98
2328	203	2328-203	26.64	19.98
276	8543	276-8543	26.64	19.98
6964	203	6964-203	26.64	19.98
9811	203	9811-203	26.64	19.98
977	609	977-609	26.64	19.98
693	125	693-125	26.64	19.98
424	14419	424-14419	26.64	19.98
362	212	362-212	26.64	19.98
2429	111	2429-111	26.64	19.98
8854	14326	8854-14326	26.64	19.98
5928	96	5928-96	26.64	19.98
16	234	16-234	26.88	20.16
16	125	16-125	26.88	20.16
2347	609	2347-609	26.88	20.16
4	26518	4-26518	26.88	20.16
397	96	397-96	26.88	20.16
2429	234	2429-234	26.88	20.16
5334	96	5334-96	26.88	20.16
