sloc1	scate2	platform	cost	dispcnt	jz_cpm
2043	156	m	0.9	1	900.0
2044	609	pc	196.33	35	5609.428571428572
2046	14286	m	1.8	2	900.0
2047	611	m	1.81	2	905.0
2053	234	app	447.63	90	4973.666666666667
2055	96	app	1862.15	151	12332.119205298013
2192	96	m	217.28	131	1658.6259541984732
222	35694	m	27.16	20	1358.0
222	8537	app	8.4	8	1050.0
228	186	app	24.97	10	2497.0
228	96	m	9623.6	937	10270.651013874067
2303	111	m	13.42	12	1118.3333333333333
2307	360	m	5.11	3	1703.3333333333333
2315	125	app	4.72	4	1180.0
2319	22431	pc	2.82	2	1410.0
2323	168	pc	4.7	5	940.0
2323	207	app	7.2	6	1200.0
2323	212	pc	0.9	1	900.0
2328	118	pc	3.68	3	1226.6666666666667
2342	23087	app	5.4	6	900.0
2342	8558	pc	1.8	2	900.0
2346	310	app	4.0	4	1000.0
2347	36011	pc	0.9	1	900.0
2354	186	app	2.0	1	2000.0
2354	96	m	1062.27	307	3460.1628664495115
2364	130	app	3.1	3	1033.3333333333333
2372	168	app	504.82	119	4242.18487394958
2372	212	app	6.53	7	932.8571428571429
2380	611	m	0.91	1	910.0
241	35828	m	22.64	20	1132.0
2422	26513	pc	4.0	4	1000.0
265	145	pc	8.92	8	1115.0
265	26516	m	12.91	9	1434.4444444444443
265	8558	app	457.28	71	6440.56338028169
297	14000	m	47.23	29	1628.6206896551723
3	14379	app	128.71	62	2075.967741935484
3	41588	m	7.0	7	1000.0
304	14326	m	806.61	342	2358.5087719298244
304	8608	app	58.31	34	1715.0
3157	203	m	9.82	9	1091.111111111111
3184	111	app	40.13	27	1486.2962962962963
3184	35694	m	3.9	4	975.0
319	35136	app	6.0	6	1000.0
3209	35694	app	0.9	1	900.0
3237	310	app	1.8	2	900.0
3266	14326	m	11.87	11	1079.090909090909
3328	14000	app	253.97	35	7256.285714285715
342	310	pc	860.19	294	2925.816326530612
342	460	m	8348.06	1876	4449.925373134329
3445	609	m	36.23	39	928.974358974359
362	8523	app	1260.57	219	5756.027397260274
37	14000	pc	2196.22	174	12621.954022988506
375	130	m	1.0	1	1000.0
375	22431	pc	24.91	8	3113.75
375	8516	pc	118.23	24	4926.25
394	102	m	16.2	18	900.0
403	35828	m	3.13	2	1565.0
408	168	app	9.0	10	900.0
408	212	app	8.64	6	1440.0
413	609	pc	1099.79	179	6144.078212290503
414	314	app	18.59	14	1327.857142857143
424	96	app	4304.77	322	13368.850931677018
428	609	m	40.99	10	4099.0
450	611	app	11.68	11	1061.8181818181818
463	14379	pc	44.71	21	2129.0476190476193
468	186	pc	1.0	1	1000.0
483	8493	app	359.14	91	3946.5934065934066
5	14526	pc	424.64	94	4517.446808510638
505	133	app	37.0	29	1275.8620689655172
518	14419	m	39.48	26	1518.4615384615386
531	190	m	30.2	12	2516.6666666666665
537	8516	pc	1.0	1	1000.0
5695	460	pc	51.64	12	4303.333333333333
572	199	pc	2.9	3	966.6666666666666
5722	609	m	135.56	48	2824.1666666666665
5772	125	app	1.0	1	1000.0
5772	130	pc	1.0	1	1000.0
5845	14000	pc	55.9	6	9316.666666666666
5898	168	pc	14.5	10	1450.0
5898	212	pc	0.9	1	900.0
5936	8523	app	0.9	1	900.0
5942	168	pc	41.29	14	2949.285714285714
5942	8609	m	1.5	1	1500.0
606	14000	pc	221.46	43	5150.232558139535
629	196	pc	6.0	6	1000.0
629	23087	pc	8.71	6	1451.6666666666667
637	8735	app	8.01	5	1602.0
645	8493	app	5.7	3	1900.0
648	168	pc	8.45	6	1408.3333333333333
656	460	app	8.4	5	1680.0
6700	156	pc	90.87	38	2391.315789473684
6718	14286	m	2.7	3	900.0
6752	14286	app	2.7	3	900.0
6760	22431	app	23.78	19	1251.578947368421
6776	203	m	3.6	4	900.0
679	96	m	649.16	182	3566.813186813187
6803	23087	pc	0.9	1	900.0
6964	37981	m	1.8	2	900.0
6964	8523	m	60.95	38	1603.9473684210527
697	168	app	12.3	8	1537.5
697	212	app	0.9	1	900.0
700	460	app	505.72	56	9030.714285714286
710	360	app	1.0	1	1000.0
710	8445	app	2.0	2	1000.0
722	196	app	6.32	5	1264.0
722	23087	app	16.0	16	1000.0
7303	196	app	1.0	1	1000.0
740	14326	pc	232.74	77	3022.5974025974024
771	798	m	1.0	1	1000.0
776	35694	pc	1.0	1	1000.0
79	168	pc	4793.14	780	6145.051282051282
79	207	app	293.73	68	4319.558823529412
79	212	pc	691.5	118	5860.169491525424
7951	96	app	179.71	82	2191.5853658536585
801	26523	pc	39.58	10	3958.0
821	125	m	516.91	65	7952.461538461538
821	8543	m	24.83	6	4138.333333333333
831	203	app	119.57	41	2916.3414634146343
845	190	app	542.14	61	8887.540983606557
845	8442	pc	7.15	6	1191.6666666666667
858	14326	pc	2.0	2	1000.0
8582	125	m	16.6	7	2371.4285714285716
8601	190	pc	2.0	1	2000.0
8601	95	m	57.8	36	1605.5555555555557
882	128	m	1.8	2	900.0
882	8546	m	2.7	2	1350.0
891	36488	pc	2.7	3	900.0
9123	8558	app	1.0	1	1000.0
93	111	app	224.18	58	3865.1724137931033
93	234	pc	521.64	114	4575.789473684211
9422	156	app	1.6	1	1600.0
944	8493	m	9.12	5	1824.0
9449	203	m	4.24	4	1060.0
9499	14326	pc	3.5	3	1166.6666666666667
961	111	m	14.94	8	1867.5
961	34323	app	1.0	1	1000.0
967	14455	app	6.19	3	2063.3333333333335
9687	234	app	1.9	2	950.0
9688	22431	m	1.8	2	900.0
9709	130	app	0.9	1	900.0
9717	168	app	71.82	37	1941.081081081081
9717	212	app	4.23	4	1057.5
9736	145	pc	0.9	1	900.0
977	23087	m	1.8	2	900.0
979	14502	pc	0.9	1	900.0
984	14001	pc	9.0	9	1000.0
9854	168	m	6.01	6	1001.6666666666666
9902	128	m	0.9	1	900.0
1	14354	app	107.47	81	1326.79012345679
1	207	pc	3556.37	407	8738.009828009828
10134	35694	m	5.14	3	1713.3333333333333
10260	360	pc	15.29	5	3058.0
10266	14455	app	7.54	5	1508.0
10285	8523	app	220.58	45	4901.777777777777
10291	212	pc	1.05	1	1050.0
10524	35691	m	0.9	1	900.0
1057	14286	m	36.35	22	1652.2727272727273
11296	14000	app	14.57	5	2914.0
122	26531	app	344.3	73	4716.438356164384
14357	8516	pc	0.9	1	900.0
147	14326	pc	715.5	113	6331.858407079646
172	35721	pc	206.86	27	7661.481481481482
18	34806	app	89.86	15	5990.666666666667
2032	360	pc	14.13	1	14130.0
2038	14455	app	42.58	20	2129.0
2039	26523	app	4.99	2	2495.0
2043	111	m	13.11	7	1872.857142857143
2044	14379	m	0.9	1	900.0
2045	186	pc	1.1	1	1100.0
2045	34806	app	1.0	1	1000.0
2047	360	m	31.52	15	2101.3333333333335
2048	156	pc	8.5	8	1062.5
2048	23087	m	18.0	12	1500.0
2054	36008	pc	1.0	1	1000.0
2055	125	app	661.44	45	14698.666666666666
2055	130	pc	0.99	1	990.0
2055	8543	app	48.33	6	8055.0
2192	125	m	9.01	10	901.0
2248	310	app	8.19	8	1023.75
228	125	m	952.7	173	5506.936416184971
228	8543	m	20.36	5	4072.0
2302	171	pc	1.0	1	1000.0
2303	156	app	43.48	38	1144.2105263157894
2303	8558	m	3.82	4	955.0
2307	611	app	6.21	4	1552.5
2315	203	pc	19.73	10	1973.0
2319	609	app	24.59	17	1446.4705882352941
2325	8516	app	20.81	15	1387.3333333333333
2329	95	m	12.0	12	1000.0
2337	14455	m	38.41	21	1829.047619047619
2337	311	app	2.98	3	993.3333333333334
2342	35694	pc	11.85	9	1316.6666666666667
2354	125	m	99.9	60	1665.0
2363	95	app	409.5	166	2466.867469879518
2364	203	app	21.39	17	1258.235294117647
2371	133	app	2.0	2	1000.0
2371	14455	app	7.16	6	1193.3333333333333
2373	14419	m	2.7	3	900.0
2378	190	app	4.0	4	1000.0
2380	360	m	7.86	4	1965.0
2381	156	pc	25.52	23	1109.5652173913043
2381	23087	m	0.9	1	900.0
2381	350	m	1.8	2	900.0
2397	609	pc	17.43	17	1025.2941176470588
2422	190	app	90.97	15	6064.666666666667
2422	8442	pc	8.19	4	2047.5
276	35694	app	46.75	24	1947.9166666666667
293	310	app	0.9	1	900.0
296	102	m	0.9	1	900.0
3	38118	pc	4.0	3	1333.3333333333333
3163	34323	pc	0.9	1	900.0
3177	35691	app	1.8	2	900.0
3177	710	pc	13.72	10	1372.0
3177	97	pc	0.9	1	900.0
319	34323	pc	68.48	48	1426.6666666666667
330	23065	app	1.0	1	1000.0
3350	128	m	12.45	13	957.6923076923077
342	36488	pc	14.6	15	973.3333333333334
3434	156	pc	33.99	19	1788.9473684210527
3434	23087	m	11.7	13	900.0
3445	196	m	1.77	2	885.0
3453	128	pc	1.0	1	1000.0
357	360	pc	8.8	3	2933.3333333333335
357	8445	pc	0.9	1	900.0
362	14286	app	59.86	14	4275.714285714285
362	26531	pc	2.0	2	1000.0
375	203	m	673.06	186	3618.6021505376343
385	8493	app	5.68	3	1893.3333333333333
394	26523	m	1.0	1	1000.0
394	309	app	7.2	8	900.0
408	35828	pc	3.77	2	1885.0
413	196	pc	279.18	67	4166.865671641791
413	23087	pc	130.53	56	2330.8928571428573
414	186	pc	80.93	32	2529.0625
424	125	app	961.2	86	11176.744186046511
424	130	pc	42.05	28	1501.7857142857142
424	14379	m	4.92	2	2460.0
424	8543	app	62.83	16	3926.875
450	360	app	38.74	28	1383.5714285714287
455	310	app	1.8	2	900.0
463	186	app	2.89	2	1445.0
463	96	m	7397.63	1042	7099.452975047985
483	15520	pc	11.95	11	1086.3636363636363
483	36008	app	11.86	12	988.3333333333334
5	8735	m	205.87	47	4380.212765957447
523	14502	app	3.6	4	900.0
536	95	m	29.23	18	1623.888888888889
537	203	m	24.97	18	1387.2222222222222
541	26523	pc	644.6	67	9620.89552238806
556	26523	m	9.0	10	900.0
556	309	app	7.9	8	987.5
5733	8516	pc	3.6	4	900.0
5772	203	pc	10.32	4	2580.0
592	310	m	49.46	36	1373.888888888889
592	34807	pc	0.9	1	900.0
592	611	pc	3.33	3	1110.0
5958	14000	app	1.34	1	1340.0
613	8558	pc	4.23	3	1410.0
623	234	m	5.0	4	1250.0
629	36011	pc	2.0	2	1000.0
637	14526	m	49.01	13	3770.0
645	15520	pc	0.99	1	990.0
645	36008	app	0.9	1	900.0
652	34323	pc	2.7	3	900.0
6700	111	pc	32.08	26	1233.8461538461538
6729	8523	app	1.0	1	1000.0
6760	8692	m	0.91	1	910.0
6788	14455	pc	2.3	1	2300.0
679	125	m	122.3	65	1881.5384615384614
6964	14354	app	9.7	8	1212.5
710	35691	app	3.61	4	902.5
710	8523	pc	28.51	12	2375.8333333333335
7133	710	m	4.0	4	1000.0
722	35694	pc	19.78	11	1798.1818181818182
725	8523	m	5.0	1	5000.0
728	96	pc	838.54	111	7554.414414414415
740	133	app	18.16	16	1135.0
7453	8735	app	5.8	4	1450.0
7468	128	pc	2.22	2	1110.0
751	14455	app	67.6	26	2600.0
7576	14455	m	8.42	2	4210.0
7620	14455	m	167.49	62	2701.451612903226
7620	311	app	12.72	10	1272.0
771	35694	app	99.35	20	4967.5
772	130	m	21.01	18	1167.2222222222222
772	22431	pc	264.77	35	7564.857142857143
772	8516	pc	148.62	36	4128.333333333333
79	8659	pc	818.7	273	2998.901098901099
7921	14000	m	12.82	14	915.7142857142857
7921	15520	app	2.7	3	900.0
7951	125	app	84.04	13	6464.615384615385
7951	130	pc	2.9	2	1450.0
7951	8543	app	9.89	3	3296.6666666666665
811	152	app	15.8	9	1755.5555555555557
821	96	app	1060.25	151	7021.523178807947
831	8493	pc	3.05	2	1525.0
831	8516	m	42.27	17	2486.470588235294
837	343	app	15.3	17	900.0
858	133	app	1.0	1	1000.0
8582	96	app	58.78	49	1199.591836734694
8694	36008	m	0.9	1	900.0
8716	14326	pc	2.0	2	1000.0
8854	128	pc	1.0	1	1000.0
8854	8546	pc	8.72	3	2906.6666666666665
891	460	app	65.39	34	1923.235294117647
901	460	m	9.76	10	976.0
914	26523	app	9.0	10	900.0
927	156	m	20.3	11	1845.4545454545455
93	145	pc	7.4	8	925.0
93	26516	m	4.4	4	1100.0
93	8558	app	249.15	64	3892.96875
933	35694	app	1.8	2	900.0
9363	35694	pc	0.9	1	900.0
961	156	app	162.03	70	2314.714285714286
961	8558	m	0.91	1	910.0
9656	460	pc	5.4	3	1800.0
9688	8537	m	1.11	1	1110.0
9704	8493	m	4.5	2	2250.0
9709	203	app	8.4	9	933.3333333333334
977	609	app	119.85	46	2605.4347826086955
977	8537	pc	2.22	2	1110.0
984	199	m	12.0	7	1714.2857142857142
993	15520	m	0.9	1	900.0
1	118	pc	189.35	129	1467.8294573643411
1	37981	app	427.31	151	2829.8675496688743
10070	35694	app	0.9	1	900.0
10088	14526	app	0.9	1	900.0
10097	8493	pc	4.51	2	2255.0
10106	15520	pc	3.1	3	1033.3333333333333
10115	168	app	20.7	19	1089.4736842105262
10115	212	app	7.9	5	1580.0
1016	609	m	42.2	42	1004.7619047619048
102	34807	m	7.8	5	1560.0
102	611	m	5234.82	679	7709.60235640648
10260	310	app	6.0	6	1000.0
1029	8735	m	2.7	3	900.0
10467	14455	m	5.56	6	926.6666666666666
10492	207	m	6.02	2	3010.0
10513	14000	app	15.67	4	3917.5
1057	97	app	10.49	8	1311.25
1078	128	pc	2.71	2	1355.0
1078	8546	pc	10.51	2	5255.0
1086	35691	pc	1.0	1	1000.0
122	14526	app	144.06	51	2824.705882352941
122	712	pc	1.8	2	900.0
12291	710	app	9.0	10	900.0
12291	97	app	4.79	4	1197.5
135	8493	m	36.97	17	2174.705882352941
14357	203	m	9.17	9	1018.8888888888889
147	133	app	235.95	58	4068.103448275862
158	14455	app	2491.21	480	5190.020833333333
16	95	pc	446.31	84	5313.214285714285
172	168	pc	6097.9	670	9101.34328358209
172	207	app	609.02	82	7427.073170731707
172	212	pc	920.4	129	7134.883720930233
18	14502	app	396.22	65	6095.692307692308
18	8761	m	8.22	7	1174.2857142857142
188	23065	app	1907.23	140	13623.07142857143
2	14255	app	3.6	4	900.0
2	24056	app	26.99	12	2249.1666666666665
2	35694	app	503.54	70	7193.428571428572
2	8692	app	2.89	3	963.3333333333334
2015	36008	m	8.0	8	1000.0
202	14455	app	1618.19	421	3843.6817102137766
2032	310	app	127.93	21	6091.9047619047615
2040	96	m	429.96	312	1378.076923076923
2041	14526	m	1.0	1	1000.0
2043	156	app	7.2	8	900.0
2047	611	app	3.12	2	1560.0
2049	14379	pc	2.84	3	946.6666666666666
2050	130	app	0.9	1	900.0
2054	95	pc	130.38	33	3950.909090909091
2055	203	pc	41.08	9	4564.444444444444
2192	96	app	167.56	66	2538.787878787879
222	35694	app	15.66	13	1204.6153846153845
228	96	app	8131.5	529	15371.455576559547
2299	609	pc	69.26	26	2663.846153846154
2302	8523	m	68.2	26	2623.076923076923
2303	111	app	15.9	14	1135.7142857142858
2303	234	pc	4.23	3	1410.0
2303	35694	m	16.73	8	2091.25
2307	360	app	0.9	1	900.0
2342	156	m	256.08	203	1261.4778325123152
2344	14502	m	0.9	1	900.0
2354	96	app	602.76	100	6027.6
2363	14000	pc	34.05	16	2128.125
2364	8493	pc	1.99	2	995.0
2373	309	pc	7.7	5	1540.0
2378	14000	m	669.98	110	6090.727272727273
2380	611	app	4.64	5	928.0
241	35828	app	21.33	19	1122.6315789473683
2422	14000	m	30.6	21	1457.142857142857
265	26516	app	5.84	3	1946.6666666666667
265	26521	pc	12.73	8	1591.25
276	190	pc	7.26	6	1210.0
276	95	m	985.03	363	2713.5812672176307
296	26523	m	0.9	1	900.0
297	14000	app	34.47	14	2462.1428571428573
3	130	m	1511.99	456	3315.7675438596493
3	22431	pc	832.81	225	3701.3777777777777
3	41588	app	4.0	4	1000.0
3	8516	pc	2627.83	266	9879.060150375939
304	14326	app	319.08	126	2532.3809523809523
3157	203	app	10.0	10	1000.0
3163	310	pc	11.97	8	1496.25
3163	460	m	10.0	8	1250.0
3177	14286	pc	0.9	1	900.0
3184	35694	app	4.9	5	980.0
319	156	pc	3448.47	314	10982.388535031847
3237	611	m	0.9	1	900.0
3266	14326	app	1.99	2	995.0
3266	460	pc	10.5	8	1312.5
330	35984	m	0.9	1	900.0
342	460	app	4053.79	401	10109.201995012469
3434	111	pc	12.38	5	2476.0
3445	609	app	28.83	26	1108.8461538461538
3445	8537	pc	2.2	2	1100.0
362	14526	pc	39.0	23	1695.6521739130435
37	15520	m	1.2	1	1200.0
375	130	app	3.97	3	1323.3333333333333
385	15520	pc	9.5	8	1187.5
394	102	app	21.6	24	900.0
403	35828	app	44.01	15	2934.0
424	203	pc	363.89	84	4332.023809523809
428	609	app	103.54	17	6090.588235294118
450	35691	app	1.8	2	900.0
450	8523	pc	197.48	49	4030.204081632653
463	125	m	1858.36	132	14078.484848484848
463	8543	m	10.82	7	1545.7142857142858
468	96	pc	57.3	9	6366.666666666667
471	207	m	55.11	12	4592.5
518	14419	app	37.16	31	1198.7096774193549
531	190	app	19.86	9	2206.6666666666665
556	102	app	0.9	1	900.0
5632	128	pc	8.1	9	900.0
5632	8546	pc	2.7	3	900.0
5709	8493	m	3.74	2	1870.0
5722	609	app	103.69	27	3840.3703703703704
5733	203	m	35.0	26	1346.1538461538462
592	360	pc	12.83	10	1283.0
652	156	pc	139.54	66	2114.242424242424
656	611	pc	4.04	3	1346.6666666666667
669	314	app	2.7	3	900.0
669	8855	pc	5.0	5	1000.0
6718	14286	app	7.2	8	900.0
6770	14000	m	88.7	42	2111.904761904762
6770	15520	app	1.0	1	1000.0
6776	203	app	6.3	7	900.0
679	96	app	304.05	58	5242.241379310345
686	128	m	6.55	7	935.7142857142857
686	8546	m	2.01	1	2010.0
6921	207	pc	4.0	4	1000.0
6964	37981	app	6.3	7	900.0
6964	8523	app	96.3	56	1719.642857142857
700	310	m	22.5	23	978.2608695652174
700	34807	pc	1.0	1	1000.0
700	611	pc	24.49	14	1749.2857142857142
710	14286	pc	8.79	4	2197.5
7133	14286	m	45.09	21	2147.1428571428573
725	8735	pc	1.0	1	1000.0
728	125	pc	171.11	36	4753.055555555556
728	8543	pc	3.6	4	900.0
740	8608	m	0.61	1	610.0
771	190	pc	192.5	47	4095.744680851064
771	798	app	1.0	1	1000.0
771	95	m	522.4	232	2251.7241379310344
772	203	m	913.38	522	1749.7701149425288
791	26523	m	8.76	8	1095.0
7951	203	pc	11.13	9	1236.6666666666667
801	309	m	2.8	3	933.3333333333334
821	125	app	272.71	22	12395.90909090909
821	130	pc	24.72	11	2247.2727272727275
821	8543	app	12.71	5	2542.0
831	36008	pc	2.0	2	1000.0
836	8516	pc	0.9	1	900.0
8582	125	app	3.9	4	975.0
8601	95	app	37.67	24	1569.5833333333333
8694	190	pc	1.0	1	1000.0
8694	95	m	583.4	181	3223.204419889503
872	14526	m	68.98	12	5748.333333333333
882	128	app	1.8	1	1800.0
93	29389	m	7.0	7	1000.0
9326	96	pc	15.69	11	1426.3636363636363
933	95	m	40.34	43	938.1395348837209
9363	156	m	5.4	6	900.0
9444	8493	m	1.0	1	1000.0
9449	203	app	5.0	5	1000.0
9472	8537	m	1.8	2	900.0
9481	168	pc	7.8	6	1300.0
9481	212	pc	31.74	9	3526.6666666666665
952	14455	m	85.59	40	2139.75
961	111	app	2.21	2	1105.0
9617	460	m	30.6	34	900.0
9688	22431	app	2.7	3	900.0
9688	95	pc	6.0	6	1000.0
977	23087	app	0.9	1	900.0
984	36014	m	0.9	1	900.0
9854	168	app	5.1	4	1275.0
1	8609	pc	303.58	103	2947.378640776699
1005	156	pc	11.8	12	983.3333333333334
1005	23087	m	6.3	7	900.0
1016	196	m	1.8	2	900.0
10171	14526	m	1.0	1	1000.0
10198	35984	m	1.0	1	1000.0
102	360	m	4825.8	635	7599.685039370079
102	37863	pc	51.37	31	1657.0967741935483
102	8445	m	919.08	286	3213.5664335664337
102	8746	pc	37.8	41	921.9512195121952
1039	128	m	1.8	2	900.0
1039	8546	m	3.88	3	1293.3333333333333
10448	234	m	6.63	4	1657.5
10454	190	app	1.0	1	1000.0
10524	710	pc	1.0	1	1000.0
10552	14000	m	25.51	19	1342.6315789473683
10564	310	pc	2.7	3	900.0
10564	460	m	61.78	22	2808.181818181818
1057	14286	app	33.08	16	2067.5
1078	35721	app	3.1	2	1550.0
122	128	pc	282.13	76	3712.2368421052633
122	26520	pc	5.4	6	900.0
122	8546	pc	90.88	39	2330.25641025641
12291	14286	app	1.0	1	1000.0
12291	26531	pc	16.01	9	1778.888888888889
135	36008	m	1.0	1	1000.0
13951	96	m	578.31	75	7710.8
14357	130	app	1.99	1	1990.0
147	8608	m	69.75	27	2583.3333333333335
16	35694	m	1.0	1	1000.0
16	8537	app	0.9	1	900.0
172	8659	pc	39.5	37	1067.5675675675675
188	35984	m	8.0	8	1000.0
2	190	pc	4283.44	204	20997.254901960783
2	798	app	1.0	1	1000.0
2	95	m	6259.74	1400	4471.242857142857
2015	190	pc	261.21	31	8426.129032258064
2015	95	m	3146.99	439	7168.542141230068
2042	8523	m	8.13	8	1016.25
2043	111	app	30.8	13	2369.230769230769
2044	14379	app	2.7	3	900.0
2045	96	pc	1395.98	107	13046.542056074766
2046	14526	pc	1.15	1	1150.0
2047	360	app	53.5	20	2675.0
2048	23087	app	8.5	7	1214.2857142857142
2048	8558	pc	7.12	4	1780.0
2053	23065	m	67.12	33	2033.939393939394
2192	130	pc	0.9	1	900.0
222	190	pc	126.98	42	3023.3333333333335
222	95	m	962.27	507	1897.9684418145957
2247	14286	m	6.39	7	912.8571428571429
2248	611	m	4.58	3	1526.6666666666667
228	125	app	430.18	63	6828.253968253968
228	130	pc	71.0	39	1820.5128205128206
228	14379	m	10.21	6	1701.6666666666667
228	8543	app	51.5	13	3961.5384615384614
2303	8558	app	10.76	11	978.1818181818181
2307	8523	pc	15.16	8	1895.0
2325	8493	m	9.58	5	1916.0
2328	207	m	1.86	1	1860.0
2329	95	app	14.0	14	1000.0
2337	14455	app	9.1	7	1300.0
2342	111	m	0.9	1	900.0
2346	360	m	12.87	11	1170.0
2347	156	pc	143.83	33	4358.484848484848
2347	23087	m	5.4	6	900.0
2354	125	app	44.77	20	2238.5
2354	130	pc	26.17	19	1377.3684210526317
2354	8543	app	1.98	2	990.0
2373	14419	app	1.8	2	900.0
2380	360	app	1.0	1	1000.0
2381	23087	app	0.9	1	900.0
2381	350	app	1.8	2	900.0
2381	8558	pc	3.94	3	1313.3333333333333
2393	96	m	251.72	92	2736.086956521739
241	14455	m	2875.13	850	3382.505882352941
265	234	m	2576.07	538	4788.2342007434945
291	8855	pc	3.0	3	1000.0
296	102	app	4.5	5	900.0
3	203	m	10875.14	2493	4362.270356999599
3157	8516	m	1.8	2	900.0
319	111	pc	2209.01	182	12137.417582417582
3237	360	m	14.84	2	7420.0
3350	128	app	0.9	1	900.0
3350	14455	pc	3.9	3	1300.0
3434	23087	app	0.9	1	900.0
3445	196	app	1.99	2	995.0
362	8735	m	5.67	5	1134.0
367	8523	m	30.43	12	2535.8333333333335
375	203	app	1468.61	252	5827.81746031746
375	37861	pc	0.9	1	900.0
394	26523	app	8.0	8	1000.0
403	14455	m	59.59	27	2207.037037037037
414	96	pc	7948.95	645	12323.953488372093
424	14379	app	15.61	6	2601.6666666666665
450	14286	pc	2.7	3	900.0
463	96	app	5823.63	438	13295.95890410959
468	125	pc	1.0	1	1000.0
471	118	m	1.0	1	1000.0
471	35721	pc	3.0	3	1000.0
483	14000	pc	1661.28	111	14966.486486486487
5	26531	m	154.88	45	3441.777777777778
5	8735	app	317.35	53	5987.735849056604
505	14326	m	50.35	46	1094.5652173913043
518	710	m	15.3	17	900.0
518	97	m	1.0	1	1000.0
536	95	app	67.82	43	1577.2093023255813
537	203	app	112.65	53	2125.4716981132074
541	309	m	19.13	8	2391.25
556	26523	app	2.7	3	900.0
572	14001	pc	0.9	1	900.0
5733	130	app	8.22	2	4110.0
592	310	app	44.58	27	1651.111111111111
613	156	m	434.3	118	3680.508474576271
623	234	app	9.5	9	1055.5555555555557
629	609	m	325.93	87	3746.32183908046
637	14526	app	119.46	22	5430.0
645	14000	pc	82.61	6	13768.333333333334
652	111	pc	31.17	12	2597.5
669	186	pc	8.91	4	2227.5
6700	14255	pc	4.5	5	900.0
6700	35694	pc	0.9	1	900.0
6788	311	m	3.0	1	3000.0
679	125	app	37.15	17	2185.294117647059
679	130	pc	2.0	2	1000.0
693	26523	m	1.0	1	1000.0
700	360	pc	10.25	5	2050.0
7133	710	app	9.0	6	1500.0
7133	97	app	0.9	1	900.0
722	8537	m	3.33	3	1110.0
725	8523	app	1.0	1	1000.0
7576	14455	app	10.69	3	3563.3333333333335
7620	14455	app	195.89	47	4167.872340425532
772	130	app	2.7	3	900.0
776	95	pc	109.51	14	7822.142857142857
79	35721	m	50.08	16	3130.0
7921	14000	app	3.6	4	900.0
801	102	m	11.0	10	1100.0
821	203	pc	101.32	24	4221.666666666667
831	22431	app	1.0	1	1000.0
831	8516	app	101.63	32	3175.9375
836	203	m	11.67	11	1060.909090909091
845	35984	m	14.0	14	1000.0
8582	203	pc	10.22	10	1022.0
8601	14000	pc	24.77	5	4954.0
8694	15520	pc	1.0	1	1000.0
891	310	m	4.0	2	2000.0
891	611	pc	27.95	15	1863.3333333333333
901	460	app	6.3	6	1050.0
927	156	app	3.9	4	975.0
927	8558	m	2.0	2	1000.0
93	26516	app	14.1	13	1084.6153846153845
9326	125	pc	35.84	12	2986.6666666666665
944	15520	pc	2.82	3	940.0
946	128	app	0.9	1	900.0
9472	95	pc	8.1	5	1620.0
9529	360	m	1.35	1	1350.0
961	8558	app	10.9	10	1090.0
9688	8537	app	1.0	1	1000.0
9704	8493	app	2.62	1	2620.0
977	35694	pc	10.4	7	1485.7142857142858
9799	712	m	0.9	1	900.0
984	199	app	36.29	14	2592.1428571428573
993	14000	m	774.19	157	4931.146496815287
10015	310	pc	2.9	3	966.6666666666666
10015	460	m	13.5	15	900.0
10106	14000	pc	22.65	3	7550.0
1016	609	app	47.56	38	1251.578947368421
10175	96	pc	15.82	4	3955.0
102	34807	app	6.01	3	2003.3333333333333
102	35691	m	187.92	36	5220.0
102	611	app	2202.25	179	12303.072625698323
1029	8735	app	0.9	1	900.0
10417	14326	m	1.8	2	900.0
10434	609	m	4.5	5	900.0
10454	14000	m	117.94	36	3276.1111111111113
10467	14455	app	3.84	4	960.0
10492	207	app	6.52	2	3260.0
10492	212	pc	9.99	5	1998.0
10536	156	m	1.8	2	900.0
1057	14526	pc	11.87	6	1978.3333333333333
1096	14286	m	4.5	5	900.0
12291	14526	pc	25.56	15	1704.0
135	8493	app	46.99	24	1957.9166666666667
14357	203	app	11.0	10	1100.0
18	8761	app	7.22	5	1444.0
188	8442	m	51.68	24	2153.3333333333335
2015	15520	pc	1.0	1	1000.0
2015	36008	app	8.0	8	1000.0
2032	611	m	4.0	4	1000.0
2038	8608	app	1.0	1	1000.0
2040	96	app	97.97	42	2332.6190476190477
2044	609	m	258.06	70	3686.5714285714284
2045	125	pc	847.51	50	16950.2
2045	8543	pc	29.68	14	2120.0
2047	8523	pc	65.58	13	5044.615384615385
2048	35694	pc	1.9	2	950.0
2053	207	pc	329.49	39	8448.461538461539
2192	203	pc	4.0	4	1000.0
228	203	pc	798.07	106	7528.962264150943
2302	8523	app	94.11	41	2295.3658536585367
2303	35694	app	12.51	4	3127.5
2315	130	m	1.11	1	1110.0
2319	22431	m	2.91	3	970.0
2323	168	m	17.38	19	914.7368421052631
2323	212	m	1.07	1	1070.0
2328	118	m	4.6	5	920.0
2329	14000	pc	31.85	11	2895.4545454545455
2342	156	app	78.68	49	1605.7142857142858
2342	8558	m	2.89	3	963.3333333333334
2344	14502	app	1.9	1	1900.0
2346	611	app	1.0	1	1000.0
