sloc1	scate2	platform	cost	dispcnt	jz_cpm
2347	111	pc	5.08	4	1270.0
2347	36011	m	0.9	1	900.0
2354	203	pc	19.75	15	1316.6666666666667
2360	14326	m	3.16	1	3160.0
2378	14000	app	555.17	63	8812.222222222223
2380	8523	pc	22.32	9	2480.0
2398	96	pc	425.22	53	8023.018867924528
2422	14000	app	31.1	27	1151.851851851852
2422	26513	m	30.66	22	1393.6363636363637
276	95	app	1123.64	335	3354.1492537313434
291	186	pc	4.11	3	1370.0
293	360	m	2.3	1	2300.0
3	130	app	624.43	119	5247.310924369748
304	8752	pc	8.0	8	1000.0
3163	460	app	3.0	3	1000.0
319	8558	pc	240.41	56	4293.035714285715
330	35984	app	3.9	4	975.0
342	310	m	670.5	232	2890.0862068965516
342	34807	pc	3.6	4	900.0
342	611	pc	964.99	243	3971.1522633744858
3434	35694	pc	6.67	3	2223.3333333333335
3470	186	pc	1.0	1	1000.0
37	14000	m	21006.91	3030	6932.973597359736
37	14419	pc	181.07	77	2351.5584415584417
37	15520	app	1.0	1	1000.0
375	22431	m	64.3	34	1891.1764705882354
375	8493	pc	6.53	4	1632.5
375	8516	m	440.53	92	4788.369565217391
385	14000	pc	419.45	30	13981.666666666666
4	199	pc	1330.93	179	7435.36312849162
408	14455	pc	5.68	4	1420.0
413	609	m	2748.08	814	3376.019656019656
414	125	pc	1666.04	151	11033.377483443708
414	8543	pc	656.68	60	10944.666666666666
463	125	app	2228.49	99	22510.0
463	130	pc	113.78	35	3250.8571428571427
463	14379	m	14.77	11	1342.7272727272727
463	8543	app	64.31	21	3062.3809523809523
471	168	pc	536.72	109	4924.036697247707
471	207	app	110.22	30	3674.0
471	212	pc	52.83	34	1553.8235294117646
5	14526	m	97.23	23	4227.391304347826
500	156	pc	1.0	1	1000.0
537	8516	m	19.75	11	1795.4545454545455
5695	460	m	98.72	43	2295.813953488372
5733	203	app	19.67	16	1229.375
5772	8516	pc	1.0	1	1000.0
5845	14000	m	386.96	75	5159.466666666666
5898	168	m	31.28	29	1078.6206896551723
5898	212	m	5.41	6	901.6666666666666
592	36488	app	0.97	1	970.0
5928	609	pc	64.35	23	2797.8260869565215
5942	168	m	99.47	41	2426.0975609756097
5942	212	m	10.21	9	1134.4444444444443
606	14000	m	2251.3	587	3835.2640545144804
606	14419	pc	10.94	10	1094.0
629	196	m	4.96	4	1240.0
629	23087	m	49.73	25	1989.2
637	128	pc	1.0	1	1000.0
637	8546	pc	1.89	2	945.0
648	168	m	13.06	10	1306.0
648	212	m	25.04	8	3130.0
652	8558	pc	22.25	8	2781.25
656	310	app	1.6	1	1600.0
6700	156	m	372.38	157	2371.8471337579617
6760	190	pc	2.92	2	1460.0
6770	14000	app	24.31	8	3038.75
679	203	pc	11.07	9	1230.0
6793	8558	pc	13.67	6	2278.3333333333335
6803	156	pc	5.0	5	1000.0
6803	23087	m	1.8	2	900.0
686	128	app	2.8	3	933.3333333333334
686	133	pc	9.0	7	1285.7142857142858
697	14455	pc	1.0	1	1000.0
700	310	app	29.7	28	1060.7142857142858
700	35691	pc	2.7	2	1350.0
7133	14286	app	71.78	25	2871.2
722	95	pc	215.57	93	2317.956989247312
728	14379	pc	6.22	6	1036.6666666666667
7303	95	pc	0.9	1	900.0
740	14326	m	887.31	358	2478.5195530726255
740	8608	app	1.8	2	900.0
771	95	app	726.71	296	2455.1013513513512
772	203	app	921.93	209	4411.148325358851
79	168	m	9555.16	2504	3815.958466453674
79	212	m	2426.21	453	5355.871964679912
791	26523	app	14.68	9	1631.111111111111
801	26523	m	126.66	26	4871.538461538462
801	309	app	12.19	9	1354.4444444444443
811	96	pc	2282.3	167	13666.467065868263
821	14379	app	2.0	2	1000.0
837	199	pc	82.19	32	2568.4375
8398	8546	pc	3.87	1	3870.0
845	8442	m	10.45	7	1492.857142857143
858	14326	m	2.99	2	1495.0
858	8608	app	0.9	1	900.0
8601	190	m	2.06	1	2060.0
8694	95	app	664.15	149	4457.38255033557
872	14526	app	67.83	8	8478.75
891	360	pc	27.08	5	5416.0
891	36488	m	0.9	1	900.0
8973	14379	pc	2.0	2	1000.0
927	234	pc	6.17	5	1234.0
93	14354	pc	83.29	67	1243.134328358209
93	234	m	1365.35	364	3750.9615384615386
93	29389	app	5.0	5	1000.0
933	95	app	49.73	49	1014.8979591836735
9363	156	app	2.7	3	900.0
9409	14000	m	36.17	28	1291.7857142857142
9472	8537	app	3.6	4	900.0
9499	14326	m	2.72	3	906.6666666666666
952	14455	app	93.12	41	2271.2195121951218
9617	460	app	7.2	8	900.0
967	609	pc	21.2	10	2120.0
9706	14455	pc	3.22	1	3220.0
979	14502	m	4.84	5	968.0
984	14001	m	1.6	1	1600.0
1	207	m	4717.56	674	6999.347181008902
1005	23087	app	1.8	2	900.0
1005	8558	pc	4.44	4	1110.0
1016	196	app	4.5	4	1125.0
10171	14526	app	2.0	2	1000.0
10175	125	pc	1.8	2	900.0
102	360	app	3163.91	414	7642.294685990338
102	8445	app	902.41	240	3760.0416666666665
10260	360	m	13.13	3	4376.666666666667
10291	212	m	20.48	19	1077.8947368421052
1039	128	app	4.5	3	1500.0
1039	14455	pc	11.07	10	1107.0
1039	8546	app	1.01	1	1010.0
10448	234	app	3.0	3	1000.0
10492	26523	pc	1.31	1	1310.0
10552	14000	app	11.55	6	1925.0
10564	460	app	78.61	27	2911.4814814814813
1086	37863	pc	3.0	3	1000.0
135	15520	pc	3.74	4	935.0
13951	96	app	1460.1	128	11407.03125
14357	8516	m	12.66	10	1266.0
147	14326	m	2093.29	387	5409.018087855297
147	8608	app	101.56	39	2604.102564102564
16	35694	app	10.62	6	1770.0
172	35721	m	61.45	16	3840.625
188	35984	app	11.0	10	1100.0
2	23065	pc	320.22	117	2736.923076923077
2	95	app	9003.37	1570	5734.630573248408
2015	95	app	5137.72	573	8966.352530541013
2032	360	m	3.9	2	1950.0
2037	611	pc	182.9	28	6532.142857142857
2040	130	pc	0.98	1	980.0
2042	8523	app	21.63	23	940.4347826086956
2043	35694	app	1.8	2	900.0
2048	156	m	36.0	29	1241.3793103448277
2049	609	pc	75.19	33	2278.4848484848485
2052	128	pc	6.72	6	1120.0
2052	8546	pc	6.75	2	3375.0
2053	23065	app	113.5	43	2639.5348837209303
2055	130	m	0.9	1	900.0
2055	8516	pc	11.93	3	3976.6666666666665
222	95	app	890.71	385	2313.5324675324673
2247	14286	app	2.99	3	996.6666666666666
2248	611	app	0.9	1	900.0
228	14379	app	15.17	8	1896.25
2299	14379	app	4.32	2	2160.0
2302	171	m	1.0	1	1000.0
2315	203	m	83.69	45	1859.7777777777778
2323	26523	m	1.0	1	1000.0
2325	8493	app	4.01	4	1002.5
2328	168	pc	297.25	41	7250.0
2328	207	app	0.96	1	960.0
2328	212	pc	5.47	3	1823.3333333333333
2342	234	pc	2.06	2	1030.0
2342	35694	m	12.77	10	1277.0
2344	96	pc	18.55	13	1426.923076923077
2346	360	app	4.18	3	1393.3333333333333
2347	23087	app	1.8	2	900.0
2347	8558	pc	2.0	2	1000.0
2381	156	m	94.0	86	1093.0232558139535
2389	710	pc	2.11	2	1055.0
2393	96	app	147.25	43	3424.4186046511627
2397	609	m	7.1	5	1420.0
2398	125	pc	95.89	13	7376.153846153846
2398	8543	pc	6.6	6	1100.0
241	14455	app	489.84	113	4334.867256637168
2422	8442	m	16.03	8	2003.75
2501	125	m	2.7	3	900.0
265	234	app	1132.73	242	4680.702479338843
3	203	app	5357.73	581	9221.56626506024
3	37861	pc	25.72	21	1224.7619047619048
304	34323	pc	102.23	68	1503.3823529411766
3157	8516	app	2.7	3	900.0
3177	710	m	10.06	9	1117.7777777777778
319	34323	m	115.56	87	1328.2758620689656
3237	360	app	1.48	1	1480.0
330	309	pc	86.11	22	3914.090909090909
342	360	pc	1041.36	145	7181.793103448276
342	36488	m	18.45	17	1085.2941176470588
342	8445	pc	196.2	78	2515.3846153846152
3434	156	m	83.86	69	1215.3623188405797
3453	128	m	1.9	2	950.0
355	186	pc	1.0	1	1000.0
357	360	m	3.9	1	3900.0
362	26531	m	6.0	4	1500.0
362	8735	app	8.65	8	1081.25
367	8523	app	16.44	7	2348.5714285714284
375	36008	pc	1.0	1	1000.0
4	36014	pc	9.9	11	900.0
403	14455	app	53.75	23	2336.9565217391305
413	196	m	417.54	148	2821.2162162162163
413	23087	m	926.92	589	1573.7181663837011
414	186	m	73.64	25	2945.6
424	130	m	32.77	26	1260.3846153846155
424	22431	pc	26.73	14	1909.2857142857142
424	8516	pc	227.75	48	4744.791666666667
450	171	pc	3.0	3	1000.0
463	203	pc	537.83	71	7575.070422535211
483	15520	m	0.88	1	880.0
497	309	app	2.0	2	1000.0
5	26531	app	103.83	30	3461.0
505	14326	app	14.74	12	1228.3333333333333
518	710	app	5.4	6	900.0
518	97	app	0.9	1	900.0
531	35984	m	1.99	2	995.0
5334	168	pc	17.1	7	2442.8571428571427
5334	212	pc	1.27	1	1270.0
536	190	m	4.21	2	2105.0
541	152	pc	2.0	2	1000.0
541	26523	m	845.48	120	7045.666666666667
541	309	app	85.43	40	2135.75
541	314	pc	9.08	8	1135.0
5733	8493	pc	3.41	2	1705.0
5733	8516	m	14.4	16	900.0
577	199	pc	1.0	1	1000.0
5772	203	m	100.43	35	2869.4285714285716
592	611	m	2.22	2	1110.0
5928	196	pc	2.0	2	1000.0
613	156	app	505.42	111	4553.333333333333
613	8558	m	7.0	7	1000.0
629	36011	m	2.0	2	1000.0
629	609	app	361.9	72	5026.388888888889
629	8537	pc	12.37	10	1237.0
652	34323	m	1.8	2	900.0
669	96	pc	6411.47	498	12874.437751004016
6700	111	m	43.02	40	1075.5
6760	15520	pc	9.18	8	1147.5
6760	36008	app	0.9	1	900.0
6788	14455	m	8.36	4	2090.0
6793	35694	pc	17.46	11	1587.2727272727273
693	26523	app	1.0	1	1000.0
6964	8735	m	4.7	4	1175.0
710	8523	m	252.27	76	3319.342105263158
7133	14526	pc	5.39	4	1347.5
722	35694	m	32.49	23	1412.608695652174
722	8537	app	4.0	4	1000.0
726	234	m	4.46	4	1115.0
728	96	m	1740.89	367	4743.569482288828
7303	8537	app	1.0	1	1000.0
7453	8546	pc	22.08	3	7360.0
7468	311	pc	1.0	1	1000.0
751	609	pc	20.11	18	1117.2222222222222
772	22431	m	689.77	119	5796.3865546218485
772	8493	pc	32.99	16	2061.875
772	8516	m	1590.31	522	3046.5708812260536
783	460	pc	24.36	11	2214.5454545454545
79	35721	app	42.03	16	2626.875
79	8659	m	250.44	93	2692.9032258064517
7951	130	m	1.2	1	1200.0
801	102	app	8.6	9	955.5555555555555
811	125	pc	4157.55	68	61140.44117647059
811	8543	pc	296.78	19	15620.0
831	8493	m	5.73	5	1146.0
836	203	app	5.5	6	916.6666666666666
837	36014	pc	3.6	4	900.0
845	35984	app	4.0	4	1000.0
8694	14000	pc	44.8	15	2986.6666666666665
872	128	pc	0.9	1	900.0
872	8546	pc	6.22	4	1555.0
8760	360	pc	2.11	2	1055.0
8854	128	m	1.8	2	900.0
8854	8546	m	1.0	1	1000.0
891	310	app	5.0	5	1000.0
891	35691	pc	0.9	1	900.0
901	611	pc	9.0	10	900.0
910	14502	pc	21.04	17	1237.6470588235295
927	8558	app	5.4	5	1080.0
93	145	m	1.9	2	950.0
9357	460	app	1.0	1	1000.0
9363	234	pc	2.0	2	1000.0
9363	35694	m	0.9	1	900.0
944	14000	pc	58.32	12	4860.0
9656	310	pc	1.8	2	900.0
9656	460	m	25.05	22	1138.6363636363637
968	186	pc	0.9	1	900.0
977	8537	m	2.12	2	1060.0
993	14000	app	48.71	13	3746.923076923077
1	118	m	185.08	130	1423.6923076923076
1	35721	pc	1024.77	161	6365.031055900621
10015	460	app	12.6	14	900.0
1005	35694	pc	4.8	5	960.0
102	35691	app	415.67	86	4833.372093023256
102	8523	pc	3064.3	271	11307.380073800738
10394	26523	pc	3.61	3	1203.3333333333333
10417	14326	app	1.8	2	900.0
10417	460	pc	3.7	4	925.0
10434	609	app	13.5	15	900.0
10454	14000	app	92.08	18	5115.555555555556
1078	128	m	3.87	3	1290.0
1078	311	pc	5.23	2	2615.0
1078	8546	m	5.76	2	2880.0
1086	35691	m	1.01	1	1010.0
1096	14286	app	7.2	8	900.0
122	712	m	1.8	2	900.0
13951	130	pc	7.92	3	2640.0
158	609	pc	4808.85	453	10615.562913907284
16	190	pc	63.07	8	7883.75
16	95	m	949.2	224	4237.5
172	168	m	12014.35	2171	5534.016582220175
172	212	m	4620.21	868	5322.822580645161
188	309	pc	391.83	69	5678.695652173913
188	8442	app	165.47	72	2298.1944444444443
2015	14000	pc	341.24	48	7109.166666666667
202	609	pc	1946.09	218	8927.018348623853
2037	360	pc	0.9	1	900.0
2040	203	pc	2.0	2	1000.0
2044	609	app	329.58	64	5149.6875
2049	14379	m	7.49	5	1498.0
2054	95	m	746.47	203	3677.192118226601
2055	203	m	104.97	42	2499.285714285714
2247	14526	pc	4.0	4	1000.0
2299	609	m	102.75	50	2055.0
2303	234	m	1.9	2	950.0
2315	130	app	2.53	1	2530.0
2319	22431	app	9.47	7	1352.857142857143
2319	95	pc	52.23	26	2008.8461538461538
2323	168	app	10.1	10	1010.0
2323	212	app	0.9	1	900.0
2328	118	app	3.68	3	1226.6666666666667
2328	26523	pc	6.1	1	6100.0
2342	8558	app	2.8	3	933.3333333333334
2346	8523	pc	95.01	18	5278.333333333333
2347	35694	pc	1.8	2	900.0
2360	14326	app	3.83	2	1915.0
2360	460	pc	16.18	7	2311.4285714285716
2363	14000	m	95.54	76	1257.1052631578948
2364	8493	m	5.33	2	2665.0
2373	309	m	4.7	3	1566.6666666666667
2389	14286	pc	1.8	2	900.0
2422	26513	app	21.16	20	1058.0
265	145	app	3.0	3	1000.0
265	26521	m	12.46	3	4153.333333333333
276	190	m	11.77	9	1307.7777777777778
291	96	pc	1134.92	114	9955.438596491229
3	22431	m	2807.02	1078	2603.9146567718
3	8493	pc	812.55	150	5417.0
3	8516	m	13662.29	3206	4261.475358702433
304	156	pc	2564.15	477	5375.576519916142
3163	310	m	17.41	18	967.2222222222222
319	156	m	9601.39	1336	7186.669161676647
319	26516	pc	9.99	8	1248.75
3237	8523	pc	57.79	10	5779.0
3251	460	pc	6.93	5	1386.0
3266	310	pc	9.5	8	1187.5
3266	460	m	29.17	31	940.9677419354839
330	102	pc	13.76	12	1146.6666666666667
342	310	app	632.48	172	3677.2093023255816
342	35691	pc	74.84	9	8315.555555555555
3434	111	m	21.6	13	1661.5384615384614
3439	156	pc	1.01	1	1010.0
3439	23087	m	0.9	1	900.0
3445	8537	m	1.0	1	1000.0
3470	96	pc	329.53	70	4707.571428571428
362	14526	m	20.0	18	1111.111111111111
37	14000	app	6681.09	471	14184.904458598727
375	22431	app	176.27	85	2073.764705882353
375	8516	app	1164.49	209	5571.722488038277
385	15520	m	0.91	1	910.0
413	609	app	939.42	179	5248.156424581006
413	8537	pc	15.77	12	1314.1666666666667
414	14379	pc	45.49	27	1684.8148148148148
424	203	m	1118.77	379	2951.8997361477573
450	8523	m	411.22	144	2855.6944444444443
455	360	app	1.0	1	1000.0
463	14379	app	21.16	13	1627.6923076923076
468	96	m	401.04	67	5985.671641791045
5	14526	app	329.63	55	5993.272727272727
5333	14455	pc	7.53	5	1506.0
5334	26523	pc	2.0	2	1000.0
537	8516	app	21.99	15	1466.0
5632	128	m	5.4	6	900.0
5653	14379	pc	12.33	3	4110.0
5669	186	pc	2.2	2	1100.0
5695	460	app	201.69	39	5171.538461538462
572	199	app	1.0	1	1000.0
5722	8537	m	2.0	2	1000.0
5772	130	app	3.0	3	1000.0
5845	14000	app	49.61	11	4510.0
5898	168	app	80.89	68	1189.5588235294117
5898	212	app	7.72	7	1102.857142857143
592	360	m	14.19	15	946.0
5942	168	app	126.66	43	2945.5813953488373
606	14000	app	493.74	96	5143.125
613	234	pc	3.22	3	1073.3333333333333
618	8558	pc	0.91	1	910.0
629	196	app	2.15	2	1075.0
629	23087	app	31.31	21	1490.952380952381
648	168	app	34.22	20	1711.0
648	212	app	10.9	2	5450.0
652	156	m	467.37	248	1884.5564516129032
656	611	m	0.76	1	760.0
669	125	pc	1098.86	100	10988.6
669	8543	pc	94.33	30	3144.3333333333335
6700	156	app	278.49	111	2508.9189189189187
6803	8558	pc	1.01	1	1010.0
6921	207	m	2.0	2	1000.0
699	14000	m	75.01	23	3261.304347826087
700	611	m	8.65	6	1441.6666666666667
710	14286	m	10.17	5	2034.0
710	8735	pc	3.6	4	900.0
728	125	m	504.56	125	4036.48
728	8543	m	3.6	4	900.0
740	14326	app	432.38	158	2736.5822784810125
771	190	m	101.06	36	2807.222222222222
772	36008	pc	4.25	4	1062.5
79	168	app	8778.08	1238	7090.533117932148
79	212	app	1419.55	209	6792.105263157895
7951	203	m	66.17	57	1160.877192982456
801	26523	app	202.95	46	4411.95652173913
811	186	m	17.78	9	1975.5555555555557
821	130	m	4.31	3	1436.6666666666667
821	8516	pc	7.08	5	1416.0
836	8516	m	1.8	2	900.0
845	309	pc	287.95	45	6398.888888888889
845	8442	app	9.0	9	1000.0
858	14326	app	4.77	3	1590.0
8582	130	m	1.51	1	1510.0
8582	8516	pc	47.21	11	4291.818181818182
8694	190	m	2.0	2	1000.0
882	133	m	8.0	5	1600.0
891	36488	app	4.5	5	900.0
901	360	pc	12.66	6	2110.0
914	186	pc	3.5	2	1750.0
93	234	app	788.69	170	4639.35294117647
9326	96	m	152.64	150	1017.6
9409	14000	app	6.99	4	1747.5
9481	168	m	40.85	36	1134.7222222222222
9481	212	m	58.43	17	3437.0588235294117
9499	14326	app	5.4	5	1080.0
9499	460	pc	12.82	5	2564.0
961	234	m	8.0	5	1600.0
9617	310	m	9.4	8	1175.0
9688	190	pc	5.98	4	1495.0
9688	95	m	37.67	30	1255.6666666666667
977	95	pc	166.88	24	6953.333333333333
9799	14455	pc	30.2	12	2516.6666666666665
984	14001	app	10.7	7	1528.5714285714287
993	710	pc	4.5	5	900.0
1	168	pc	32533.67	1670	19481.239520958083
1	207	app	2135.45	212	10072.877358490567
1	212	pc	5063.04	456	11103.157894736842
1	37865	pc	2.19	2	1095.0
1	8609	m	62.34	20	3117.0
1005	156	m	55.95	59	948.3050847457627
10120	22431	pc	31.81	11	2891.818181818182
10184	190	pc	6.42	3	2140.0
10198	168	pc	6.7	6	1116.6666666666667
10198	212	pc	28.16	10	2816.0
102	14286	pc	142.01	59	2406.9491525423728
102	37863	m	17.38	8	2172.5
102	8746	m	6.3	6	1050.0
10291	212	app	5.17	5	1034.0
10524	710	m	1.0	1	1000.0
10536	234	pc	1.0	1	1000.0
10539	14526	pc	3.61	2	1805.0
10564	310	m	5.4	6	900.0
122	128	m	356.86	184	1939.4565217391305
122	26520	m	0.9	1	900.0
122	311	pc	217.3	101	2151.4851485148515
122	8546	m	54.33	13	4179.2307692307695
12291	26531	m	1.0	1	1000.0
135	14000	pc	294.01	32	9187.8125
135	8717	pc	3.0	3	1000.0
13951	203	pc	79.17	18	4398.333333333333
14357	8516	app	9.71	7	1387.142857142857
147	14326	app	1227.9	200	6139.5
147	350	pc	8.5	7	1214.2857142857142
158	196	pc	866.13	122	7099.426229508197
158	23087	pc	421.72	126	3346.9841269841268
172	35721	app	139.16	24	5798.333333333333
172	8659	m	16.5	16	1031.25
18	199	pc	208.39	71	2935.0704225352115
188	102	pc	401.71	112	3586.6964285714284
2	190	m	3870.07	299	12943.377926421404
2015	190	m	189.35	33	5737.878787878788
202	196	pc	906.45	85	10664.117647058823
202	23087	pc	126.8	45	2817.777777777778
2032	360	app	5.0	3	1666.6666666666667
2045	186	app	1.0	1	1000.0
2045	96	m	2770.75	376	7369.015957446809
2047	171	pc	0.92	1	920.0
2048	156	app	19.5	19	1026.3157894736842
2048	8558	m	0.91	1	910.0
2054	15520	pc	2.91	3	970.0
2055	130	app	1.08	1	1080.0
2192	130	m	0.87	1	870.0
2192	8516	pc	4.0	4	1000.0
222	190	m	97.84	37	2644.324324324324
2248	8523	pc	29.54	10	2954.0
228	130	m	9.33	5	1866.0
228	8516	pc	304.05	69	4406.521739130435
2284	196	pc	1.0	1	1000.0
2299	196	m	1.5	1	1500.0
2299	22431	pc	4.0	4	1000.0
2302	171	app	1.0	1	1000.0
2307	8523	m	40.02	32	1250.625
2315	203	app	64.9	36	1802.7777777777778
2342	35694	app	9.4	5	1880.0
2347	156	m	616.81	160	3855.0625
2354	130	m	14.91	6	2485.0
2381	156	app	47.7	43	1109.3023255813953
2381	8558	m	5.86	5	1172.0
2393	203	pc	2.0	2	1000.0
2397	609	app	16.5	15	1100.0
2404	8444	m	1.8	2	900.0
2422	309	pc	5.42	4	1355.0
2422	8442	app	16.3	11	1481.8181818181818
2501	125	app	3.6	4	900.0
2501	130	pc	3.65	2	1825.0
291	125	pc	288.92	37	7808.648648648648
291	8543	pc	12.7	8	1587.5
3	36008	pc	99.13	49	2023.061224489796
3	38118	app	2.0	2	1000.0
304	111	pc	973.86	118	8253.050847457627
3163	34323	app	0.9	1	900.0
3163	360	pc	15.52	8	1940.0
3177	710	app	17.86	12	1488.3333333333333
319	111	m	4111.68	511	8046.340508806262
319	29389	pc	12.2	10	1220.0
319	34323	app	91.92	63	1459.047619047619
330	26523	pc	6.63	4	1657.5
3350	14455	m	30.16	16	1885.0
342	36488	app	7.2	8	900.0
3434	156	app	65.59	41	1599.7560975609756
3453	14455	pc	2.0	2	1000.0
3470	125	pc	622.74	49	12708.979591836734
355	96	pc	1814.98	101	17970.09900990099
357	360	app	1.99	2	995.0
362	26531	app	7.0	7	1000.0
367	14526	pc	1.0	1	1000.0
37	710	pc	763.26	148	5157.1621621621625
37	97	pc	19.89	15	1326.0
4	14001	pc	138.78	106	1309.245283018868
408	35828	app	17.93	7	2561.4285714285716
413	196	app	221.5	52	4259.615384615385
413	23087	app	278.91	113	2468.2300884955753
414	186	app	54.97	18	3053.8888888888887
414	96	m	28390.19	5595	5074.207327971403
424	130	app	21.08	13	1621.5384615384614
428	95	pc	6.88	3	2293.3333333333335
450	14286	m	5.4	6	900.0
468	125	m	80.91	6	13485.0
471	35721	m	1.5	1	1500.0
483	14000	m	4397.14	542	8112.80442804428
483	14419	pc	41.44	27	1534.8148148148148
483	15520	app	11.71	10	1171.0
5	128	pc	115.78	53	2184.5283018867926
5	8546	pc	211.72	46	4602.608695652174
536	190	app	6.78	4	1695.0
541	26523	app	466.71	62	7527.580645161291
5633	168	pc	12.6	13	969.2307692307693
5633	212	pc	3.11	3	1036.6666666666667
5722	95	pc	46.43	39	1190.5128205128206
5733	8516	app	10.8	12	900.0
5772	203	app	104.86	33	3177.5757575757575
592	35691	m	0.9	1	900.0
606	710	pc	245.54	67	3664.776119402985
606	97	pc	10.2	8	1275.0
613	8558	app	12.91	9	1434.4444444444443
615	8543	pc	1.0	1	1000.0
629	35694	pc	23.32	14	1665.7142857142858
629	36011	app	6.0	6	1000.0
645	14000	m	364.34	57	6391.929824561404
645	14419	pc	2.0	2	1000.0
652	111	m	58.15	35	1661.4285714285713
652	34323	app	0.9	1	900.0
669	186	m	5.34	4	1335.0
6700	111	app	41.89	37	1132.162162162162
6700	234	pc	14.66	7	2094.285714285714
6700	35694	m	0.9	1	900.0
6752	8444	m	1.0	1	1000.0
6760	14000	pc	21.26	6	3543.3333333333335
6788	14455	app	19.23	7	2747.1428571428573
679	130	m	2.86	3	953.3333333333334
679	22431	pc	3.6	4	900.0
6964	8735	app	2.8	3	933.3333333333334
700	360	m	7.87	4	1967.5
700	37863	pc	9.4	7	1342.857142857143
710	8523	app	187.01	35	5343.142857142857
7133	35981	m	2.0	2	1000.0
722	35694	app	34.41	22	1564.090909090909
726	234	app	1.0	1	1000.0
728	96	app	1364.44	190	7181.263157894737
7468	14455	pc	2.11	2	1055.0
771	35984	pc	11.49	8	1436.25
772	22431	app	467.62	74	6319.189189189189
772	8516	app	553.89	152	3644.0131578947367
776	190	pc	7.1	2	3550.0
776	95	m	247.42	31	7981.290322580645
79	35828	pc	521.28	124	4203.870967741936
79	8659	app	112.22	27	4156.2962962962965
7951	130	app	3.41	2	1705.0
811	14379	pc	28.18	18	1565.5555555555557
821	203	m	211.32	57	3707.3684210526317
834	212	pc	1.8	2	900.0
837	14001	pc	19.49	16	1218.125
845	102	pc	174.7	57	3064.9122807017543
8582	203	m	44.09	38	1160.2631578947369
8601	14000	m	78.93	30	2631.0
8716	460	pc	11.08	3	3693.3333333333335
8854	133	pc	1.9	1	1900.0
8854	14455	pc	8.31	8	1038.75
891	611	m	15.32	6	2553.3333333333335
901	35691	pc	1.12	1	1120.0
93	145	app	12.3	10	1230.0
9326	125	m	204.77	102	2007.549019607843
9357	611	pc	12.04	7	1720.0
9363	35694	app	4.3	3	1433.3333333333333
9389	14000	pc	10.6	8	1325.0
9449	8493	m	1.81	2	905.0
9472	95	m	63.55	38	1672.3684210526317
9530	168	pc	67.61	17	3977.0588235294117
9530	212	pc	24.44	7	3491.4285714285716
9617	360	pc	3.0	1	3000.0
9656	460	app	12.0	10	1200.0
968	96	pc	913.48	73	12513.424657534246
9688	15520	pc	4.17	2	2085.0
977	35694	m	7.11	4	1777.5
977	8537	app	16.64	11	1512.7272727272727
1	118	app	120.76	74	1631.8918918918919
1	8659	pc	563.58	316	1783.4810126582279
10015	310	m	4.8	4	1200.0
10015	611	pc	18.0	3	6000.0
1005	111	m	0.9	1	900.0
10070	35984	pc	1.5	1	1500.0
10106	14000	m	512.75	102	5026.9607843137255
10106	15520	app	0.9	1	900.0
10175	96	m	78.46	21	3736.190476190476
10260	8523	pc	1.9	2	950.0
1029	128	pc	2.8	3	933.3333333333334
1029	8546	pc	26.25	6	4375.0
10362	14286	m	4.5	1	4500.0
10492	212	m	24.53	12	2044.1666666666667
10524	14286	m	0.9	1	900.0
1057	14526	m	28.24	12	2353.3333333333335
1078	128	app	3.55	3	1183.3333333333333
1078	14455	pc	132.97	23	5781.304347826087
1078	8546	app	2.22	1	2220.0
1086	35691	app	5.21	4	1302.5
1086	710	pc	3.6	4	900.0
11226	234	m	2.0	1	2000.0
122	712	app	1.8	2	900.0
12291	14526	m	14.77	6	2461.6666666666665
16	23065	pc	1.0	1	1000.0
16	95	app	1319.01	248	5318.5887096774195
172	168	app	12533.07	1426	8788.969144460028
172	212	app	970.59	118	8225.338983050848
1734	14326	m	2.51	1	2510.0
18	36014	pc	2.0	2	1000.0
188	26523	pc	457.19	71	6439.295774647887
2	35984	pc	187.22	74	2530.0
2032	37981	pc	2.0	2	1000.0
2032	8523	pc	106.02	17	6236.470588235294
2044	8692	pc	3.64	4	910.0
2045	125	m	1107.11	115	9627.04347826087
2045	8543	m	34.25	7	4892.857142857143
2047	8523	m	255.14	77	3313.5064935064934
2048	234	pc	1.99	2	995.0
2048	35694	m	6.99	2	3495.0
2049	14379	app	7.36	7	1051.4285714285713
2053	207	m	111.39	13	8568.461538461539
2054	95	app	874.29	216	4047.6388888888887
2055	203	app	186.11	55	3383.818181818182
2192	203	m	18.08	17	1063.5294117647059
222	35984	pc	10.9	11	990.9090909090909
228	203	m	1379.75	285	4841.228070175439
2299	609	app	89.7	32	2803.125
