sloc1	scate2	platform	common_pos
3359	609	m	1
342	23065	app	4
342	35984	pc	1
3434	35691	pc	4
3445	360	m	1
355	8608	m	2
369	36488	m	2
37	207	app	5
375	234	pc	6
375	26516	app	1
394	311	app	2
397	8493	app	4
4	196	pc	12
4	23087	pc	9
4	609	m	10
407	8493	m	1
409	128	pc	1
409	8546	pc	2
413	36488	m	1
414	14326	app	5
414	35136	m	1
424	111	m	2
424	8558	pc	2
428	35691	pc	1
428	360	m	3
450	26523	m	1
450	309	app	1
463	8752	m	1
469	14455	pc	2
483	207	pc	6
497	128	app	1
497	8546	app	5
5	186	pc	4
5	8855	m	1
502	133	pc	2
520	34806	pc	1
531	14526	m	1
537	234	pc	2
541	128	app	5
541	26520	app	3
541	8546	app	6
556	133	m	1
556	311	app	1
5632	96	app	4
5633	14526	app	2
5669	14455	app	2
5695	15520	pc	1
5695	190	m	1
5722	360	m	2
5722	8445	m	1
5733	35694	app	1
577	609	pc	1
5772	8558	m	2
5853	8493	app	3
5936	14502	app	3
606	207	app	8
606	8609	m	1
613	14000	app	7
613	8717	app	1
618	15520	pc	1
629	310	app	1
637	125	pc	3
637	186	app	1
637	8543	pc	1
637	96	m	8
652	14000	pc	8
669	14326	m	6
669	8608	app	1
6700	35691	m	1
6729	34806	app	2
6745	14326	pc	1
6760	8523	m	2
6770	8719	app	1
6776	234	m	1
6788	130	app	3
679	156	pc	1
6805	133	pc	1
6805	14455	pc	4
686	130	pc	3
696	8493	m	1
698	8546	pc	1
700	8442	m	1
7154	125	m	1
722	35691	app	3
722	37863	pc	1
7289	14455	app	2
7289	8608	pc	1
740	148	pc	1
740	36008	pc	1
740	8493	m	10
7453	96	pc	8
7468	125	app	3
7468	8543	app	1
751	460	m	5
7576	8516	app	1
7620	8516	app	2
771	8523	app	6
783	35694	app	4
783	95	pc	4
791	133	pc	1
7951	111	m	2
7951	8558	pc	2
821	111	pc	3
821	156	m	7
831	234	app	1
834	14502	m	1
837	196	pc	7
837	23087	pc	3
837	609	m	19
8398	8543	pc	1
845	14526	app	4
8481	186	pc	1
858	8493	m	3
8582	111	pc	1
8582	156	m	1
8601	8735	pc	2
8694	8523	app	6
8716	8537	app	1
872	96	pc	3
882	203	m	7
8854	125	app	6
914	133	app	1
914	8608	pc	1
927	14419	m	1
9363	35691	app	3
9409	8735	app	1
9422	710	m	1
9422	97	m	2
9444	23065	m	1
9449	234	m	1
946	130	m	1
946	203	pc	1
9517	128	app	1
9517	8546	app	2
9551	311	m	1
961	14419	app	1
961	97	pc	3
9617	14000	pc	5
9617	190	app	1
9646	8537	pc	1
9656	190	pc	1
968	8608	m	1
9706	130	pc	4
9717	199	app	1
9749	196	m	1
977	34807	app	2
977	35691	m	2
977	611	app	4
9811	14455	pc	6
984	14255	pc	1
984	35694	pc	8
984	8692	pc	1
9976	37863	pc	1
1	34806	app	6
1	8761	pc	2
10015	15520	m	1
1005	34807	m	1
10088	14379	pc	2
10106	8735	pc	1
10134	14286	m	1
1016	26516	m	1
1016	360	pc	3
1016	38115	app	2
1016	611	m	1
102	309	pc	7
10229	311	pc	1
1029	186	pc	1
10304	8537	pc	1
1039	130	pc	3
10448	14286	app	1
10461	14419	pc	1
10467	8516	app	1
10506	96	pc	6
10513	35721	app	1
10524	26523	m	1
10552	8719	app	1
10564	14000	pc	3
10564	190	app	2
1078	125	app	5
1078	8543	app	1
1086	207	app	2
11077	14379	m	1
122	14379	pc	4
122	96	app	10
12804	14326	pc	7
135	14354	app	2
14357	234	pc	1
147	36008	pc	1
147	8493	m	14
158	460	m	14
16	37863	app	1
16	8523	pc	6
2	171	pc	5
2	8523	app	10
2015	37981	app	1
2015	8523	app	7
202	460	m	9
2044	310	app	2
2048	35691	m	1
2050	234	m	1
2052	125	pc	10
2052	186	app	2
2052	8543	pc	3
2052	96	m	15
2053	14526	m	3
2054	8523	pc	6
2055	156	app	5
2055	35694	pc	3
2192	111	pc	1
2192	156	m	1
222	171	pc	1
222	8523	app	6
228	111	pc	2
228	156	m	5
2284	460	m	1
2292	34806	app	1
2299	310	m	1
2302	14502	pc	3
2302	34806	m	2
2303	14286	pc	1
2315	111	app	2
2319	360	app	5
2329	8735	pc	1
2337	8493	pc	2
2347	34807	m	1
2354	111	pc	3
2354	156	m	10
2360	95	pc	1
2364	234	app	1
2373	128	m	1
2373	8546	m	2
2389	168	pc	6
2389	212	pc	2
2392	26516	app	1
2422	35721	m	6
276	14286	app	2
291	14326	m	3
291	8608	app	1
296	133	m	1
296	311	app	1
297	35721	app	2
3	29389	m	2
3163	14000	m	6
3177	26523	app	1
319	14000	m	20
319	15520	app	3
319	8717	m	1
3198	186	m	1
3237	309	pc	1
3266	190	pc	1
3328	128	pc	3
3328	8546	pc	3
3350	14363	m	1
3350	203	m	1
342	35984	m	1
342	8442	pc	1
3434	35691	m	2
3445	26516	app	1
3470	8608	app	1
3479	14326	pc	1
3489	34323	pc	1
3489	460	app	2
355	14326	pc	2
362	8855	pc	1
37	118	app	1
375	234	m	7
397	36008	app	1
399	128	app	1
4	196	m	18
4	23087	m	14
409	128	m	1
409	8546	m	1
413	310	app	4
424	156	app	5
424	8558	m	3
428	35691	m	1
428	611	app	2
450	102	app	1
463	156	pc	5
469	14455	m	4
483	118	pc	1
483	207	m	7
497	311	pc	1
5	186	m	5
502	133	m	3
502	311	app	1
505	8493	app	2
523	609	pc	5
531	26531	app	1
536	8735	pc	2
537	234	m	2
537	29389	app	1
541	311	pc	7
5632	125	app	1
5632	8543	app	1
572	8537	pc	1
5722	611	app	1
5733	234	pc	1
5756	14326	pc	2
577	196	pc	1
577	609	m	1
5928	34323	pc	1
5928	460	app	4
5936	8855	pc	1
606	118	app	1
615	8608	app	1
618	15520	m	1
629	36488	app	1
629	611	pc	7
637	125	m	4
637	8543	m	1
652	14000	m	13
652	15520	app	1
669	35136	pc	1
6729	14502	app	1
6745	14326	m	1
6788	14363	app	1
6788	203	app	1
679	111	pc	1
679	156	m	1
6793	35691	pc	3
6805	133	m	1
6805	14455	m	8
6805	311	app	1
686	130	m	3
686	203	pc	8
6921	14526	app	1
698	8546	m	1
710	26523	app	1
722	37863	m	2
7289	8608	m	1
740	148	m	1
740	36008	m	1
740	37861	app	1
7453	125	pc	6
7453	8543	pc	4
7453	96	m	10
7576	8493	pc	1
7620	8493	pc	1
771	14286	app	1
772	234	pc	4
772	26516	app	1
783	95	m	3
791	133	m	1
7951	156	app	1
7951	35694	pc	3
7951	8558	m	2
811	14326	app	4
811	8658	pc	1
821	111	m	2
821	8558	pc	2
837	196	m	12
837	23087	m	4
837	36011	pc	1
8481	186	m	2
8582	111	m	1
8601	8735	m	3
8716	36008	pc	2
872	125	pc	7
872	186	app	1
872	8543	pc	1
872	96	m	3
8760	14000	app	5
882	130	app	4
8973	460	pc	3
901	35984	pc	1
910	14455	pc	5
910	35828	app	5
914	8608	m	1
93	710	app	3
93	97	app	2
933	14286	app	1
9357	14000	pc	4
946	203	m	1
9499	95	pc	1
9551	14455	pc	2
9617	14000	m	7
9656	15520	pc	1
9656	190	m	1
967	460	app	2
968	14326	pc	1
9688	8523	pc	7
9706	130	m	3
9709	234	app	1
977	360	app	3
977	8445	app	2
9811	14455	m	12
9811	311	app	1
984	14255	m	1
984	35694	m	7
984	8537	app	1
984	8692	m	1
9871	14379	pc	1
993	35721	pc	1
9976	37863	m	1
9993	35984	pc	1
1	14502	app	6
1	8761	m	2
10015	14000	pc	6
10015	190	app	1
1005	35691	pc	1
10070	14286	app	1
10088	14379	m	2
10106	8735	m	1
1016	360	m	3
102	102	pc	6
102	309	m	14
10229	311	m	1
10266	8493	app	2
1029	186	m	1
10304	8537	m	1
10362	168	app	1
1039	130	m	3
1039	203	pc	4
10434	611	pc	1
10454	8719	app	1
10461	14419	m	1
10467	8493	pc	2
10506	125	pc	3
10506	8543	pc	1
10506	96	m	7
10524	212	app	5
10536	35691	app	1
10536	37863	pc	1
10564	14000	m	6
1067	41588	pc	1
11296	8546	pc	2
122	125	app	8
122	14379	m	4
122	8543	app	7
12804	14326	m	5
13950	360	app	1
14357	234	m	1
147	36008	m	1
147	37861	app	2
16	14286	pc	3
16	8523	m	7
1734	8692	pc	1
18	609	pc	19
2	14286	app	6
2	171	m	5
2037	14000	app	5
2038	8493	app	2
2040	156	pc	1
2043	14286	pc	1
2044	26516	pc	1
2044	611	pc	4
2049	460	app	4
2052	125	m	14
2052	8543	m	3
2053	26531	app	1
2054	8523	m	7
2055	111	app	1
2055	35694	m	4
2192	111	m	1
2192	8558	pc	1
222	14286	app	1
222	171	m	1
228	111	m	2
228	8558	pc	2
2292	14502	app	1
2302	14502	m	2
2303	14286	m	1
2315	8558	app	1
2329	8735	m	1
2337	8493	m	3
2350	609	app	6
2354	111	m	3
2354	8558	pc	2
2360	95	m	1
2363	8735	app	1
2371	8493	app	2
2372	14326	pc	1
2389	168	m	7
2389	212	m	2
2389	26523	pc	1
2390	8855	pc	1
2392	360	app	1
2393	23087	app	1
276	8735	pc	2
297	168	app	5
297	212	app	5
3	234	pc	11
3	26516	app	5
304	15520	pc	2
3157	234	app	1
3184	14286	app	1
3198	96	pc	1
3237	309	m	2
3266	15520	pc	1
3266	190	m	1
3328	128	m	3
3328	8546	m	3
3350	130	app	2
3359	609	app	1
342	8442	m	1
3445	360	app	1
3479	14326	m	1
3489	310	pc	1
3489	34323	m	1
355	14326	m	2
355	8608	app	2
362	186	pc	2
369	36488	app	2
369	611	pc	1
37	35721	pc	7
385	118	pc	1
394	8608	pc	1
399	311	pc	1
4	609	app	9
407	8493	app	1
413	34807	pc	9
413	36488	app	1
413	611	pc	5
414	35136	app	1
424	111	app	2
424	26516	pc	1
428	360	app	2
450	26523	app	1
463	111	pc	4
463	156	m	5
463	8752	app	1
483	118	m	1
497	311	m	1
5	8855	app	1
5	96	pc	11
500	14000	pc	2
523	609	m	5
531	14526	app	1
5333	130	pc	2
536	8735	m	1
541	311	m	7
556	133	app	1
556	8608	pc	1
5695	14000	pc	3
5695	190	app	1
572	8537	m	1
5722	360	app	1
5722	8445	app	1
5733	234	m	1
5756	14326	m	2
577	196	m	1
5772	8558	app	2
5853	36488	pc	1
5928	310	pc	1
5928	34323	m	1
5936	186	pc	1
5958	128	pc	1
606	35721	pc	4
606	8609	app	1
618	14000	pc	2
629	360	pc	5
629	611	m	9
637	14379	pc	2
637	96	app	6
669	14326	app	3
669	35136	m	1
6700	35691	app	1
6760	8523	app	2
6776	234	app	1
679	8558	pc	1
6793	35691	m	3
686	203	m	11
696	8493	app	1
700	8442	app	1
7154	125	app	1
740	8493	app	5
7453	125	m	7
7453	8543	m	3
751	460	app	3
7576	8493	m	1
7620	8493	m	2
771	8735	pc	3
772	145	pc	2
772	234	m	6
776	8523	pc	4
776	8746	app	1
7951	111	app	2
7951	35694	m	3
811	8658	m	1
821	156	app	6
821	8558	m	2
834	14502	app	1
837	609	app	9
8481	96	pc	3
858	8493	app	3
8582	156	app	1
8582	35694	pc	1
8716	36008	m	2
872	125	m	7
872	8543	m	2
882	203	app	6
882	8516	pc	4
891	26518	pc	1
8973	460	m	4
901	35984	m	1
901	8442	pc	1
910	14455	m	6
914	14326	pc	4
927	14419	app	1
9326	23087	pc	1
9357	14000	m	6
9422	710	app	1
944	207	pc	1
9449	234	app	1
946	130	app	1
9472	8523	pc	3
9499	95	m	1
952	460	pc	10
9551	14455	m	2
9646	8692	pc	1
967	310	pc	2
968	14326	m	1
968	8608	app	1
9688	8523	m	11
9704	35984	m	1
9717	14326	pc	1
9749	196	app	1
9749	38118	pc	1
977	35691	app	2
9799	130	pc	2
9871	14379	m	1
993	168	pc	5
993	35721	m	1
9993	35984	m	1
1	37862	pc	3
10015	14000	m	11
10015	15520	app	2
1005	34807	app	1
1005	35691	m	1
10134	14286	app	1
1016	26516	app	1
1016	611	app	1
102	102	m	11
102	26523	pc	12
10229	14455	pc	1
10229	38116	pc	1
10285	186	pc	1
1029	8855	app	1
1029	96	pc	5
1039	203	m	5
10434	360	pc	2
10434	611	m	1
10467	8493	m	3
10506	125	m	3
10506	8543	m	1
10513	128	pc	1
10513	8546	pc	6
10524	26523	app	2
10536	37863	m	2
1067	41588	m	1
1067	609	pc	1
12804	35136	pc	1
13951	156	pc	5
147	8493	app	5
158	460	app	8
16	14286	m	3
1734	798	pc	1
1734	8537	app	1
18	196	pc	9
18	23087	pc	6
18	609	m	28
2	8735	pc	11
2015	8735	pc	5
202	460	app	8
2032	309	pc	1
2040	111	pc	1
2040	156	m	1
2041	14379	pc	3
2043	14286	m	1
2044	26516	m	1
2044	360	pc	6
2044	611	m	4
2048	35691	app	1
2049	310	pc	5
2052	96	app	7
2053	14526	app	3
2192	156	app	1
2192	35694	pc	1
2192	8558	m	1
222	8735	pc	3
228	156	app	4
228	8558	m	2
2284	460	app	1
2299	310	app	1
2302	34806	app	2
2342	97	pc	1
2347	34807	app	1
2354	14255	pc	1
2354	156	app	7
2354	35694	pc	1
2354	8558	m	2
2372	14326	m	1
2373	128	app	1
2373	35828	pc	1
2389	26523	m	1
2390	186	pc	1
2393	156	pc	2
2397	26516	pc	1
2397	611	pc	1
241	460	pc	12
2422	35721	app	5
276	8735	m	2
291	14326	app	2
296	133	app	1
3	145	pc	4
3	234	m	25
3	29389	app	2
304	15520	m	1
3163	14000	app	3
319	14000	app	9
319	8717	app	1
3198	8543	pc	1
3198	96	m	1
3266	15520	m	1
330	128	pc	5
330	8546	pc	6
3350	14363	app	1
3350	203	app	1
342	35984	app	1
3434	35691	app	2
3434	37863	pc	1
3453	130	pc	1
3489	310	m	1
362	186	m	1
369	360	pc	1
369	611	m	1
37	168	pc	11
37	212	pc	7
37	35721	m	12
375	234	app	4
375	26521	pc	1
394	8608	m	1
399	311	m	1
4	196	app	7
4	23087	app	4
403	460	pc	1
413	34807	m	7
413	360	pc	13
413	611	m	6
413	8445	pc	6
424	26516	m	1
424	8558	app	2
428	35691	app	1
450	152	pc	1
463	111	m	4
463	8558	pc	8
469	14455	app	3
483	207	app	6
5	125	pc	5
5	186	app	4
5	8543	pc	7
5	96	m	10
500	14000	m	2
502	133	app	3
502	8608	pc	1
5333	130	m	2
5333	203	pc	1
536	26531	pc	3
537	234	app	2
541	133	pc	2
556	8608	m	1
5653	460	pc	1
5695	14000	m	4
572	35694	pc	2
572	8692	pc	1
5722	8746	pc	1
577	609	app	1
5853	36488	m	1
5898	199	pc	1
5928	310	m	1
5942	199	pc	1
5958	128	m	1
606	168	pc	9
606	212	pc	7
606	35721	m	6
618	14000	m	1
629	35691	pc	3
629	360	m	4
637	125	app	3
637	14379	m	2
637	8543	app	1
652	14000	app	6
6729	186	pc	2
6745	14326	app	1
679	156	app	1
679	8558	m	1
6805	133	app	1
6805	14455	app	5
686	130	app	2
698	8546	app	1
722	37863	app	1
722	8523	pc	8
7289	8608	app	1
7303	8523	pc	1
740	148	app	1
740	36008	app	1
7452	8537	pc	1
7453	96	app	7
7468	130	pc	1
751	310	pc	1
771	8735	m	4
772	145	m	2
776	14286	pc	1
776	8523	m	4
783	95	app	3
79	199	pc	5
791	133	app	1
791	8608	pc	1
7951	8558	app	2
821	111	app	3
837	196	app	5
837	23087	app	3
8481	125	pc	2
8481	186	app	1
8481	8543	pc	1
8481	96	m	4
8582	111	app	1
8582	35694	m	1
8601	8735	app	3
872	14379	pc	1
872	96	app	3
882	8516	m	5
8854	130	pc	2
891	26518	m	1
901	8442	m	1
914	14326	m	4
914	8608	app	1
9326	23087	m	1
944	118	pc	1
944	207	m	1
946	203	app	1
946	8516	pc	1
9472	8523	m	3
9517	14455	pc	5
952	460	m	14
9617	14000	app	5
9646	8692	m	1
9656	14000	pc	4
9656	190	app	1
967	310	m	1
967	36488	pc	2
9704	207	pc	1
9706	130	app	5
9717	14326	m	1
9749	22431	pc	1
9749	38118	m	1
9799	130	m	2
9799	203	pc	3
9811	14455	app	5
984	14255	app	1
984	35694	app	5
984	8692	app	1
984	95	pc	6
993	168	m	6
9976	37863	app	1
9976	97	pc	1
1	37862	m	3
1	8761	app	2
10088	14379	app	2
10106	8735	app	1
10115	14326	pc	1
10120	611	pc	1
1016	360	app	2
10171	14379	pc	1
102	26523	m	26
102	309	app	6
10229	14455	m	2
10229	38116	m	1
10260	102	pc	1
10266	36488	pc	3
1029	125	pc	7
1029	8543	pc	5
1029	96	m	6
10304	8537	app	1
1039	130	app	2
10434	360	m	2
10461	14419	app	1
10506	96	app	6
10513	128	m	1
10513	8546	m	6
10564	14000	app	5
1067	196	pc	1
1067	609	m	1
1078	130	pc	1
1086	168	pc	5
1086	212	pc	7
122	14379	app	3
12804	14326	app	4
12804	35136	m	1
135	207	pc	10
13951	111	pc	1
13951	156	m	5
14357	234	app	1
147	36008	app	1
158	310	pc	7
16	8523	app	5
1734	798	m	1
18	196	m	17
18	23087	m	6
188	128	pc	8
188	8546	pc	6
2	171	app	4
2	8735	m	12
2015	8735	m	5
202	310	pc	8
2032	309	m	1
2038	36488	pc	1
2040	111	m	1
2040	8558	pc	2
2041	14379	m	3
2044	360	m	5
2049	310	m	5
2052	125	app	7
2052	8543	app	3
2054	171	pc	1
2054	8523	app	7
2055	35694	app	4
2192	35694	m	1
222	171	app	1
222	8735	m	3
228	111	app	2
228	26516	pc	1
2292	186	pc	1
2299	26516	pc	1
2299	611	pc	6
2302	14502	app	3
2303	14286	app	1
2315	234	pc	1
2329	8735	app	1
2337	8493	app	2
2342	14286	pc	1
2342	97	m	1
2354	111	app	3
2354	14255	m	1
2354	35694	m	1
2360	95	app	1
2371	36488	pc	1
2373	311	pc	1
2373	35828	m	1
2378	712	pc	1
2389	168	app	6
2389	212	app	2
2393	156	m	2
2397	26516	m	1
2397	360	pc	1
2397	611	m	1
241	460	m	18
276	26531	pc	3
293	26523	pc	1
3	145	m	4
3	23442	pc	1
304	14000	pc	5
319	14419	pc	7
3209	14526	pc	1
3237	309	app	1
3266	14000	pc	2
3266	190	app	1
330	128	m	4
330	8546	m	6
3328	128	app	3
3328	8546	app	3
3359	22431	pc	1
342	8442	app	1
3434	37863	m	1
3453	130	m	2
3453	14363	pc	1
3479	14326	app	1
3489	34323	app	1
355	14326	app	2
362	96	pc	9
369	360	m	2
37	168	m	22
37	212	m	8
37	8659	pc	2
375	26521	m	1
394	14326	pc	2
403	460	m	1
413	35691	pc	3
413	360	m	20
413	8445	m	6
450	152	m	1
463	156	app	4
463	8558	m	11
483	118	app	1
497	311	app	1
5	125	m	10
5	8543	m	11
502	8608	m	1
520	14502	app	1
523	609	app	4
5333	203	m	1
536	26531	m	3
536	8735	app	1
541	133	m	2
541	311	app	6
556	14326	pc	1
5632	130	pc	5
5632	14001	pc	1
5653	460	m	1
572	35694	m	2
572	8537	app	1
572	8692	m	1
5722	8746	m	1
5733	234	app	1
5756	14326	app	2
5772	234	pc	1
5898	199	m	1
592	309	pc	1
5928	34323	app	1
5936	96	pc	6
606	168	m	23
606	212	m	8
613	710	pc	3
613	97	pc	1
623	34806	pc	1
629	35691	m	3
629	611	app	6
669	35136	app	1
6729	186	m	3
6760	8735	pc	1
6776	23065	pc	1
6793	35691	app	3
686	203	app	6
686	22431	pc	1
686	8516	pc	7
693	8608	pc	1
698	311	pc	1
722	14286	pc	1
722	8523	m	9
728	34323	pc	1
7303	8523	m	1
7452	8537	m	1
7453	125	app	5
7453	8543	app	3
7468	130	m	2
7468	14363	pc	1
7468	203	pc	1
751	310	m	1
751	36488	pc	2
7576	8493	app	1
7620	8493	app	2
771	26531	pc	1
772	234	app	3
776	14286	m	1
783	190	pc	2
79	199	m	5
791	8608	m	1
7921	8546	pc	2
7951	35694	app	3
811	8658	app	1
821	8558	app	1
837	36011	app	1
845	128	pc	6
845	8546	pc	7
8481	125	m	3
8716	36008	app	3
872	125	app	6
872	14379	m	1
872	8543	app	1
8854	130	m	2
8854	14363	pc	1
8854	203	pc	4
8973	34323	pc	2
8973	460	app	3
910	14455	app	4
9357	14000	app	4
9357	8442	pc	1
9363	14286	pc	3
9389	8735	pc	2
946	8516	m	1
9499	95	app	1
9517	14455	m	8
9551	14455	app	2
9656	14000	m	6
967	36488	m	2
968	14326	app	1
9688	8523	app	5
9704	118	pc	1
9704	207	m	1
9706	8516	pc	2
9749	22431	m	1
9749	8537	pc	2
9799	203	m	4
984	95	m	6
9871	14379	app	1
993	35721	app	1
9993	35984	app	1
10015	14000	app	6
1005	35691	app	1
10088	196	pc	1
10115	14326	m	1
10120	360	pc	2
10120	611	m	1
10171	14379	m	1
102	102	app	5
10266	36488	m	1
10285	96	pc	6
1029	125	m	7
1029	8543	m	5
1039	203	app	5
1039	8516	pc	6
10417	190	pc	1
10434	611	app	1
10467	8493	app	2
10506	125	app	3
10506	8543	app	1
10536	37863	app	1
10536	710	pc	1
1067	196	m	1
1067	41588	app	1
1078	130	m	1
1078	203	pc	6
1086	168	m	6
1086	212	m	7
1086	26523	pc	1
122	130	pc	7
135	118	pc	1
135	207	m	12
13951	111	m	1
13951	8558	pc	1
158	310	m	8
158	36488	pc	5
16	14286	app	3
172	199	pc	4
1734	95	pc	5
18	609	app	14
188	128	m	17
188	8546	m	7
2	26531	pc	10
2	8719	pc	3
202	310	m	8
202	36488	pc	1
2038	36488	m	1
2040	156	app	1
2040	35694	pc	2
2040	8558	m	2
2043	14286	app	1
2044	26516	app	1
2044	611	app	3
2054	171	m	1
2055	234	pc	1
2192	8558	app	2
222	26531	pc	5
228	26516	m	1
228	8558	app	2
2296	14379	pc	2
2299	26516	m	1
2299	360	pc	1
2299	611	m	6
2307	34806	pc	1
2315	234	m	1
2319	8523	pc	3
2342	14286	m	1
2344	23087	pc	1
2354	8558	app	2
2360	190	pc	1
2371	36488	m	1
2372	14326	app	1
2373	311	m	1
2378	128	pc	1
2378	8546	pc	2
2380	314	pc	1
2389	26523	app	1
2397	360	m	1
2422	128	pc	5
2422	8546	pc	3
276	26531	m	2
276	8735	app	2
293	26523	m	1
296	14326	pc	1
3	234	app	4
3	23442	m	1
304	14000	m	8
304	15520	app	2
319	14419	m	7
3198	96	app	4
3209	14526	m	1
3251	190	pc	2
3266	14000	m	2
3266	15520	app	1
3328	311	pc	1
3359	22431	m	1
3453	14363	m	1
3489	310	app	1
357	26523	pc	1
362	125	pc	7
362	186	app	2
362	8543	pc	3
362	96	m	11
369	611	app	1
37	35721	app	5
37	8659	m	2
375	37981	pc	1
394	14326	m	2
394	8608	app	1
399	311	app	1
4	8537	pc	8
400	14455	pc	1
413	34807	app	5
413	35691	m	4
413	611	app	5
424	234	pc	2
424	26516	app	1
463	111	app	4
463	26516	pc	1
483	35721	pc	6
5	14379	pc	6
5	96	app	11
500	14000	app	2
505	15520	pc	3
518	14455	pc	4
5333	130	app	2
556	14326	m	1
556	8608	app	1
5632	130	m	5
5632	14001	m	1
5632	203	pc	5
5695	14000	app	4
5772	234	m	1
5853	36488	app	2
592	309	m	1
5928	310	app	1
5936	96	m	6
5958	128	app	2
606	35721	app	4
613	710	m	3
613	97	m	1
618	14000	app	1
623	14502	pc	1
623	34806	m	1
629	360	app	4
637	14379	app	2
6700	97	pc	1
6729	96	pc	1
6760	8735	m	1
6770	128	pc	1
6770	8546	pc	6
6776	23065	m	1
6788	8493	pc	2
679	8558	app	1
686	22431	m	1
686	8516	m	5
693	8608	m	1
699	168	pc	1
699	212	pc	2
7154	130	pc	1
722	14286	m	1
725	186	pc	1
728	156	pc	2
728	34323	m	1
7452	37861	pc	1
7468	14363	m	1
7468	203	m	2
771	14526	pc	1
771	26531	m	1
771	8735	app	3
772	14354	pc	1
772	145	app	2
776	8523	app	4
783	190	m	2
791	14326	pc	1
7921	8546	m	2
7951	234	pc	1
837	8537	pc	1
845	128	m	8
845	8546	m	8
8481	96	app	3
8582	35694	app	1
8694	8735	app	1
872	41588	pc	1
882	8516	app	4
8854	14363	m	1
8854	203	m	3
891	26518	app	1
8973	34323	m	2
901	8442	app	1
914	14326	app	3
9146	15520	pc	1
927	97	app	1
9326	23087	app	1
933	14526	pc	1
9357	8442	m	1
9363	14286	m	3
9389	8735	m	2
944	207	app	1
9472	8523	app	3
9481	199	pc	1
952	460	app	7
967	310	app	2
9704	118	m	1
9706	8516	m	2
9717	14326	app	1
9749	38118	app	1
9749	8537	m	2
977	8523	pc	7
9799	130	app	2
9837	41588	pc	1
993	168	app	5
1	37862	app	4
10088	196	m	1
10120	360	m	1
10171	41588	pc	1
102	26523	app	5
10229	14455	app	1
10229	8608	pc	1
10285	125	pc	3
10285	8543	pc	1
10285	96	m	6
1029	96	app	6
1039	8516	m	8
10417	190	m	1
10434	360	app	2
10485	196	pc	1
10513	128	app	1
10536	14286	pc	1
10536	710	m	1
10552	128	pc	1
10552	8546	pc	5
1067	609	app	1
1078	203	m	7
1086	26523	m	1
11296	311	pc	1
122	130	m	7
122	203	pc	9
12804	35136	app	1
135	118	m	1
13950	8523	pc	3
13951	156	app	4
13951	35694	pc	1
13951	8558	m	2
158	36488	m	3
16	8735	pc	9
172	199	m	4
1734	798	app	1
1734	95	m	4
18	196	app	6
18	23087	app	5
2	14526	pc	4
2	26531	m	14
2	8719	m	3
2	8735	app	6
2015	8735	app	4
202	36488	m	1
2032	309	app	1
2040	111	app	1
2040	35694	m	1
2041	14379	app	3
2041	609	pc	3
2044	360	app	4
2047	34806	pc	1
2048	97	pc	1
2049	310	app	5
2054	8735	pc	3
2055	234	m	1
2192	35694	app	1
222	14526	pc	3
222	26531	m	6
222	8735	app	3
2292	96	pc	3
2296	14379	m	3
2299	360	m	1
2307	14502	pc	1
2307	34806	m	1
2319	8523	m	4
2337	36488	pc	2
2344	23087	m	1
2344	36011	pc	1
2350	8537	m	1
2354	35694	app	1
2360	15520	pc	1
2360	190	m	1
2373	133	pc	1
2373	14455	pc	6
2373	35828	app	1
2378	128	m	1
2378	8546	m	2
2380	314	m	1
2380	34806	pc	1
2381	97	pc	2
2390	8543	pc	1
2392	8523	pc	3
2393	156	app	2
2393	35694	pc	1
2394	41588	pc	1
2397	26516	app	1
2397	611	app	1
241	460	app	9
2422	128	m	6
2422	8546	m	3
2501	8558	pc	1
265	34806	pc	6
296	14326	m	1
297	35828	pc	1
3	14354	pc	1
3	145	app	3
3184	14526	pc	1
3251	15520	pc	1
3251	190	m	2
330	128	app	4
330	8546	app	6
3328	311	m	1
3434	37863	app	1
3453	130	app	3
3489	26516	pc	1
357	26523	m	1
362	125	m	7
362	8543	m	3
369	360	app	1
37	14539	pc	1
37	168	app	10
37	212	app	5
375	26521	app	1
375	37981	m	1
385	35721	pc	1
397	14000	pc	2
4	8537	m	6
400	14455	m	1
403	460	app	2
407	15520	pc	1
413	360	app	4
413	8445	app	5
414	34323	pc	7
424	234	m	3
428	8523	pc	10
450	152	app	1
463	26516	m	1
463	8558	app	6
468	156	pc	2
483	168	pc	8
483	212	pc	5
483	35721	m	5
497	8608	pc	1
5	125	app	8
5	14379	m	4
5	8543	app	7
502	8608	app	1
505	15520	m	2
518	14455	m	4
531	128	pc	1
531	8546	pc	5
5333	203	app	1
5333	8516	pc	2
536	26531	app	2
541	133	app	2
5632	203	m	5
5653	460	app	1
572	35694	app	2
572	8692	app	1
572	95	pc	5
5722	37981	pc	1
5722	8523	pc	1
5722	8746	app	1
5898	199	app	1
592	26523	pc	1
5928	611	pc	3
606	168	app	8
606	212	app	5
623	14502	m	1
629	35691	app	2
629	37863	pc	1
637	130	pc	1
645	168	pc	4
645	212	pc	5
656	102	pc	1
6700	14286	pc	1
6700	97	m	1
6729	186	app	2
6729	8543	pc	1
6729	96	m	2
6745	460	pc	5
6770	128	m	1
6770	8546	m	6
6788	8493	m	3
696	15520	pc	1
6964	96	pc	10
699	168	m	1
699	212	m	2
699	8659	pc	1
7154	130	m	1
722	8523	app	6
728	111	pc	4
